nPsoRun,n_iter,S,fgbest,optDes
479,402,300,-59.00094620060654,[-0.7320507462273106; -0.0006169231190242277; 1.0; -1.0; -1.0; 0.7320513276790587; 1.0; 0.00063470505541005]
480,679,300,-59.000345970386356,[-0.004132219028834068; 0.9999999999983918; -0.7325300263192144; -0.9999999999258379; -0.9999999999164988; -0.004132211008590531; 1.0; 0.7315536081806712]
481,293,300,-59.00045983303441,[-1.0; 0.002805073434601899; 0.99999800972493; -0.9999997819657226; 1.0; -0.7317213285947377; 0.7323755379637854; 0.002696599163324464]
482,280,300,-59.00084143330757,[0.7320967767179443; 0.9999986867612541; 0.0015167154171306374; -0.0007402087635536714; -1.0; -0.7320026746682035; 0.999998832893713; -0.9999999259922805]
483,698,300,-58.99873522541606,[-1.0; 0.007632594673549053; 0.007632110310052693; -0.731118373327738; -1.0; 0.7329218928196822; 0.999999998420592; 0.999999999022119]
484,217,300,-58.99985572157883,[-0.9999972726439935; 1.0; -0.004371287928468874; -0.7323214892238407; -1.0; 1.0; 0.7317519905777067; -0.0003965897770174479]
485,697,300,-59.00032344405449,[1.0; -1.0; -0.732537886225182; -0.004201340320729884; 0.7315451415144276; 1.0; -1.0; -0.004201277179282891]
486,816,300,-59.00099281588368,[-1.0; 0.9999999999992879; -0.7319653023314909; 0.0007103043610646514; 0.732135746932285; 0.9999999999464416; 0.0007323512858761231; -0.9999999998664967]
487,629,300,-59.00100495406659,[1.0; 0.999999999999936; -0.9999999999439606; -0.7320606795330543; -0.000502219769372933; 0.7320406319269382; -0.9999999986855237; 0.00033255636165637885]
488,1279,300,-59.000951242556155,[-1.0; 0.7319677199540665; -0.7321319701401312; -9.012012723177821e-5; -1.0; 1.0; -0.0013001136533692481; 1.0]
489,408,300,-59.00078855757861,[0.7323309907560079; -1.0; 0.002394741198598955; 0.0023995699879252818; -0.7317645609185083; -1.0; 1.0; 0.9999999997031358]
490,1415,300,-59.00086839652498,[0.0004666586928134688; 0.9999999999971152; 0.9999999999985745; -0.9999999999971162; -0.9999999999961473; 0.7321925986239771; 0.001970532130030256; -0.7319046550406728]
491,761,300,-59.00082293690657,[-0.0022090264410172212; -0.7323092267070946; -0.9999999999997112; -0.0022090279362198366; 1.0; 1.0; -1.0; 0.7317872498373594]
492,867,300,-59.001008583397265,[-1.0; 0.7320159942476532; 1.0; -0.7320854726827225; 1.0; -1.0; -0.00021935819336784535; -0.00036871431570123167]
493,465,300,-59.000842433948506,[-0.9999999999896932; -1.0; 0.9999999940707813; -0.0020899009826540155; 0.7318016816567436; 0.9999999927484042; -0.7322953375907438; -0.002088542066688644]
494,125,300,-58.997048760609054,[-1.0; -0.7327656752287243; -0.008395918537503797; -1.0; -0.004178656509212843; 0.7312594358747174; 0.9999962915436109; 1.0]
495,171,300,-58.9994220807991,[-1.0; -0.0007219255636837464; 0.7320183002375287; -0.7321088097183278; 1.0; 0.9999954286221792; -0.9999997611271704; -0.00044052888754337563]
496,753,300,-59.00096983072611,[0.0010569168056659784; 0.7321750809041356; -0.7319253607630368; 0.9999999981848664; 0.9999999996103982; -0.9999999971833454; -0.9999999999912809; 0.0010567543720993453]
497,1238,300,-59.00094407701645,[0.001334559368066317; -0.7318921648724391; 0.0013350863101498672; -1.0; -1.0; 1.0; 1.0; 0.7322075732076657]
498,218,300,-59.000819627166,[-0.9999999574411514; -1.0; 1.0; 0.0007452671954463061; 0.7319925808627469; -0.7321068515328586; 0.9999994805089664; -0.0017275939694558098]
499,622,300,-59.00054305595276,[-0.0034600669789753655; 0.9999999981663922; -0.9999999984461334; 0.7316355015911997; 0.9999999897290625; -0.9999999849323488; -0.732453499310443; -0.003463411633213808]
500,533,300,-59.00081187925685,[0.9999999789486466; 0.7322710259938867; 0.0015525631260599106; -0.99999986840964; 1.0; 0.002221863867251157; -0.7318254037326379; -0.9999999927488346]
