nPsoRun,n_iter,S,fgbest,optDes
170,8956,300,-24.945393510564987,[0.21329548614481117 -0.9331126592170941 0.9988533420497947; -0.9999999999999991 0.3315606097823509 -0.9999999999999745; -0.2940268538475119 -0.8186404822417078 -0.9404333211011813; 0.9999999999999994 0.3951552154888064 0.9912321563340546; 0.9999999999999976 0.9999999999999998 -0.9999869142475558; -0.9999884410371689 -0.9999999999999987 0.9999999999999989; 0.567362442137134 0.9999999999999918 0.9971647604527656; 0.9644573131876177 -0.924292451781124 0.09928157583603925; 0.8450916210069817 0.2461637865056357 -0.9869124080428375; 0.9999999999999899 -0.9999999999999998 -0.9999999992865074; -0.9763265070893359 -0.8252774631650338 -0.08544300060272002; -0.5715694382074215 0.5580129614602881 0.7346145959883773; -0.6514096331884845 0.999999999999998 -0.8180214716814952; -0.9999999999999996 0.9468419762385026 0.9999999999999998]
171,746,300,-23.954398189144054,[-1.0 -0.9999733865211273 0.9967211979578415; 0.9999565667435397 0.0011958056731052947 -1.0; 0.6181495497293262 -0.9998643562521412 0.999977962134018; 0.10506569031986886 0.6959927510313373 -0.7843159964577096; 0.9999861670636291 0.9999967581657159 -0.9999377700231983; 0.7021490012811366 0.9999964852861322 0.9999802281694242; -0.999174660453427 -0.9999787953021407 -0.6131121013922503; -0.9999997918063654 0.0036149490463685536 -0.9999971105662795; 0.858362138757403 -1.0 0.24756893758095053; -0.9998862851351064 1.0 -0.46567591042184686; 0.9999697666913169 0.14768408904748664 1.0; -0.9999968848726974 0.9999999654208502 1.0; -0.7433401918601508 0.13294740362286503 0.7540403197173867; 0.7591708791139157 -0.9999528668134959 -0.9999756208424309]
172,7840,300,-24.39812749774536,[0.9964539598632045 0.9999999999999828 -0.9646934527268266; -0.9999999892116289 0.972808608214957 -0.1383850758261404; -0.9821582520958674 -0.9992787152445658 0.14368960848612236; -0.17927209689792048 0.979959720219002 0.9999999986776196; -0.9999999999999882 0.9999883163534716 0.9999999999999988; 0.9999999999999964 0.9999999999999967 0.9998787581867424; -0.999810778292109 0.9999999999999974 -0.9999999999999961; 0.9999999999999588 -0.9999999999999677 -0.8181782163198067; -0.05369750740596838 -0.9772207269751583 -0.9615993145960429; -0.9736299314338028 -0.999999999999995 0.9999999999999911; 0.9999986327280384 -0.9999999999999977 0.9715076242903299; -1.0 -0.9708844362015925 -0.9999999999999907; 0.9999975636321847 -0.032700783654796846 1.0; 0.9999999999933641 0.1871305024334472 -0.9999999999999915]
173,6568,300,-25.037478107497463,[0.9999999999999997 0.6787668682708706 -0.999999999999999; 0.9999991889840498 0.5105262082787967 0.997254885377133; -0.9989129870504411 0.9999999999999939 0.999999999999999; 0.9999999234385387 0.9999999999995116 0.8320355426915864; -0.9999393701959056 -0.9999998218655693 -0.019776413914357614; -0.9395601819273642 1.0 -0.9520409006160402; 0.555546660218566 0.7863065150137573 -0.49723692396348507; -0.9999999999999988 -0.9999999999999993 1.0; 0.9999944238886639 -0.9999999999999994 -0.9983959198915864; -0.9861340295754879 0.6256223362306935 0.492379813212539; -0.9999980969846125 0.5481963390969169 -0.9999999999999957; 0.06788638910729683 -0.9606547540882662 0.9800776716975872; -0.3243432447933091 -0.9999999974309416 -0.9999999999999976; 0.9999999999999959 -0.9999995036413163 0.6849015177158708]
174,2910,300,-23.83703353764205,[-0.9977473854941682 0.9999999884599936 0.9999999882179965; -0.9999999997123559 -0.9999999554084006 0.9969373595836416; 0.9304063809361349 0.9660585723228992 -0.10140635515690534; -0.7596226102000808 -0.3093213837587859 0.9881202446105805; -0.9999904691456727 0.9999999281947275 -0.999999962568704; -0.9999999962717848 -0.9999999992824733 -0.9999999994731149; 0.9711447739623643 -0.1566198697761821 0.9924202504840602; -0.20779603596976515 -0.9327716963099867 -0.952938807236273; 0.999998091540551 -0.9999999999986005 0.3560712650934036; 0.999999999959908 -0.9999999995376797 -0.9999999998499814; 0.9996607213913953 0.9999999886451556 -0.9999999998743132; 0.2871661689404713 -0.9999999962116021 0.9999999276065926; 0.9875991876774906 0.9999999742177345 0.9999999999124175; -0.9999999934336284 0.9999999955092911 -0.278709063361717]
175,8831,300,-24.398848638331863,[-0.9999802949248542 0.9999999999998699 -0.9999999999998092; 0.9999999999999591 0.8891280472340002 -0.19511775773598425; -0.9871436244834191 -0.6155367405240483 0.9999999999999919; -0.9999999999999456 0.4970192625361551 -0.36715930054562396; 0.25263926153834704 -0.4410010460687508 -0.787949929178462; -0.9999999999998611 0.9984579222173823 0.9999999999999374; 1.0 -0.9999999999999964 0.12706885761471765; -0.9999999999999952 -0.9999999999999414 0.11861053412644125; -1.0 -0.8324259947295887 -0.9999999999999548; 0.03829918229665048 0.9999993937329243 0.5170921651273135; 0.9979096029280404 -0.8457621100850925 0.9999999999999877; 0.9999999999999976 -0.9999999999999902 -0.9999999999998049; 0.6700634417735176 0.9999999999999989 -0.9999999999999762; 0.9936028060353497 0.983993012130986 1.0]
176,3354,300,-23.855126065255586,[0.9999999968517881 0.8144289544281854 -0.5155392260869152; -0.9999999998091996 0.9999779019281287 -0.40846713127127326; -0.9999995524452782 -0.9999999960255366 0.9781637478509648; 0.12785536917696855 -0.9999999961690564 -0.9999999989678771; -0.999999962070394 -0.4582117602535442 0.7853351822664801; -0.04577465048651689 0.9999946493511126 0.7522155268112581; 0.9999999999839452 0.999962691280871 -0.9999999998587458; 0.805398557283254 -0.4815152062249625 0.9999999985464911; -0.9999999985243602 0.8041207651324416 -0.9999999999655376; -0.9999999686049383 -0.999999999976395 -0.9989197205712887; 0.9774499624859407 -1.0 0.9517698471100224; -0.9999999933432177 0.9999999216173674 0.9999999999303414; 0.9999999992783751 0.9999999992622991 0.9999999984558745; 0.9999999961534431 -0.9999999980385308 -0.9997905988856106]
177,5490,300,-24.75242318098507,[-0.9999999796562226 0.999768656199735 0.9999999994959694; -0.9999999999992334 -0.9999966366193963 0.9999999965357551; 0.876052662786252 -0.9999999979437341 -0.9999999986528392; -0.199743344207584 0.18099183198132654 0.15248214824975523; -0.999999999957025 -0.9999999999850795 -0.12102374032612861; -0.9093390962349989 -0.5479269090906808 -0.9999999989818978; 0.9999999983353778 -0.9999999999627012 0.028083637419254747; 0.9999967736404275 0.31762606918417374 -0.9250912601154773; 0.08589885750767687 -0.757521435579599 0.998410509434454; 0.45142251180385995 0.9999999996655566 0.9999999676819209; 0.38964793189845404 0.9999999963273702 -0.999999989322552; 0.9999999932489742 0.44833761571448744 0.9999999996946713; -0.9999999998987222 0.992840293354837 -0.9999999999607294; -0.9999999997863094 0.9994493294605602 -0.015932066298920976]
178,5322,300,-24.473350524232597,[0.8695346177933769 0.9999999999999982 0.9999999999999992; 0.9999999999999951 -0.9572500597266863 -1.0; 0.9999999999999996 -0.998414582128897 0.9999999999999996; 0.9879268358467087 -0.9767886408317358 0.48645989245663285; -0.9999999999999988 0.9980870100352727 -0.5431956507964442; 0.9999999999999996 0.9999977335308957 -0.9999999999999994; 0.20055973921131562 -0.9543090633656914 -0.9189653808330095; 0.27486072307397424 0.9999999999999956 -0.9999999999999949; -0.990401925608984 -0.999999999999999 0.30407615466972787; 0.9986978974805983 0.7553905041295089 0.1845974822120541; -0.8853475526279234 -0.19188336514620585 -0.9392755117904967; -0.9935288049700992 -0.3337588183818015 0.9999999999999954; -0.9595038570654346 0.9999999999999994 0.9998705967794735; -0.9999999999999977 -0.9990424276414749 -0.9999999999999994]
179,5603,300,-24.111124810962654,[-0.19904431353578042 0.9999999998078152 0.9999999997068031; 0.999999999985564 0.9999999999963038 -0.9999999966668683; -0.9999999982209198 -0.9999982891605551 -0.9999999999246474; -0.9999999943982354 -0.9999999997071168 0.9999999992551525; -0.9267207652188456 -0.30173924730346147 0.821455869096897; -0.6066546890453824 -0.9999999995516543 -0.01514190945144869; 0.9999999988259765 -0.9154718759308417 -0.6057796149207194; 0.9999999999874427 -0.4224736799751688 0.9999999268989481; 0.30855133962262415 0.9728620608098815 -0.7086835160483678; 0.983751257370416 -0.9999999947226145 0.9999999999751182; -0.9999996058572334 0.9999999999668118 0.29393153928428933; 0.3037655829382397 -0.9999999857478385 -0.9999999944952422; -0.9999999982430517 0.7496356236757533 -0.9999999985093011; 0.999999999436905 0.9999999992599983 0.8043797118226127]
180,9447,300,-22.843142870133207,[0.9999999999996895 -0.9999999999999993 -0.999999999999996; 0.9840062381522366 -0.9999999999999888 0.799052428113336; -0.9999999999999813 -0.9999799835116092 0.15747313897466617; -0.8672421516296211 -1.0 -1.0; -0.07254990789148198 0.7987260930905957 0.9518120983573506; 0.9999999999999993 -0.11150184944967916 0.9741714911483227; 0.2654178492947358 -0.559353296735537 -0.28371717654386275; 0.9999999999999927 1.0 0.8745668342757521; -0.8136509346533141 -0.9999999999999938 0.9999999999999998; -0.8601488327571938 0.11342231352534787 -0.9999999999999998; -0.9999999999999978 0.9087702771591057 0.9999999999999994; 0.9345795058535735 0.12307893613084266 -1.0; 0.815741805310282 0.999999999999998 -0.9999999999999858; -0.9987832946111557 0.9999999999999977 -0.6128373642875795]
181,10000,300,-25.949318335663133,[0.9685535264697326 0.9999999999999974 -0.9999999999999964; 0.2039038759512237 -0.9999975737733533 0.8710539700367572; 0.999999999999998 -0.7044786050364026 -0.5101974064811039; -0.9999999999999808 -0.9999992290506688 -0.9999999999999915; -0.9973286636946128 -0.5599078891501671 -0.3744520901676476; 0.4127457098326969 -1.0 -0.9999999999999984; 0.999999999999999 0.999999999996982 0.22642963611028472; 0.18359616225837308 0.5909554039647532 -0.9999993794992748; -0.9768338712882414 0.6376375074181267 0.9999999999999967; -1.0 0.9999999999999991 0.29049358301603967; -0.9999999999999989 -0.985283148682964 0.999722142669721; 0.9999999999999974 -0.9999999999999992 0.9999999999999973; -1.0 0.9999926662191068 -0.9999999999999913; 0.8643747778646319 0.7588609425133764 0.9999999999999537]
182,9371,300,-22.416973603739642,[-0.9999999999999999 -0.6548244381514609 1.0; 0.9999999999999946 -0.7212034433354549 0.9999999999999976; -0.09059535226911719 -0.7898836300667114 -0.9999999999999998; 0.9999999999999999 -0.9999999999999997 -0.8679003318833438; 0.9999999999999979 0.9999999999999923 -0.9999998587121038; -0.8814950912375324 -0.3753530289287645 -0.010344380044144239; 0.9999999999999981 0.16149233847137553 -0.6571681586060082; -0.9900358145660687 0.3250103488379915 -0.9999999999999997; 0.040617828173014486 -0.9999999999996232 0.9713515126671116; -0.469383191794185 0.9999999999999998 -0.9287230711965725; -0.9999999999999998 0.9999999999999999 0.9870876211024966; -0.9999999999999979 -0.9999999999999979 -0.6486366724943728; 0.999999999999999 0.9999999999999997 0.9999999999999973; -0.09180808594269403 0.9171219865133794 0.9997284103511282]
183,10000,300,-23.802494625581996,[0.9999999999999993 0.9999999999999991 -0.9010367858119379; 0.6861205188584513 -0.421852386691684 0.9999999999998762; 0.6413947051087284 -0.999999999999995 -0.9999999999999999; -0.6143694990300781 0.9998702039397389 -1.0; -0.9701603459107372 -0.9999999999999999 0.9999999999999991; 1.0 -0.9999999999999979 0.259010465487854; -0.9999999999999989 -0.04659614821021759 0.9869929355828319; 0.9825527429260692 -0.04038597941835822 -0.9999999973789881; 0.04976206764239308 0.13182791511834974 -0.05531646485072917; -0.844482064656031 -0.9742611792984694 -0.24464603906728918; -0.9999999999999992 -1.0 -0.9999999999999982; 1.0 0.9983552280492198 0.9999999999999987; -0.999999999999998 0.9999748374571779 -0.3657230375016452; -0.05669493960412705 0.9999999999999971 0.9999969478752023]
184,10000,300,-24.827497046182824,[0.999999999999998 1.0 -0.9911945662821503; 0.25158017754569895 0.9905684046662366 0.9645772216054772; 0.9999999999999096 -0.9999999999999962 -0.9999698252254704; -0.9999999999999942 -0.9999999999999997 -0.9952897091629624; 0.9999999999999705 -0.7434590918190287 0.9999999999999984; -0.9963769543474682 -0.4756635609922083 0.7638317703471741; -0.3154408213513432 -0.9559960072937992 -0.9999999999999906; -0.9910525513459826 -0.9999999999999996 1.0; 0.956470427164197 0.15276472381594083 -0.9990162267392397; -0.9928646643277186 0.9786108500560002 -0.9999999999999996; 0.9999999999999996 0.9997605675783967 0.7615280476648016; 0.8173160875122352 -0.9802585402607963 0.5554701681193754; -0.9999999999999997 0.9999999999999875 0.9999999999999991; -0.9466063984226961 0.9949125501418298 -0.329077217433693]
185,6696,300,-23.936960157818035,[0.9999999999999927 -0.9999999999999908 0.9999757389784375; -0.9999869328978902 0.9926690789813671 0.9999999999999799; -0.9999999999988772 0.9999999999999993 -0.9999999999999999; 0.8879158395353048 0.80618256674093 -0.9999999999999952; -0.9999999999999907 -0.9999999999999992 -0.9885867139649595; -0.9997831637348081 0.9998663393191729 -0.10355885026945894; -0.21134528243711562 -0.999999999999999 0.9999999999999816; 0.1622469708231588 -0.9993691087478846 -0.9998597110737969; -1.0 -0.6736116765205115 0.9937809035079005; 0.9813554368748126 0.9999999999999999 0.9999999999999803; 0.999999999999998 -0.9999999999999978 -0.999999999536058; 0.9999999999999992 0.999998909097572 -0.2418952161646533; 0.8208252282804963 -0.11275188422624266 0.9663357153740598; -0.9685916042897452 -0.07270621585932516 -0.9260781580879667]
186,10000,300,-24.25381545044902,[-0.9999999999690666 -0.09282492496039768 -0.999999999998726; 0.9999999999157034 0.999999995582252 -0.9999999999991215; 0.3388318180798088 0.999999999980774 0.9946784047408167; -0.9999999579688615 -0.8585327327735071 0.05420482951900468; -0.49327293672347217 -0.9999999999986096 -0.9999999999996813; 0.999999999999274 -0.9992867814966748 0.14420207538946625; -0.9999999999994423 0.9999999999987043 0.9999994059904588; 0.999999999999939 0.9910906654890446 0.9999999999367353; 0.9999999999999967 -0.9999999970503817 -0.9999999999999974; 0.9999980753650953 -0.9999999999972455 1.0; -0.9581855897165588 -1.0 0.9999999999892655; -0.863415608768334 -0.1481051790900928 1.0; -0.9999999999999998 0.999999999999981 -0.9971376840683644; 0.1964769872135433 0.8733869924037266 -0.9994785461886603]
187,10000,300,-23.461844219292505,[-0.9999999999999942 -0.9999998629234623 0.9498555191302989; -0.99999999999353 0.9999999999758095 -0.9999999999851845; -0.38612588012196286 -0.994774200268902 0.9999999999076186; -0.9999999999282506 0.9999999994497429 0.9999999999998541; -0.7928514818699103 -0.2733061392084682 -0.9998624469462073; 0.9999999999985215 0.9999836495995496 0.5978706126751608; -0.9875066094496843 0.9984540752038408 0.3181798645743438; 0.16396373876661394 0.5209290328577303 0.03459046923839579; 0.17055025996610385 0.9999999273933153 -0.9872636266770282; 0.9916548465366136 -0.9999787770593185 -0.9999999999987289; 0.9959694109683088 0.4248758345230229 0.9999998243056679; -0.9048301046984497 -0.9999999999958351 -0.9999962985778432; 0.9999999999999813 0.4040563111428835 -0.9999999917119419; 0.9999778952513526 -0.9999999999849611 0.5026283331486161]
188,7082,300,-24.423764780785326,[0.9989386857514498 0.999560302914193 0.2036044105011471; -0.8972510660983424 -0.18821604572155892 -1.0; 0.9999999999999991 -0.9999999999999994 0.9999999999999991; 0.999989635435998 -0.9974575455595789 -0.9999999999999992; -0.19201706014992503 0.9977272204959371 -0.9943305663688511; -0.9999999999999994 0.1016570410823742 0.9871979874472021; 0.9999999999999999 0.9374898907444515 -1.0; 0.9999477562223175 0.999751425309322 1.0; 0.012103263605718164 -0.8558487939667351 0.9909934080227278; 0.999161984830932 -0.9999739466425653 -0.26858868006891495; -0.9999999999999997 -1.0 -0.8104006382134994; -1.0 -0.999999999999997 0.9432561414146534; -0.817647650130108 1.0 0.9999999999999986; -0.9999999999999998 0.9999999999999984 -0.9575831662961257]
189,6431,300,-22.78278766002541,[-0.9999999999998362 0.9982294854538319 0.30976365795070504; -0.975873335571094 0.9999999999989305 0.9999999999931299; -0.7281069405385964 -0.4425163296360685 -0.99988995156257; 0.9816440401185895 0.9999999998670211 -0.9999999999994217; 0.9999999999931378 -0.9999999999987029 0.9379843420780744; -0.9998924468553664 -0.9999999999966969 -0.9999999999798759; -0.7993576229860164 0.9999999999995735 -0.9999999999935294; 0.9993764927260392 -0.9999999999779066 -0.9999999999429066; -0.9999999999922324 -0.9997567971367585 0.999999999975735; -0.7302327030184501 -0.999999999978365 0.3893197330114848; 0.23215582650800834 -0.9999999998364584 0.9673419292888777; 0.9882709363155027 0.18185105276529184 0.9999999999994411; 0.9999999999935946 -0.06547238521371228 -0.9999999999934677; 0.771916957127073 0.9999999999998472 0.8653020663292695]
