nPsoRun,n_iter,S,fgbest,optDes
248,5824,300,-24.586548757073583,[0.4784019774304111 -0.8086512973371155 0.9999999999999987; 0.9589661008447603 1.0 -0.999999999999999; 0.9125410975088801 0.9999836739880947 -0.23319899773228447; -0.9999999999999994 0.9999999999999997 0.8844610965582229; -1.0 -0.05275284937271884 -0.9999999999999996; -0.9999825132761385 1.0 -0.8044685387859215; -0.9999999999999997 -1.0 0.9999999999999996; 0.9999999999999989 -0.3758897375691595 -0.9999999999999999; -0.9682636653282283 -0.41599110908918635 0.5632215706998078; 0.9999999999999998 -0.9998458437112467 0.9999999999999908; -0.9999999999999996 -0.9999999999999997 -0.9999999999999996; 0.9999999999999989 1.0 0.9996513919546838; 0.4515351759624016 -0.9999999999999994 -0.7958211216440124; -0.25021889696987226 0.9995472385073886 0.9999999999999976]
249,3347,300,-23.115368392239834,[-0.9999992152690889 -0.35157162730448044 -0.9955331531443922; 0.9999999916692468 0.5447734356534468 0.999999999787061; 0.9999999944875779 0.9999999891821464 -0.32609099948784415; 0.5258895901039755 -0.8741724356754305 0.3802078456235377; 0.9999999848267827 -0.9999999986214595 -1.0; -0.9999999997642285 0.7387050399729557 0.9733116183943563; 0.9999999988653925 -0.9999999992187767 0.999999999999559; 0.2570005540724015 -0.9999999961702211 -0.9999999984687984; 0.23726517624704613 0.9991145545708188 -0.99999999255673; -0.9999999999688932 -0.9999998292539571 0.4242297252595512; 0.9830716344345581 -0.11652560352016582 -0.4305220051579152; -0.04536123474384364 0.9999999964896651 0.9868042053499699; -0.9999999964719769 0.9999999986695292 -0.9974131312715325; -0.8585274784093718 -0.7803423794293854 0.9999999997427621]
250,9857,300,-23.462777570569123,[0.9233974024795759 0.049675029047166946 0.9973089470073647; -0.9999999999997081 -0.999999966842891 -1.0; 0.9999999999990269 -0.9999999845925561 0.9999999999997422; -0.12817484616268898 -0.9999734000420053 0.7851476434388454; -0.9999999999999938 0.9999999999999735 -0.9699726584081495; 0.7305303897881784 0.944337377309595 -0.583247286056943; -0.9999999999998728 -0.8708309308110758 0.9999999999977327; 0.9999999999999998 0.9999999999999998 -0.9999999999931091; 0.13163627059475738 -0.99828082256737 -0.9999999509681241; -0.9999999999949695 -0.9912738254611765 -0.275857312882931; 0.026875626838460794 1.0 0.9999999999993769; -0.9999999999999996 0.9065321322004133 0.9891519092252975; -0.821796954713001 0.2522473618231027 -0.9687465233542283; 0.999999999991951 -0.9320751756400987 -0.8145574991489428]
251,6839,300,-22.877726854277018,[-0.9834608349457625 0.9999999997792975 0.18231337216640023; 0.6784763701440076 0.9451960371981054 -0.9999998438002264; -0.17350178766057228 -0.9999999999988465 -0.8770503107558454; -0.9999999832017948 -0.9997298076785819 -0.9999999999997564; 0.9999999999861761 0.6887304316145336 0.9999999957024189; 0.9999999835335741 -0.9891381889947536 -0.9999999864175779; 0.9999999951019026 0.999999997774154 -0.19269965101221756; -0.4475653337904854 -0.9999999999023054 0.9999999818501685; -0.9999999999999427 0.9937535054202016 -0.9999999999998743; -0.7311815086015414 0.6884923729707779 0.9999999966305116; -0.6081824024640514 0.15393337244205638 -0.44863527658340396; 0.9999999132976354 -0.8679218959496762 0.9999999999873619; -0.9999999998743156 -0.9758901801250821 0.8567344864374823; 0.999999978044135 -0.5890811538617122 -0.356255884086987]
252,8175,300,-24.860770892228913,[0.9986639886062402 -0.9999998368832808 -0.9999999999999991; 0.9999999999999998 0.9999999999999999 0.9999745703340355; 0.9998728633593148 -0.050044712539812464 0.9507912462502851; 0.9999999906329344 -0.9999445924167656 -0.2012193904495494; -0.9999999999999943 0.9999999999999978 -0.9468628666701914; 0.2297482121794261 0.9932520399384311 -0.9990931231371; -0.9999999999999998 0.9964727042749507 0.9995086359372294; -0.9999999878477235 -0.9513333451206929 0.22746970285720947; -0.2182426366896877 0.9727957164711323 1.0; -0.9994600585038561 -0.9999999999999964 -0.999999999999999; -0.9582173053102131 -0.9998408682427707 0.9999999999999954; -0.987244993464951 0.019419966917031288 -0.999998982995093; 1.0 0.9999315815108316 -0.9531238246636504; 0.9869563680331657 -0.9999999999999987 1.0]
253,2131,300,-22.439522705683405,[-0.08255450327682799 0.9131192906846199 -0.9706939453664994; -0.9999999951402729 0.9992258047790392 0.7757635189213737; -0.9342872870573912 -0.6863063002843026 -0.9999999969236182; -0.999999937299313 0.8490813796897929 -1.0; 0.8201193727858437 -0.9987760492141863 0.9999999984448789; 0.9902000746659907 -0.9994530186932709 0.2785137031244634; 0.42986863657347196 0.3264155999288999 0.11455503428550835; 0.9982236028954226 0.031320529547531326 -0.9991236192604674; 0.9971637163504524 -0.9999999999682062 -0.9999999997354728; -0.999757127529153 -0.9874467060167542 0.20061598008113346; 0.9999999989243833 0.9999999805067571 0.9920985889369742; -0.9910269932403867 -0.31333112458211315 0.9997656709085988; 0.9999999738879378 0.9999999746134965 -0.98196548199419; 0.32432692167030375 0.9999999122014068 0.9999663018207202]
254,1398,300,-24.871583868073436,[-0.9603055763645912 0.1157523258945913 0.9956790832064645; 0.9992604713405051 -0.9997834835531588 0.9999974892543778; -0.15931947435521288 0.999985391635896 -0.9998826711750547; -0.9997271641517768 -0.998111868740358 -0.210587340111604; 0.9999999947401184 0.9999986502537428 -0.997806097280872; 0.9999848688045978 -1.0 -0.9999999810386457; -1.0 0.9954225734074383 -0.9996731758918502; 0.999370739377006 -0.23886992995494893 -0.9999690695693676; -0.9999998018616847 0.9999999902852522 0.9947701980435537; 0.20179263941207928 0.999978737675724 0.9999992332398245; 1.0 -0.8688414513010098 0.29638545271417627; -0.9974356527926103 -1.0 0.9999999551711877; 0.999999862963203 0.9999842764267197 0.9709549102657787; -0.9981939299539848 -0.9489601636772398 -0.9999982193457019]
255,6737,300,-24.508275949304085,[0.9873223715432287 -0.35443213329511297 1.0; -0.5198428468957419 -0.9999999999999997 0.9999999998300161; 0.5301191544972811 0.9939648418092484 0.9980634460588654; -1.0 0.9999999999999986 0.9999999999999986; -0.9999942496255512 0.9999125503920776 -0.15817428455707946; 0.9999999999999999 1.0 -0.9999999999999991; 0.16266934789144907 -0.818937017432396 -0.7953872894355175; -0.9986556956670672 -0.48272871306035187 -0.9999999999999999; 0.9968212156444237 0.7457806005466806 0.11054523838388308; 0.9999999999999997 -0.672002910744085 -0.9999999999999999; -0.9999999999999937 -0.9999999999999988 -0.9999596256922494; 0.9999999999999821 -0.9999999964340204 0.5005540292234245; -0.9345681913603674 -0.36721308368152933 0.8436974067019548; 0.1908276154764956 0.970263278538594 -0.9997848989306591]
256,10000,300,-24.279499218974102,[-0.15049716850843864 -0.9999999999989055 0.9994553699181362; -0.7445744200610669 0.6037743040212878 -0.9817450978489379; -0.9981418124877516 -1.0 -0.9999999999779013; 0.9999999647907694 -0.9999999999976047 -0.9999999999258642; 0.9999999999999603 0.9999999999999621 0.9999416253017311; -0.9696095786948862 -0.5539708555580827 -0.5126539619510719; 0.9469320512899746 0.9999999999982182 -0.6324926769138272; -0.9999999999908575 -0.6904034962411337 0.9956811338636232; 0.9999999843633071 0.34921902929244386 -0.9835604009529069; -0.9999999999934704 0.9999999999999531 -0.9997240193796595; 0.961057291887889 -0.9993398602318455 -0.03828563604156037; 0.99999999980695 -0.6972592691681161 0.9999999999997248; -0.9999999999680959 0.926789116013155 0.9982166816201267; -0.16094997594491942 0.8539762490676039 0.9382685970729215]
257,10000,300,-24.654702183804535,[0.9999999999999996 -0.9999999999998713 0.9930841940617234; 0.9999999999998 -0.9999995160692208 -0.9999999999984311; -0.9999999999992292 -0.9999999999976518 -0.9999808986509046; -0.9854320747303984 0.4694046954296613 -0.8989461775325585; 1.0 0.9999999999999256 0.9707595480457929; -0.19227155071616053 0.9808359140860198 0.9999999999999984; 0.7969203935933399 -0.4705783405532447 0.9999999999999992; -0.9999999999999473 0.9701336493238465 0.9999999999995874; 0.3098332817033558 -0.9902731646022016 -0.8725438303468671; 0.9999999999998305 0.8041458852244371 -0.5009375510290367; -0.9999995568491934 -0.997751059650136 0.9999999999998791; 0.9999648680970545 0.999999999998199 -0.999999999999947; -0.9999996657260941 0.9999999999999956 -0.8564183088999099; -0.9999999999998851 -0.9971900540837653 0.21406093097672257]
258,5901,300,-24.564661973817746,[0.9891973098028404 -0.9603644178483716 -0.2518232182151534; 0.9999999999999862 -0.9999999999999974 -0.9999999999999989; -0.9999999999999984 0.9899178936792125 0.9727241902794272; -0.999999999999985 -0.5649125077126097 0.9999999999999957; -0.8293814298853138 0.14990980391226166 -0.9876460594157549; 0.9999999999999957 -0.9999999999999999 0.9999999999999974; -0.9999999999762365 -0.9999999999999991 -0.9999999999999987; 0.008280049386744377 -0.946811896052603 0.8416355049724228; 0.21545320691580896 0.9999999999999993 0.9993070376917554; 0.9998717473717381 0.9999999999999816 -1.0; 0.9999999999999981 0.23124986195347125 0.9963099917780865; 0.9999999998900055 0.4684144704539895 -0.9877580446380397; -0.9999999999999983 0.9999999999999998 -0.94255970685974; -0.9999999999999993 -0.9999999999999984 -0.32542311214880343]
259,5827,300,-24.960236541058695,[-0.9999427003441436 -0.2620428532787302 -0.9998640579637657; 0.9999999999999934 0.9410851318963854 0.9999999999999362; -0.9834004650249772 0.999999999999998 -0.9999999999999987; 0.9998975249998793 -0.9998977087527529 -0.11035523863407493; -0.9999999999999977 0.9972478292330142 1.0; -0.9999999999999974 -0.9942491765342575 0.9999998822699638; -0.9999922332340873 0.9556887959198818 0.023838007748784; 0.9999266832030391 -1.0 -1.0; 0.998262131084248 0.9999999999999988 -0.9999999996383837; -0.9973256086034121 -0.9999999999999988 -0.9988722530213643; -0.18226357898373305 -0.9999989997153613 0.9999999988274798; 0.9999999999999937 -0.9873282505669714 0.9999999999999994; 0.19012947196447783 0.9999999999999968 0.999447421365049; 1.0 0.3145876099562965 -0.8693087465264603]
260,9293,300,-23.545374822563346,[-0.8974134177403207 0.1223178105953347 -0.9999999693642727; 0.9999999999999442 0.8560258899418959 0.9999999999999856; -0.5970406786406673 -0.1489755628099142 0.43653956023131246; -0.9999999999999982 -0.9363226346612695 0.9517752702898603; -0.025646567509476186 -0.9999999999999987 -0.9603990826372121; 0.8328471742889206 0.9223109348164663 -0.3277997326612211; 0.05067134470427975 0.9993982896869458 0.9999999999999989; 0.9999999999999962 -0.9815076909810916 0.7308053205887465; 0.09559832329420473 -0.9999999999999997 0.9999487352996215; 0.9999999999999998 -0.6720849892593278 -0.9850254431926855; 0.9997545888957111 0.9999999999999961 -0.9999999999999997; -0.9999999999999997 0.999999999999991 0.9998140041378796; -1.0 1.0 -0.6971112249247302; -0.9999999999999999 -0.9964754783341386 -1.0]
261,10000,300,-22.696760026878156,[-1.0 0.999997635654737 0.9573853123953634; 0.9999939151954493 0.4875089161416531 -0.9999999999996475; 0.9999999878352641 0.36894580084952805 0.9991815813567181; 0.10341388149273899 -0.8052489816585845 0.9686976715803909; -0.5274221319101803 -0.9999993070407619 -0.9999999999718268; -0.2572693619590925 0.9999999998980208 -0.9999999999498924; 0.5705769247474037 0.5170793139000487 -0.30217516021844304; 1.0 1.0 0.9929214822668468; 0.9999999994704005 -0.9999999995506574 0.9766984110968383; 0.9999999999992831 -0.9999976059361796 -0.9999999818758953; -0.999770643652622 -0.9403450301668389 -0.20367312172431754; -0.9999999999835719 0.2142774354630571 0.9976101243853861; -0.9999997780211572 0.6803891113056842 -0.99999999860438; -0.9999999999999993 -0.9999995534973887 0.9999938692346898]
262,10000,300,-24.73151538869037,[0.21350953157927147 -0.9999999999995987 0.9957177256311284; -0.9999999999064939 0.2773191819977076 0.9999968218963212; 0.9999999999962546 0.9999999999374223 -1.0; -0.9999999999980065 -1.0 0.598226552446811; 0.999999999999745 -0.9999999999631369 0.9999999999958668; 0.5458352962327473 0.9939355864619143 -0.8870157230386938; 0.9999996291428077 1.0 0.9917025482338626; 0.9999997559750905 -0.7579104937968103 -0.16566340672016838; -0.9007703830052909 0.9879412253828816 -0.07774241398034822; 0.8943925514960457 0.3654601990032075 0.8688272030279435; -0.9999999999952794 0.9088081144801652 -0.9999999999273456; 0.34361465275348124 -0.9977906343738814 -1.0; -0.9999999999997603 1.0 0.9999999999977313; -0.9999999999992154 -0.9999994337282486 -0.9999999569660252]
263,6933,300,-24.619701623215544,[0.9999999999950773 -0.9999999999966247 -1.0; 0.21996000882117614 -0.9581728709585295 0.9444239738246771; -0.9999967543692799 -0.9999999999669937 -1.0; 0.9999997325008205 0.4107845990694978 -0.999999999999419; 0.3852013428177229 -0.7134230805877344 -0.5889348292004069; -0.999491553441736 0.9999999997263636 -0.38112697151779373; 0.5204525263401771 0.9999999999996726 0.9999999999915914; -0.9999999992844889 0.9731490237998075 1.0; -0.9998737922660785 0.08359238652862956 -0.9981365351388486; -1.0 -0.8989098331751144 1.0; 0.9999999999999921 -1.0 0.8565383531002093; 0.9450947464370937 1.0 -0.9993283990930862; -0.8869348890088673 -0.976640764414642 -0.18258744581041916; 0.9969439664176301 0.14668775507015014 0.9281456401464948]
264,5998,300,-24.897128813367765,[-0.9999999540781374 -0.9999999763577511 0.9999999999713554; -0.9926118883493267 -0.10627184374692593 -0.9005297798329109; 1.0 0.9990614406629131 0.999979179373008; 1.0 -0.999970992743251 0.9999956004094831; -0.999999999956487 1.0 -0.9999997790632612; -0.9999999999911989 0.9999995603236974 1.0; 0.031232509091935857 0.9722460160136418 -0.9999998183441562; -0.9953229358254012 -0.9676250629445239 0.4156073675294339; 0.999996470839621 0.9999984542564643 -0.3457595521953484; -1.0 -1.0 -0.9999999999999829; 0.9999999988205295 -0.9999995877427 -0.9999999999992395; 0.8732439995410264 -0.9359561494887854 0.23121943432620395; 0.9999999993828277 -0.0469753721915084 -0.9999999985182872; -0.21744431017458954 0.9636525822067598 0.9961489272406626]
265,10000,300,-24.606657283707655,[-0.23058085981872145 -0.9999999999999974 0.9998385095314805; -0.9999999999999967 0.9999999999999866 -0.9999999999999998; -0.9368531834451426 0.5956406446157932 -0.4135221698609539; -0.9999999999999993 0.9999999999999911 0.9999999999999977; -0.9999999896704951 -1.0 -1.0; 0.9999767106034775 0.9986650431599746 -0.20123138830978704; -0.9999625173506647 -0.4596624251931349 -0.9989926835629056; 0.8079719825458629 -0.13948014602273295 -0.9859134799564314; 0.9999999999998282 -0.9999999564172164 0.9605442935511241; 1.0 0.7033535558988937 1.0; 0.9999999999999999 -0.9999999999999992 -0.8004979034551815; -0.9999999999999684 -0.35125882533893377 0.9999999999999999; 0.9999991513195541 1.0 -1.0; -0.12177815181425929 0.9803161908726382 0.9085993547143029]
266,8790,300,-24.980985369622044,[0.9999999999998891 -0.06932805898072612 -0.9999999999999983; -0.999999999998972 -0.17587064089432972 -0.9999999999995669; 0.0028051647499090933 0.14281788285488714 -0.21425185554807533; 0.9999865832186838 -0.9999999999999417 -0.4024941256734905; 0.9999999999940478 0.9999999999995255 0.9999999999999881; -0.31242299885204194 -0.9999999999974968 0.999999999999994; 0.9874777522661199 0.14707419153286222 0.7615232660939737; 0.9999999999999889 -0.9999999999999637 0.9999999999999762; -0.9999999999757212 -0.8261011942431212 0.3316737466731591; 0.999999998216499 0.9999999999997392 -0.9999436929366444; -0.9999999999999617 0.9999999999971368 0.45917573887385477; -0.4072317855604793 0.999999999999973 0.9999999999986836; -0.25330130208169643 0.9999999972071362 -0.9290547396707015; -0.6423375066405054 -0.9999999999989937 -0.9964605540719836]
267,5374,300,-24.507484833339515,[-0.9829521302424079 0.9999999999999939 0.9999999999999996; -0.9999999999999994 0.9999999999999996 -0.9999999999999991; 1.0 0.9999999999999998 -0.9770895794598239; -0.8386909355190836 0.9999999999751331 0.18691809922042438; -0.5870293465269034 -0.9999999999999984 0.9572053759407091; 0.9999999999999998 -1.0 0.9683028159974699; -0.38556628688715977 -0.9949832478407186 -0.9695017171732128; 0.16192186128236521 0.9999796764383253 -0.9999999999999977; -0.9999999999999987 -0.9540510018397708 -0.9999213616774691; 0.9999999999999989 0.06377116700535844 0.9999999999999989; 0.9999999999999982 -0.9999999999999999 -0.9999999999999994; 0.9955684852638883 -0.06478411115577107 -0.5700471729845391; 0.9999999999999998 0.9999999999999989 0.6347373994998851; -0.9999999999999993 -0.14318131676348692 0.9999999999999971]
268,8788,300,-24.566173296514773,[0.4897413176292823 0.8785666204676192 0.9851092639297877; 1.0 -0.9656273253675411 0.25522711325237124; 0.9999999935428949 1.0 0.9999999993859334; -0.9999999999872757 0.03521002179098225 -0.9999999997158836; -0.983672352648069 0.17491408532247282 0.8722270357371579; -0.999999999322022 0.9999999999995854 -0.9999999999858301; -0.9999999998315964 0.9999999999998822 0.9957126236919486; 0.9999999999944871 0.985436352921896 -0.9999999961350459; -0.3650924275376577 -0.9999999995019503 -0.9999999995930884; -0.9999999999992448 -0.999999999203327 0.1545690745877404; 0.9999999991971465 -0.9974661110522983 -0.999999999997308; 0.1782534445153077 0.9483350987424406 -0.9668967658310824; -0.9917400155597107 -1.0 0.9999999993386227; 0.998649347008834 -0.9999999993119484 0.9999999999921165]
269,10000,300,-25.678973185614826,[-0.9999999818646721 -0.9886258333440189 0.2939433810111646; 0.9999999999999837 0.9999999999980672 0.9244917744845143; -0.33472770138106156 0.9282868218203862 0.9999999999999959; 0.9999999997728116 0.9980305928412463 -0.9999999999989448; -0.9999999999999956 -0.9999999999958049 0.9999999998647433; -0.9999999999999841 -0.9999999999999309 -1.0; 0.3153360020711283 -0.5260230959741578 -0.999970434663071; -0.9999999999999767 0.9440433565686241 0.8362893171364765; -0.20730961869594497 0.9999999999999215 -0.9999999999981284; 0.9963102978181357 -0.594957943727921 0.9999999999999999; -0.9999999999999998 0.5915157074094702 -0.9999134844675348; 0.9965169827097677 0.5245140121374313 -0.04583868029477126; 0.9999999999988475 -0.9999999999999992 0.282250565346936; 1.0 -0.9999999990100725 -0.9999999999999992]
270,10000,300,-23.074048547499558,[-0.999999999988114 -0.29495314685700497 -0.9999999848181084; -0.3031122732028226 -0.9999998195416365 0.711663581397557; 0.9999999999638473 0.999989205567656 0.05243659236264995; -0.9999999999999896 0.999969459380297 0.9999999999120942; -0.9999999999881284 0.9999999999999688 -0.999999999027482; -0.9951970930342825 -0.9999999999529411 -1.0; 0.9954670678779087 0.6976476453912294 -0.9999999998246406; 0.3346546096267378 -0.04629468280804788 -0.9737724183024921; 0.8131000156461176 0.9946889082373975 0.9999999999172481; -0.8782357722393892 1.0 -0.147151040244331; 0.998399956334745 -0.9999999999999998 -0.9999999999999878; 0.9920759156124836 -0.9999999999999908 0.9999999999904158; -0.9999890379805981 -0.8061526252070162 0.9999970628977011; 0.9999999994906781 -0.9022096698993087 0.07659273847873578]
271,331,300,-23.654367698226416,[-0.9900915249786547 -0.7704183977064801 0.06296315204896352; -0.9999273734627381 -0.9999237877284074 -0.9998221204836644; 0.899193479301329 -0.9999967908003651 0.9823574333257334; -0.3471116781931622 0.7071587131695413 -0.9239278361468996; -0.5101466290192209 -0.9977807434069162 0.986912421786424; 0.9815861990130296 0.9481737862903256 -0.9999343756628477; 0.9984334391921654 1.0 0.9996532696348828; 0.9992723775443818 -0.9829939953746557 -0.927851060063218; 1.0 0.10106474072471254 0.92077308862832; 1.0 0.9999999451909994 -0.25809989887219403; -1.0 0.9124323542612909 -0.9995397160312331; -0.9997308857627782 0.24508547099085376 0.9997772756628462; -0.8704315294430575 0.9995609941306808 0.6091448314696142; 0.21338138635104265 -0.9959835473849334 -0.9673032040413299]
272,1614,300,-23.859757004538096,[0.9999862569667348 -0.7993594935791386 -0.07124792816872308; 0.9863619896364099 0.7012395657907807 -0.9999963096410062; 0.9999975160496679 0.9999881271113871 -0.048136516419730546; -0.9982014914933058 -0.999997159970542 0.9999993575945002; -0.9999780434207991 0.9999899845778955 -0.9999966492469957; 0.9970064301905571 -0.9999951361761613 0.999998366008219; -0.9999984811559548 0.99999388692811 0.9999974248807756; -0.9728717823482597 -0.9999786005325401 -0.27147100495516613; 0.9999881361693983 -0.9999999064754401 -0.9999203269526725; -0.0008893446206648585 0.9924059797196529 0.8622246846209721; -0.9999289867800165 -0.9999324684774186 -0.9999983130739605; 0.9999884803962976 0.2717427193613565 0.9999906524064215; -0.3407046970864689 0.8711038033954962 -0.9983103310711268; -0.9963081297244062 -0.10188030099787553 0.9525307346757522]
273,7852,300,-24.58113120216214,[-0.9999999999999942 -0.7198091401381571 -0.999999999999999; -0.9999999999999987 0.9999999999999982 0.9999999999999786; 0.9999998928374161 -0.4848691777516256 0.7949296650495562; -0.9999996121874779 -0.7085442636760093 0.38261972422780355; 0.9999999999999999 -0.776560484936838 -1.0; -0.3745023065178601 0.7693248491477764 -0.9999999993050607; -0.14229782677595507 0.8202433093596263 0.9961593136268907; 0.9999999999999737 1.0 0.9999999999999417; 0.8351559048715587 -1.0 0.9632176218472674; -1.0 0.9999999999999999 -0.7947299667458176; -0.9996439299426156 -0.9999957587286886 1.0; 0.9999999999999996 0.9297237636706053 -0.9999996998819558; 0.02002172440595376 -0.9999999999999973 -0.9999999999999986; 0.8563112547773556 0.9999999999606707 0.07591123548410934]
274,10000,300,-26.25765173611714,[-0.441110510213176 -0.6082968723464235 0.8543786811522114; -0.40528494663994274 0.9999999999997253 0.9999999999507583; -0.9999999997982361 0.999999999996171 -0.9999999999998612; 0.8728682117321119 0.9999999999999936 0.32083468019682737; -0.3572582655652023 -0.9975328628550976 -0.9999999994948673; 0.9999999999999496 0.9994666920803782 -0.9999999999833146; -0.9999999999989938 -0.999325814031376 -0.623761747805836; 0.9999999999999988 -0.9999999997974958 0.9999999995540044; 0.936269440485897 -0.9976476027302323 -0.3113131167884188; -0.9817759573013919 -0.9999999999999942 0.9748827136439795; 0.9999999998862487 -0.0359181981387253 0.999999999993047; -0.4504816659124168 0.8791353791937435 -0.6467240626288229; -0.9999999999931052 0.9999697188297065 0.560684038328999; 0.9976235160281619 0.012542097078446413 -0.9971291551598401]
275,9544,300,-24.543502929005008,[-0.948565788753707 -0.12740979446139863 0.9604162303534467; 0.9999999999999997 -0.9999999999999999 0.9989044370075891; -1.0 1.0 -0.11169708349251645; 0.999999999999998 0.9439658339454087 0.16062064216695476; -1.0 -0.9841475426688565 -0.9947199120498862; 0.20120692522710718 -0.9999950164278625 0.9999999999999994; 0.9639687493410074 0.9991762226586107 1.0; -0.9999209707757647 0.9993283075680556 -0.9999999999999961; -0.9641291255355072 1.0 0.9999999999999991; 0.99999999999991 -0.9999999999999999 -0.9986315980131651; -0.14602682235203407 -0.9999999999999999 -0.9999999999999998; 0.9999325665409142 1.0 -0.9999999999999991; 1.0 0.13476056845099438 -0.9999999999999977; -0.9999999999999998 -0.9999999999999986 0.9109635222886008]
276,9649,300,-23.63352407650036,[0.13265300520973178 0.9921467439554241 0.9449869464507662; 0.9999999999999922 0.9999999999999941 -0.27560476829792196; -0.7870455018214679 0.9999966203325032 -0.2752206023705014; -1.0 0.9999999999999977 -0.999999999999996; -0.3908322690507427 -0.9998657405260477 -0.9999999999999984; -0.9999999999999852 -0.9388179546607328 -0.7517317851684994; 0.9267724026187413 0.591405104668358 -0.9999999999999993; 0.9999999999999966 -0.9999999999995315 -0.8595823791855748; 0.9999999999997988 0.2709837986640822 0.9886872828380545; 0.9999999999998622 -0.9999999749571697 0.9999999999999992; -0.9999999999999976 0.9999999999999999 0.9999999999999982; -0.8451587136548725 -0.39443672958213466 0.9998823853595202; 0.5654526362241198 -0.9727201590880106 0.03020197051044767; -1.0 -0.9999999999999954 0.9999999999999963]
277,10000,300,-24.56232491820479,[-0.13895372699747355 -0.9999999999949889 0.9999999999787842; -0.9999999997935838 -0.8401252760261119 0.0028053455275253835; 0.9999999999850154 0.462474038814989 -1.0; -0.40329310011352654 0.9411163090701401 0.7386278077257471; 0.999999999853647 0.9999999998076328 0.9999999999999929; 0.9999999999999998 -0.9999999999522818 0.6135856016580791; 0.8559930152888013 0.1674907030313981 0.958129355915364; 0.9998439117447996 0.9999999999865481 -0.0017582335317863334; -0.8116585416623229 -0.9999999999985476 -0.9999999997986783; -0.999999999967807 0.9999999999981464 -0.9999999999735549; -0.9299624875562692 0.45010982445808695 -0.9935795931646741; -0.9999999999674203 -0.9964799190765605 0.999999999999022; -0.9999999999999888 0.9999999999043794 0.9999999995213359; 0.9957935521831649 -0.9999999999989209 -0.9963623780749749]
278,5201,300,-25.11437175694457,[0.999999937370595 -0.9999999998866723 0.9999979200405766; -0.999991878604933 -0.8787240056277796 -0.6255639461864981; 0.9730981565376214 0.999999922375897 0.416340206869747; -0.235331389068743 0.9677737387317012 -0.9978373293889795; -0.9999999759961726 0.9999980999430157 -0.9959423116761573; 1.0 0.7554830442974925 0.999999966519091; -0.9999848620107095 0.9999993511415626 0.9999999032264032; 0.9999999757536471 0.9999972205476639 -0.999999999773287; -0.9999998835694531 -1.0 0.9999993822157414; -0.17873033056670198 -0.9999987272166398 -0.9999991558695278; 0.29428598041185344 -0.9946341265390222 0.6235740649905392; -0.9999999930452288 0.31886827246323357 0.9999626625257637; 0.9999999999952501 -0.029252984917334097 -0.5525628452391297; 0.9999999924496972 -0.9999999992713238 -0.747610189611021]
279,2759,300,-26.409681250766706,[-0.340111515114994 -0.999999786167853 -0.9999999999892296; -0.9999950873511475 -0.7961771970579828 -0.5333723227595394; -0.9999671442171577 0.9999945357283446 0.9414138711171122; 0.9999998592789802 -0.9999999999996738 -0.9999959309706874; -0.9999999955012487 -0.9999999693970111 0.985626127297935; 0.22254300607278202 -0.9728047178730499 0.6080409522789548; 0.9999977847406083 -0.1396500616927631 -0.5563758808087603; 0.7912927257147336 0.9999999174291773 0.558719239377958; -0.9999999201469777 0.9998749549809068 -0.8966695489099334; -0.22332381824887024 0.9980497538993315 -1.0; 0.9999999995451293 0.9999606527176115 -0.979827323521438; 0.9999796961179197 -0.9999899892761772 0.9998657337118743; -0.9975422751312443 0.20484269928559132 0.9999999997895311; 0.9995436171184586 0.3996349490220269 0.999999835216217]
280,6866,300,-24.48589414741513,[-0.9999999999987172 0.9654510801509311 -0.995894262062576; 0.999999999378207 -0.9999999999998682 -0.9913338004054142; -0.9999999999999892 -0.7184858646582141 -0.9999999999999967; -0.9999999999999479 -0.9171045046794062 0.9999999999997591; 0.9999999999993663 0.9999999999996025 0.9526053188920892; -0.5487488140330712 0.9999999999999551 0.9999999999994396; -0.9999999999997223 0.9580304137780754 0.18546703412311713; 0.9999999999998018 -1.0 0.9999999999991344; 0.9988079120834317 0.22608234960274948 0.8980035776442624; 0.9999999999999981 0.999999999999851 -0.9999999999992221; 0.9933592882712715 -0.32860922178921603 -0.9999915912589098; -0.2962429652481468 -0.9973972995869794 0.9999999999999927; 0.056612642310064215 0.9814251007213741 -0.7482378720248889; -0.8627858940598063 -1.0 -0.2685191387197179]
281,820,300,-23.793390277216893,[0.9999654089573817 -0.7753181734448835 -0.999959758832742; 0.9486297116034432 0.7524165034056135 -0.9998583729681372; -0.1731923325528994 -0.9385811779104128 0.9992100357776691; -0.9772348764070219 0.9999910661630227 0.9997766775948584; 0.9977008041466091 -0.9999952968785161 0.03977567184661374; 0.5603266589792496 0.925559081118434 0.9999838356242151; 0.9999899968848267 -0.9993869257072072 0.999951679688679; -0.9992193827834377 0.999974395629384 -0.9998920563772474; -0.9999671533295665 -1.0 0.9998147975003161; -0.9991982895668562 0.22811701211710841 0.8802042567485878; -0.6538530973265644 0.9453199339764338 -0.23888428183320642; -0.9998408507934797 -0.32018569809347164 -0.99999474234691; -0.8811628878889672 -0.9998498416911238 -0.8823072295738816; 0.9999375480392773 0.9999972811309756 0.10743359339482102]
