nPsoRun,n_iter,S,fgbest,optDes
220,4817,300,0.5757590270770938,[-0.9999999999996566 -0.9999999999974705 -0.37431275403336284; 0.0864135669301224 0.027097937589533633 0.11563733662113966; 0.09150805210448106 0.017393892576726987 0.11735574819740141; 0.9999999999993595 -0.7989243971767745 0.8027577244757492; -0.48608271537737574 -0.5032579915375349 -0.9999999999698621; 0.9814481151511941 0.1538051343352168 -0.9999999999989304; -0.9999999999753754 -0.3186753190416138 0.9999999999995429; 0.9999999999928044 0.8715505500480621 0.9999999999999439; -0.9999999999186183 0.7173863265642415 -0.166236152794649; -0.5023717509679296 0.9999999999999976 0.999999999999609; 0.9414090105612808 -0.9999999999987301 -0.7667978401112129; -0.5715255711210503 0.9999999999998828 -0.9999999999651614; 0.7915919987406891 0.9999999999998892 -0.2949210534675645; -0.14980856978874865 -0.9999999999999722 0.82998750436761]
221,2217,300,0.5960265101769396,[0.9999882885573742 -0.9999792508483376 0.9928091889237848; 0.9999977570980602 0.8349717046486432 0.9999926048332148; -0.9999907917680771 0.9998481742468033 0.999999722870106; -0.9896789680833131 -0.9999984794640026 0.9999999927620862; 0.3009916670739967 -0.6234648431068459 0.12930859320535582; -0.14229082339353147 0.09555707989237427 -0.9999998136497028; 0.9999996034422769 -0.3820162813147636 -0.7926902937627249; -0.9999999993442269 0.9999956487771166 -0.9999968952250817; 0.25980178357166933 -0.9999988217459943 -0.9999995687851857; -0.9999974296983151 -0.936031254605078 -0.4665917663945045; -0.09515771453525021 0.999989635299279 0.06825014873026151; 0.9670944091342127 0.9999988057989988 -0.6110243558095717; -0.8129559448205621 0.1787875511144142 0.04715879251927679; 0.05778503808019587 0.031202291295560014 0.9999998779897036]
222,3780,300,0.5930106522318734,[0.9999992004214298 -0.746877422517607 0.9999999511479658; -0.018236507468334603 0.03301950775554421 -0.9999999683994374; -0.0029535749073418666 0.10495034363254 -0.09453457707628102; 0.9999997976075946 1.0 -0.9999998404459904; -0.3125546300060625 -1.0 0.9775813560457514; 0.9878745434857535 0.09078123452899249 -0.055506871555642684; -0.9352479031393085 0.9385328949371622 -1.0; -0.9999968952517581 -1.0 -1.0; -0.9999999337782004 -0.5316866904545209 0.42188600885554; 0.21867630418591585 -0.9999968908440987 -0.32267041613403163; -0.5223326025154449 0.5183918142376995 0.9999999848131581; -0.8105026044115943 0.9999964609648061 0.34591531227603184; 0.9999999829447803 -0.999999847961885 -0.9999999907074196; 0.8083815723253367 1.0 0.6948606005108734]
223,2791,300,0.5360140367218351,[0.9999999999999756 -0.9999999999996749 0.9999999999770149; 0.9999999999471754 -0.9999999999998308 -0.9999999999998301; 0.9943891287394434 0.0012989947632166222 0.004948884294252914; -0.006737141141377841 -0.00045587357571175884 0.9962297684809677; -0.9999999999992694 0.9999999999820478 -0.9999999999998047; -0.9999999999923216 -0.9999999999740211 0.999999999929817; 0.9999999998782245 0.9999999999738367 -0.9999999999859327; -0.001744597759979269 -0.9953052850358165 0.003229478844624589; -0.9999999999999569 0.9999999999490828 0.9999999999774636; -0.9961803632981786 1.547717645024009e-5 0.0013881715927509908; -0.0037040343087409696 -0.0013170373232271092 -0.9943501637109794; 0.9999999998158727 0.9999999999999475 0.9999999999986947; -0.999999999995547 -0.9999999999999544 -0.9999999999960236; -0.002923460872150405 0.9952867427174932 0.005656660921312454]
224,1708,300,0.5885815387162604,[-0.9999883865039931 -0.9999976526245501 -0.9999997179197102; -0.9999990788130132 -0.9999998894138288 0.859586157443; -0.07206271470129465 0.9999972794986621 -0.4264066121182153; 0.999999849045849 -0.9974792504138079 -0.9999999796703138; 0.7556095822621088 0.9999999899865453 0.8578838914898368; -0.9999992187635746 0.9999994792312562 0.9999919282165897; -0.9564337486839541 0.0495712692862184 0.09953797283906796; 0.20089791817537658 -0.99999769440358 0.9999888725850586; 0.999999977256642 0.9999021737995949 -0.9999958303679506; 0.10745823467113515 -0.138235232374383 -0.999988730583344; -0.9999996797606913 0.9999971082712065 -0.9999991600163414; 0.9999995881428113 -0.15350375485760254 0.9999917715422146; 0.031827216303903595 -0.11652180094635994 0.06654222269634816; 0.9999992248232954 -0.9999915136756736 0.11827407532503025]
225,1873,300,0.576860042273905,[-0.6798152405892208 -0.027494895150652957 1.0; 0.36308746087276544 0.9999998446268628 0.99999999595146; -0.09505314840715205 0.10447320085834536 -0.16278520942851624; -0.9999999959316638 -0.999999907719452 0.24840815581892872; -0.7499570907938654 -0.8450760093526778 -0.9999999992717831; 0.9900863336654926 0.7347575917967633 0.0955116317101607; -0.9869910018518934 0.7924107450870462 -0.9999883852369716; 0.9999999877507442 -0.37536099968566994 0.9999999638833498; 0.7085331830008846 0.9999997109535602 -0.9999999408103488; 0.5286899541297665 -0.999990939611895 -0.28432900596661953; -0.10641613056781937 0.09297502752760574 -0.1523540560421506; -0.9999990074970019 0.9999999997927078 0.6099598260822747; 0.9999999994274469 -0.5310964222413959 -0.9999999977555757; 0.1008964749438885 -0.9999999806322899 0.9999997442420439]
226,2789,300,0.5790934358461483,[-0.22750505211139077 0.9999999850852919 -0.9610122948713871; -0.6471446013780465 -0.999983207931693 -0.4744014632394649; 0.6977656080235001 -0.9999996306293906 -0.9999996383125225; 0.0053139248848423 -0.07293617844712011 0.01753977298595209; 0.29163636800906106 -0.9405630487855043 0.9999999860364659; -0.3215811996292 0.9999983693137885 0.9999999972524245; -0.9999919963808181 0.13933178536700339 -0.9999977918641423; 0.9999992302342352 -0.9999775945536988 0.24460750615686755; 0.007643506971285696 -0.08545989576963645 0.021265851418947518; 0.9999995621055723 0.22487570384214628 -0.9999998352735262; 0.9999999969198938 0.37419739853275497 0.9999994344752211; 0.9465649133341706 1.0 -0.20506348283082104; -0.9999999272288314 -0.9933624270972393 0.9999998426320114; -0.9999999930839566 0.5447954145994605 0.36135308992408627]
227,2197,300,0.5825441337946191,[-0.0025200762878032942 0.2903482873383683 -0.0028738548585386437; -0.1092128065120467 -0.9999997280166014 0.09959947154852418; -0.40872128688719933 0.1851415790664739 -1.0; 0.9999318953734769 0.9999605116790345 -0.9999986356682837; -0.7764698051074865 0.9999985476109337 -0.5606244853487499; -0.9999895092416337 -0.9999892781941194 -0.9999942099635595; -0.9999301668083749 -0.075636866414089 0.1436825638042278; 0.9999179751441775 -0.999881071815943 0.999961895700664; -0.9351973833185594 -0.9999957213572886 0.999893977866134; 0.4839231612405384 -0.9995244775558011 -0.9998418253680118; -0.9998327714911573 0.9998261322951465 0.9998296468058523; 0.2704170887486722 0.1777928814556412 0.9999616741970953; 0.9111240589628471 1.0 0.5280474243602417; 0.9999939770852946 -0.4663911821667348 0.008354650791121201]
228,2846,300,0.5360272144943546,[0.9999997329930223 0.9999991297156388 -0.9999999977838049; 0.9999989241510528 -0.9999997347695967 0.9999998989995544; -0.008808111141546577 0.9943043951238766 -0.008310580638943462; -0.9999943059481025 0.9999943358184475 0.9998411204823817; -0.006036764996471837 0.006198361776886268 0.9915946171788059; -0.9999999590554516 -0.999999996353768 -0.9999999956746372; -0.00326252579830126 0.005476020165248338 -0.9936114542216714; 0.9914728242026544 0.009343630177825111 -0.005497298908411121; -0.001280970798538141 -0.9909055260514563 -0.00024223785439982635; -0.9999993358461771 0.9999999954900255 -0.9999926585937078; 0.9999981974013912 0.9999961804617359 0.9999997287711038; -0.9937411560045478 0.00562261609817282 -0.003136074131956556; -0.9999998973839406 -0.9999995502398046 0.9999986826872661; 0.999984351948226 -0.9999961804578571 -0.9999997834099359]
229,1163,300,0.6028469410349337,[0.6869711498322248 -0.826626594224449 -0.08835900329223197; -0.990062565840552 -1.0 -1.0; -0.999806873558279 -0.09655881503086448 -0.13664926649004513; -0.6375981971523661 1.0 0.2646478858331543; -0.012588529484176205 0.0068289323895561254 -0.9999829683399624; 0.06226121516027326 -0.9999776410626374 1.0; 0.9933964883772436 1.0 0.7471561603168183; -0.9999240930986427 0.9999776428882087 -0.9998259668039226; -0.9999839047696369 -0.999947495747885 1.0; 0.9999900122299444 -0.999963223967824 -1.0; 0.08083416005106647 -0.008443092224769097 -0.07741048109351552; -0.650885529349082 0.4427191451452949 1.0; 1.0 -0.4117257185198592 0.9999681761533505; 0.9991863578406691 0.9818057016252996 -0.9999944461145048]
230,5034,300,0.5868933297590031,[0.06980974700980855 0.7274695875902925 0.8835440741907604; 0.1357938665482903 -0.9999985030377831 0.9999999997648074; -0.28039687490723925 0.09521343925852611 -0.10790413164956608; 0.9999999473081617 -0.9999999957297695 0.06658162117086412; 0.4290531371714416 -0.9999998622027363 -0.9942532309438281; -0.9999996149487349 0.9999999911423295 0.9999999900524073; 0.9999974175842127 -0.148896339752687 -0.9999999078480614; 0.5143924264418984 0.9999998887277298 -0.9995032456030676; -0.9999999939224796 0.908172261360338 -0.9822261412562902; 0.9999997286815148 0.9999998786565008 0.17284949087844328; -0.27967202357838833 0.08464874914727229 -0.11816451782061493; -0.999999999998641 -0.7733279991785595 0.6609393819030512; -0.9999999689998478 -0.8423796291833767 -0.9999999989474824; 0.9999999019537861 0.06289815760591322 0.9999987505358032]
231,4201,300,0.5894504131454175,[0.9999999998611889 -0.9522280365924565 -0.19281835511465625; -0.9999999991931234 0.8105860257639758 -0.6527506934796244; -0.9560119762455983 0.9999999887648517 0.9999999967921961; -1.0 -0.6011268743343335 0.9925860271728246; -0.9976885530400158 -0.7038474865160874 -0.9999999995202903; 0.5129450287606143 -0.6363638169895911 -0.9999999944717234; 0.9772638622800945 0.9608234216283956 -0.9999999995134511; 0.9999999968482917 0.160851495373635 -0.04729777831245943; 0.7642126845579649 -0.999999998475802 0.999999976951791; -0.15725741361092557 0.029492205446942806 -0.015916702439886927; 0.01922562138347412 1.0 -0.3512000197232638; 0.22167076488555262 0.042554901774493864 0.9999998363511663; 0.9999999859377695 0.9999999994497623 0.871326872532015; -0.39409688781214014 -0.9999999999774317 0.029595789360279935]
232,2783,300,0.5909376866460171,[0.999999846724724 0.8810205895223086 0.9999953190053743; -0.056427716746982534 0.5255369231102386 -0.9999971195477602; -0.9999998563443206 -0.8894847095597329 0.8375138694856136; -1.0 0.9985616961742521 -0.5861294062688789; -0.23194026836911502 -1.0 -0.9867709627131507; -0.26595415494730507 -0.06266623309284533 1.0; -0.023313146933618703 0.34713602173738 0.0927141728506806; 0.16326079725897083 -1.0 0.219200538512966; 0.9904676107627083 0.9999997830462707 -0.5814793650601812; -0.8199307544050127 0.9999999944206593 0.9999916595261402; 0.8815375552620528 -0.22455469009562623 -0.005059767411631717; -1.0 -0.39085958585739056 -0.5342250420860221; 0.9994217209890718 -0.9999999967505234 0.9999396608474361; 1.0 -0.49456477212116834 -0.9999995611686892]
233,1959,300,0.5605390224403022,[-1.0 -0.9999382267141623 0.9999999598467506; 0.9299776625872709 -0.9116442822903734 -0.9999833337001169; 0.0047817257367995135 -0.020411486536455012 0.9999649451741478; -0.999992584813542 0.006225160620624027 0.07546856577497438; 1.0 1.0 0.9999677335872861; 0.9496726218713399 0.944775008646447 -0.9998520655094831; 1.0 -1.0 0.9999560464834338; -0.9999980487563838 0.9999998651191992 0.9999849379068828; -0.9109572704818238 -0.89082480993526 -0.9999999739684092; -0.016199504955801573 -0.999998334280094 0.06272972077713296; -0.003526156427492603 -0.00012038064460852156 0.8012602967156254; 0.02432465332962519 0.9996932722793397 0.0927375636928143; 1.0 0.009477975564745491 0.10592987580476973; -0.9184586839590653 0.9469417883368862 -0.9999995282900681]
234,1466,300,0.5789033802980172,[-0.8567463936546367 0.9095691827447077 0.9998874996305172; 0.7801781479107588 0.03496226628103006 -0.9999866326599555; 0.0017871857100144365 0.09596252199433257 0.10507595631272748; -0.9999989382313121 -0.4756397868997118 -0.9999981542775022; 0.9999883256628984 -0.45158903768705805 0.6609428529485254; 0.9519370945619984 1.0 1.0; 0.07545932549805223 -0.9999694887959575 0.9999993474040647; 1.0 0.9999999958299718 -0.3990953445077746; -0.27758158563004004 1.0 -1.0; -0.5375023207810602 -0.9999840641531913 -0.42572382755744426; 0.014787358174939355 0.11009611070520957 0.11915801104722248; 0.9861612779263298 -0.9999926097692595 -0.7614128472756234; -1.0 0.7686986740732085 -0.29549471371543695; -0.9999875415557855 -0.7367815118874826 0.9931645377303506]
235,1374,300,0.5906230574459368,[0.02235242708385201 0.6617104455774003 7.952799774026287e-5; -0.875446932071627 -0.9999950261260038 -0.9816775123686824; -0.9999784293625603 0.9999937978857324 -0.9999312266485383; 0.9999945593358817 0.9999897976794739 -0.9999855553410085; 0.9999994386726822 -0.6169609189820207 0.9999944042603763; -0.8726895381866167 0.9999996794037068 0.9999950818812124; -0.9999998446500366 -0.08493166679104282 -0.31094986035480726; -0.999999166425025 -0.2970997824336902 0.9862450994378049; -0.3468650088602982 -0.9999998530990245 0.8976350124677044; 0.8935344386728885 -1.0 -0.12703395783647484; 0.16128513119977644 0.08090196396729062 0.13642840844976512; 0.999999997719335 -0.5128503767847177 -1.0; -0.1830484075107293 -0.08766869645008338 -0.9999994983675419; 0.9999964599395145 0.9999993102614274 0.952096482023112]
236,1225,300,0.5776177110002345,[0.9999951553848196 1.0 -0.48863891078964716; 0.9999708333148446 -0.14336765130979695 0.7870857151868543; 0.9999999861020035 -1.0 -0.3565639118353275; 0.7731876980048867 1.0 0.9999998497406861; -0.08789350801048938 0.17164813241778448 0.04615040579447077; -0.9717886760722069 0.9960410381975239 0.7137840563459308; -0.999990125245099 -0.5269240588566615 1.0; -0.9469715490584096 0.999998462115328 -0.9859109635896074; -0.090905950219153 0.18000480919826675 0.046325683654623466; -0.9999999418501274 -0.35667359777729896 -0.9999776453398156; 0.14515380021960986 -0.9999878235109411 -0.999948126624628; 0.24582140491156323 -0.9999223777975651 0.9999963212064702; 0.4722272870309725 0.40138728295532305 -0.9999683335118326; -0.6771643160443308 -0.9999857655844168 0.030836778836530254]
237,4453,300,0.5764578943835132,[0.11200815861516182 -0.04149950695699829 0.12442684888656524; 0.9316358168957904 0.8293309804466252 1.0; -0.9999999999989753 -0.9999994714773189 -0.707560234984948; 0.9999999778530043 -0.9309213369267298 0.9999979337189673; -0.9999995842151159 -0.0043236936058779155 0.9499190909826297; -0.3507889023509398 0.9999974862855846 -0.9999999835192803; 0.8554699427532926 1.0 -0.13200516145776234; -0.999999999996371 0.42364446396366556 -0.5596921839056254; 0.9999999972011252 0.33961822785162116 -0.9999999962069026; -0.4742247730458286 -0.9999999994604997 0.8343736297122889; 0.11353304058634725 -0.03981402152470602 0.12294169001082172; 0.9999999068709082 -0.9999999919880279 -0.48073083198838334; -0.7343690170602253 0.9999999667323952 0.8844527886747958; -0.03277711957100717 -0.6445437098917156 -0.9999999689822309]
238,2910,300,0.5751150076417764,[0.9999999973311221 -0.9999998445737711 -0.9999998060310608; 0.9999998648390154 0.9531208810107978 -0.9999995385441705; 0.22018937388385734 -0.999999073713977 -0.5609620036228375; -0.09531874673312556 0.07678695397057773 -0.9999987366142926; -0.9999578109745362 0.9999999063292773 -0.9999998877991249; 0.1205856674088552 0.9999997330943904 0.040356286171719574; 0.19417337464614012 -0.03817878816659636 -0.01881134730639136; 0.9945416075322989 -0.9798228288514488 0.9999987655944115; -0.34808654810932416 0.3753030225122635 0.9999999935984445; -0.9999999101269833 0.438879715582076 0.3694852385406062; 0.9999996362734209 -0.0320183288281175 0.1231866464045304; -0.7842883321335294 -0.9999970970110429 0.8299499778549695; 1.0 0.9999997761196096 1.0; -1.0 -0.7996810413513886 -0.8485593898988166]
239,3542,300,0.5360181070009293,[0.9999999922621393 0.99999687418265 0.999999978866868; -0.9999999946534871 0.9999998189657976 -0.9999998841647272; 0.9999999701539186 -0.9999997916890683 0.9999999994741754; 0.00012077898848637386 -0.0024055696615126847 0.9948335530666121; -0.9999999773961997 -0.9999999922994798 -0.9999998090784172; 0.9936758474819568 -0.0008231555067798543 0.009794103178742809; 0.9999999990585557 1.0 -1.0; -0.9999971912507457 0.9999999995203126 0.9999999803544579; 0.9999999178354225 -0.9999999852400624 -0.9999998073944895; 0.004916225045751284 -0.9933247650022631 0.00962732855842751; 0.005077834496128007 -0.002205848798150291 -0.9908966592290099; -0.9999999104359885 -0.999999975571287 0.9999999308877995; -0.9921307666371973 -0.00109959096982414 0.0060172088168903; 0.002383445133310681 0.992510161949038 0.008506045157347703]
240,2746,300,0.5924546758273209,[-0.8957782139234559 -0.7645390183198542 -1.0; -0.6303774187225103 0.9999999011479883 0.9922346426666963; 0.31163697818585356 0.21900166641737828 -0.9999999119931507; -0.9995502361434124 -0.9999998077589142 0.3097652173611085; 0.9999999991018228 0.9999999426899636 -0.9999998846939843; 0.9999999494078362 -0.9999993498676423 0.7636228582024819; -0.9999999998036309 0.0918584549041019 0.956714321724182; -0.9999989528532449 0.9987189194003534 -0.9999995150764157; 0.9798797557154856 -0.03117004941860298 -0.011381973626489942; -0.21395803640962052 0.986756920927494 -0.13021602159659207; -0.03534927889385222 -0.048462472991727394 0.03769779038034568; 0.8805660289234458 -0.9999999893711705 -0.9999999766567077; 0.9999989114936401 0.9377495733714272 0.9999974775215736; -0.07076423705935345 -0.7753599563467819 0.9999999257177016]
241,1434,300,0.5360518262250693,[-0.9999968052865443 0.9999946081018423 0.9999974020623126; 0.9999998005341989 -0.9999921626726235 0.9999998946710649; 0.9900710487368667 0.005178157790611769 -0.005037175739731499; -0.001309913948033898 -0.9894244201415471 -0.005970329214298193; -0.9921727727930636 0.0068212590799422105 -0.00791623314452144; 0.99999999705165 -0.9999983508647206 -0.9999963843656045; -0.004589130205848054 0.00414267401716975 0.9891858097655392; -0.9999931911998379 0.9999997568198886 -0.9999999077663799; -0.005998622680270997 0.007797306769995882 -0.9930146877522715; -0.0024911591520388413 0.9927766102983864 -0.008918611915413956; 0.9999944311066757 0.9999995104643115 0.9999999989431786; -0.9999992579859213 -0.9999563691768949 -0.9999896570931571; -0.9999999747294607 -0.9999998154967665 0.9999848363596066; 0.9991589528924923 0.9999999980928689 -0.9999993813861755]
242,5239,300,0.5767186468004755,[-0.9999997480907323 0.3905774761179575 0.9999999170105327; -0.06172832950689584 -0.9999991308796029 0.9999998727541525; -0.9999999149136543 0.9999999972372968 -0.6316549261440327; 0.9199890851288711 -0.9488100598244468 -0.03645779693114752; -0.9999999177487633 -0.9999966605523652 0.29215042403753255; 0.9999999904507515 -0.06997502557553828 0.999999950076304; -0.023293688577070887 -0.007619733990342121 -0.02289918570341006; 0.999999999523862 0.11359441646581868 -1.0; 0.14626699630979703 0.9924687316625406 -0.9999995023388688; -0.8511914545837146 -0.3802386594674934 -0.9244327170740596; -0.020289260831420377 -0.006238991476186434 -0.02059823718653615; -0.23405111866898334 0.8971120567541149 0.6778707764268813; 0.27842412457599036 -0.9999998326798926 -0.9999992878089994; 0.9999999994551789 0.9999999948250168 0.3335673289166419]
243,1656,300,0.5606770719524758,[0.9999999681042112 -0.9999974740482588 0.9999997831682245; -1.0 -0.9999999875110184 -0.9999999985556978; -0.999999606797931 -0.9999998224033576 1.0; -0.08400515682861143 -0.07818589874770525 1.0; 0.014381575722691277 -0.7883575404554354 -0.0013625348921206526; 0.9999999965421625 -0.99999999859656 -0.9999877210245395; 0.8349141910257598 0.9999999997717204 0.9432754198823987; -0.9914453039142455 1.0 0.886298814388043; 1.0 -0.08702412658966978 0.060890250941917676; -0.932473531633014 0.9999991556862291 -0.9347671169482095; -0.001375209509668363 -1.0 0.00864369031662193; 0.9236990924404614 0.9999997121624358 -0.8551264327675122; 0.06208997659012875 -0.039799936485740726 -0.9999886965423481; -0.9999996602252094 -0.10922200771756502 -0.09599030243925112]
244,6786,300,0.5812339046991876,[-1.0 -1.0 -0.23206341412839518; 0.17240575015137946 0.05230253582192158 -0.0043698069479862845; -0.9999999999946436 0.03945949295563295 0.904955577452596; 0.9999999999999999 0.9999752592635842 -0.867869448287728; -0.24172597213113295 0.9999999999999204 1.0; 0.26441843046816343 -0.9999999998809561 -0.3888059275487344; 0.18109019750112562 0.05577056188920229 -0.004437983376054285; -0.2829539895435654 -0.9786473376118193 1.0; -0.4343573192391615 0.9999999995077643 -0.9999999999967233; -0.7715111907849029 -0.24895166274825056 -0.999999999999644; 0.9999999999748188 -0.9999999962591799 0.8440030269413819; -1.0 0.9999999949076119 0.11309399627343136; 0.9999999998837469 -0.7278560015137707 -0.9999999999220012; 0.9999999999932627 0.7366724868575217 0.7803678263564859]
245,4539,300,0.588188761320478,[-0.03388106847201678 0.06118805814029782 0.12370786337563688; 0.96716390553126 0.06247712284908096 0.09100388649030146; -0.9999999998433057 -0.9999999983330402 -0.999999996026138; -0.19884171857521524 -0.9999999939048071 -0.11361488314820928; 0.9999999840696927 1.0 -0.9999999995064829; 0.9999999992264883 -0.9999999999853242 -0.9999999999968362; -0.1342634276497447 0.9999999475169113 0.9999999999806388; 0.9999999999750032 -0.999999999825735 0.9999999985892474; -0.9999999997285561 0.12777497140960986 0.9999999997959372; -0.999999999978421 0.9999999997622284 0.22950555948658696; -0.8002350449893428 -0.9999999997642318 0.9999999995849332; 0.30327161089601357 -0.168250568873727 -0.9999999995868761; -0.8591709509077976 0.8203473897911296 -0.9999999999528597; 0.9999999999882894 0.9999999999825278 0.9022730050773633]
246,4492,300,0.5918317863706396,[-0.9999999033828413 0.8710060990107636 -0.8996483162460319; -0.9826726961538194 0.9999999973070944 0.9999974156888795; 0.9999999859972115 0.23924378124258527 -0.9999927444623996; -0.11461896623612121 -0.9052338725493099 0.31997747945500943; 0.053990055137268414 0.06675849461164134 0.060788358212613434; 0.9999993370684149 -0.9999990696184258 -0.5705859190545985; -0.1543319225842876 -0.3315954208550477 -0.9902770797193774; 0.9999999932726542 -0.7052835704927934 0.9999999718122651; -0.9093052254561519 0.14027822272682675 0.25622944958142835; -0.9999999975672175 -0.999999352306997 0.9999995265533677; 0.2212309075442703 0.9999995004127032 -0.999855546220148; 0.9999999999443768 0.9999952459908525 -0.09592199367839511; -0.9999994463285271 -0.9999999986850744 -0.968085932959176; 0.683245092941074 0.7860800045522371 0.99999923544637]
247,3209,300,0.5908409348185809,[-0.9999999980023768 -0.2318312312187612 0.16506039448830898; 0.12275047730343289 0.034384249550800536 -0.7397500709534236; 0.9999999701077663 0.9295752909965701 -0.9999999993423616; -0.04923085420782146 0.8591812459416389 0.9999999998669264; -0.9999998919745653 0.9999997846260833 -0.9999999999852468; -0.9999999880689515 -0.9999999976921662 -0.9999999985509417; 0.9999999998992409 -0.9999999723379074 -0.9999999983317067; -0.9999999994536356 0.9999999351036247 0.6830050572166325; -0.9732057162014982 -0.9999999955209622 0.9999999996858558; 0.9999999965685995 0.9999999886296365 0.2646205687419952; -0.2380858430566584 -1.0 -0.13215353352646259; 0.9999947899894396 -0.9999999997222676 0.8132471918657118; 0.9999999818892797 0.24650117661329848 0.9999999993588308; 0.12008089353617821 0.12049422947806787 -0.005052401165242085]
248,3309,300,0.5924092924555342,[-0.6042069061283558 1.0 -1.0; 0.9999999994287235 0.9999999814319414 0.9458386478457654; -0.1992228577706607 -0.8931770990625707 0.18434594126113113; 0.9999999994509897 -0.9994580665614659 0.9999999999674356; 0.027247889186355737 0.10113521097698258 0.9877977405751588; -0.9997408478865935 0.9999999999502345 1.0; 0.9999999945173036 -0.9999861576776281 -0.3615070750280501; 0.9134150589241861 0.99999999977998 -0.7650407024346374; 0.151929318458282 -1.0 -0.9999999993025134; 0.23838897859023325 0.07507364365869261 0.0881437652634742; -0.9999999951343547 -0.9807675713166728 0.9999999995970322; -0.9274302450238237 0.4673163024151269 -0.08949240279622427; -0.9999999973176643 -0.7036022275902354 -0.9999999988799954; 0.9999999062192881 -0.07750828555517475 -0.9999999999841822]
249,1193,300,0.5361435983441786,[0.9999950195070912 -1.0 1.0; -0.005960224196900124 0.007624361868994192 0.9866636710176789; -0.0111582760142233 0.989892653759901 -0.0055480090671813; -0.008826229370332126 0.007961781501897202 -0.9885667799702196; -0.003838877421683824 -0.9853254992699271 -0.0010126150920888688; -1.0 0.999999949277927 0.9998713538523931; -0.9896779997337066 0.010963252733878503 0.00030277883118521145; 0.98548764870228 0.00811173129356515 -0.002571334311209644; -0.9999656461312966 -0.9999858501782238 0.9999820101712221; -0.999975478450968 -0.9986957240441324 -0.9999869005392835; 0.9999982438246657 -1.0 -1.0; -0.9999827196133924 0.9999972498723736 -0.9999941624233772; 0.9999973037170307 0.9999758290499071 -0.9999979332703691; 0.9999869832281018 0.9999932218439883 1.0]
250,4608,300,0.5918434546957486,[-0.11788511462517051 -0.9999999999673437 -0.2294101710820036; -1.0 -0.0883635559950485 0.21878104564774267; -0.1088890541037816 -0.004747851517101303 -0.9533172203981337; -0.920027488815927 0.9999999990582895 0.858197601872948; 0.9999999998619662 -0.4827850371013143 -0.9999999995737997; 0.682036329512816 -0.7315382888597153 0.9999999710824002; -0.05636775559370174 0.10076551026520097 0.13976747844419884; 0.6551461484650708 0.9999985871334176 0.9999999997913501; -0.9999998995767898 -0.9999999819649652 -0.9999963660405903; -0.9092253159607957 -0.9999991481396828 0.9999999718402431; 0.9890118139442887 -0.9999999999175658 -0.056324242520709146; 0.6387047652797012 0.9999999403600162 -0.7987741887648396; -0.9999999571693555 0.9999999178825586 -0.9999999964291874; 0.9999997729123062 0.4067272034718385 0.15593542865583468]
251,1524,300,0.5373911948554756,[0.9999970418308545 0.9999966758659171 1.0; 1.0 0.9467415756355141 -0.9999999898051574; -0.9999256829391726 -0.9999987124348669 -0.9999651426405979; 0.00824102280698464 0.970128239135417 -0.010921503746200127; 0.9999987653282595 -1.0 1.0; -0.9999998123319123 1.0 0.9999987201723831; -1.0 -1.0 0.9999994106901385; -0.9654001306647974 -0.005227050856584366 -0.005517804161821928; 0.011082979413609499 -0.9972520182407405 -0.011193449562214195; 0.9999983556514113 -0.9999911415370117 -1.0; 0.9999059468575169 -0.019516553270839447 0.00846256160811543; -0.9999975408106714 0.9999999870750054 -0.9999973431483051; 0.004394501061206153 -0.00637036694716955 0.9652868928371355; -0.006167506086123325 -0.016873742000290307 -0.9999930091574836]
252,1746,300,0.6192715002878062,[0.1636003870554153 -0.06547035363358615 0.9228978208516311; -0.9999800408990409 0.2308577928696757 0.6194438205874387; 0.9983216050904128 0.8837218845345105 -0.9999384177379819; 0.3396804899226863 0.12121490231414454 -0.13102154671998523; 0.9999993147266524 -0.915809338235004 0.8401925970043922; -0.999946755521076 -0.5814201619317008 -0.46796168216593065; -0.26416238815113713 0.9999329217586191 0.9999136201801886; 0.9999343671207994 0.9999388426764199 0.5161883834116142; -0.41452458563335526 0.8406770679791262 -0.10463529641236918; -0.9779400918142581 0.9998611431287141 -0.9998708771071748; 0.03807961557248611 -0.999998231446754 -0.01891020719968483; 0.9999046856720712 -0.8404464241571669 -0.9672208624394817; -0.9711425994748798 -0.9999936189242027 0.9999696755684673; -0.1472668376440237 -0.5886020196552709 -0.9999767697781954]
253,4355,300,0.5717411787627459,[-0.5404776036053069 -0.9999999997305246 0.30930749893265463; -0.9999999999601702 -0.5622343481156246 0.9999999995329908; -0.9999999999039018 -0.7490872493964165 -0.9999999685133614; -0.998840806117804 0.8868330159213774 -0.9999999891701851; 0.9999999988430974 0.9999999999585377 0.3939700490722729; 0.9999999986521475 -0.07014498332175788 -0.6346503874438885; 0.9999999981644121 -0.999999999988949 0.5169589894440793; 0.6317327919642358 -0.19221000243845815 0.9999999999599065; -1.0 0.9613106780881946 0.6832127774614688; 0.6791383107613317 1.0 -0.9999999975261152; -0.11677875226922456 0.10732125757745518 -0.12204282905389911; 0.3505646975925757 -0.9999999997967741 -0.9999999998320359; 0.07377689221600799 0.9999296596003786 1.0; -0.10470610809489381 0.11612672899874947 -0.1038869003949072]
