nPsoRun,n_iter,S,fgbest,optDes
170,1971,300,-20.641933589340447,[-0.9999999999999998 0.9999999999999988; -0.5185445797109387 0.9999973388772202; 0.5185431790690774 -0.9999782806030991; 1.0 1.0; 1.0 -0.9999999999999968; 0.9999997958403483 0.5185331923030051; -0.9999678395323448 -0.518558708853748; -0.9999999999999997 -0.9999999999999988]
171,986,300,-20.640770951891756,[0.9999998292201997 -0.5190062149798463; -0.5194157342904011 -0.9996627605632671; 1.0 -0.9999999980393296; -0.9999999999999999 0.9999999996174612; -0.9990745008103239 0.5196181087053853; 0.5191912324338278 0.99943522392064; -0.99999999861972 -0.999999993020093; 0.9999999991715052 0.9999999912158042]
172,2679,300,-20.64188446833542,[0.5185989827372044 -0.9999330895789341; -0.9999999999999998 1.0; 0.9999544019104077 0.51856627049491; -0.9999999999999968 -0.9999999999999993; -0.5185444499553428 0.9999999950549561; 0.9999999999999956 0.9999999999999998; -0.9999972144543845 -0.5185675449596963; 0.9999999999999988 -0.9999999999999997]
173,4540,300,-20.640374780549802,[0.9999999999999876 0.9999999999972148; 0.999231785066352 0.519792894227023; 0.9999999999999503 -0.9999999999999277; -0.5197934533054097 0.999915557565535; -0.9999999999998199 0.9999999999669215; -0.9986928143976872 -0.5206266538473269; 0.5203731045564975 -0.9985250697311245; -0.9999999999997605 -0.9999999999999468]
174,1973,300,-20.582708813466528,[-0.9999999999999994 -1.0; -1.0 0.9999999999999992; 0.9999999999999998 -0.9999999999999963; 1.0 1.0; -0.965924493148211 0.5572095071444805; 0.5471948963024567 0.9915842989248845; -0.5706120130739336 -0.9580367639531697; 0.9923071198662827 -0.5560580920192932]
175,1781,300,-20.641958440072536,[0.9999222285414545 0.5186585756815733; -0.5186515652261323 0.9999323552771381; 0.5186652122259165 -0.9999201410403772; -0.9999999999999986 -1.0; -0.9999396848093681 -0.5186533193239469; 1.0 -0.9999999999999986; -0.9999999999999993 0.9999999999999988; 0.9999999999999979 0.9999999999999989]
176,1779,300,-20.641017769037756,[0.5187450147120253 0.999999999996192; -0.9999999999999999 -0.9999999999999988; 0.9999999999999993 -0.9999999999999944; 0.9999994294895218 -0.518970241596173; 0.9999999999999996 0.9999999999999998; -0.9999999999999961 0.9999999999999999; -0.5193109626484009 -0.9993204980788551; -0.9995298332804914 0.5189769753162666]
177,1840,300,-20.64131263775674,[-0.9999999999999969 0.9999999999999959; -0.5190197889801619 0.9999727729637432; -0.9994885222544131 -0.5193605964875448; 1.0 -0.9999999999999981; -0.9999999999999999 -0.9999999999999998; 0.9996864647917763 0.5190285277058435; 0.5192701398888186 -0.9993983760416397; 0.9999999999999988 0.9999999999999997]
178,259,300,-20.548674953026584,[-0.9998658991004675 -0.9994343286601471; -0.9999998898443828 0.533257168575255; 0.5453294072267871 0.9745412675182118; 0.999999923830894 1.0; -0.5336205596810101 -0.9883183863442647; -0.9978584302077921 0.9998986188786105; 0.9999865125457958 -0.999736815037454; 0.9882661644222583 -0.5346608431318588]
179,1992,300,-20.56339376131774,[-0.5259526218313256 -0.9996309828035639; 0.999999999671436 0.9999999999996516; -0.9999999991078319 0.9999999975682691; 0.5259384975385215 0.9996997953053998; 0.980836829719312 -0.5360543583487961; -0.9808928200239978 0.5359986904966738; 0.9999999954914771 -0.9999999998148388; -0.9999999999988692 -0.9999999999486847]
180,1803,300,-20.61236513193768,[0.9999999999254098 -0.9999999999773114; -0.99999999987603 -1.0; 0.9999999999945268 0.9999999999930739; 0.9995268771514992 0.5315339711561843; -1.0 1.0; 0.5257097910886762 -0.9999270468462489; -0.9863189807695136 -0.5316965544118569; -0.5404198731596269 0.9810492163950227]
181,1500,300,-17.161287199201908,[-1.0 0.036663599976704986; 0.9999999999999999 -1.0; 0.999999999999999 1.0; -0.03666359997670636 -0.9999999999999999; -0.9999999999999997 1.0; 0.036663599976706 0.9999999999999998; 0.9999999999999996 -0.03666359997670569; -0.9999999999999993 -0.9999999999999998]
182,2450,300,-20.641729001977733,[-0.9997490931775198 0.5191796446507669; 0.9999999999999873 -1.0; -0.5191789258760855 -0.9996430493112559; -0.9999999999999999 -0.9999999999999996; 0.9995307831065566 -0.5192695703539653; 0.9999999999999991 1.0; -0.9999999999999983 0.9999999999999981; 0.5193128430633072 0.9995541636100259]
183,1792,300,-20.631105671431655,[0.521020300221716 -0.9972683451152996; -0.9999999998471455 -0.9999999944402602; -0.9999918692275052 -0.5196010153396042; -0.9999999034726293 0.9999999979662387; -0.5210230741929883 0.9972649107819743; 0.9999941963847213 0.5196009963491184; 0.9999999214016095 0.9999999909918811; 0.9999999755734784 -0.999999998345257]
184,887,300,-20.64035641602153,[-0.9999999936153984 -0.9999999999590702; 0.9999999978476634 0.9999999972510533; 0.9999999999974197 -0.5186834233316856; -0.9999999752534424 0.9999999939180559; -0.5188961645887964 -0.9995904788445501; 0.5188957363093248 0.9995904477158801; 0.9999999998093256 -0.9999999974279743; -0.9999988258401176 0.5186840957272324]
185,1911,300,-20.636915755822844,[1.0 -0.9999999999999994; -0.5215905577291622 -0.9993129211318382; -0.9999999999999986 -0.999999999999997; -0.9999999999999996 1.0; -0.9962656224901002 0.5229614357767975; 1.0 1.0; 0.999922802858589 -0.5202254163166236; 0.521223933378138 0.9974997372646175]
186,3393,300,-20.64192532468689,[-0.518594793442341 -0.9999514734830921; -0.9999512400189859 0.5185815668394056; 0.9999999999534701 -0.9999999999992234; -0.9999999999971393 -0.9999999999999927; -0.9999999999928351 0.999999999999996; 0.5185622572727024 0.9999767067321893; 0.9999985955848172 -0.5185642709426823; 0.9999999999987279 0.9999999999994976]
187,2272,300,-19.001824298393064,[-0.9999999999999999 -0.5692689503149209; 0.9999999999981559 0.9999999999999982; -0.7393860165267558 0.6948836589042626; -0.5534283608871228 -0.9999999999999603; -0.9999999999999857 0.9999999999999992; 0.9999872191652104 -0.999999999999986; 0.9987454283272448 -0.39699400649223904; 0.5711187462857574 0.9993106257325997]
188,2159,300,-20.641144271422892,[0.5227728792042312 0.9977904166530177; -0.9999999999999992 -0.9999999999999999; 1.0 -0.9999999999999989; 0.998097571531432 -0.5228479257733006; -0.5233426651148413 -0.9972679240615023; -0.9973541063914667 0.5230652535886053; -1.0 0.9999999999999999; 0.9999999999999989 0.9999999999999994]
189,1838,300,-20.641950302743087,[0.9999999999999997 0.9999999999999998; 0.9999999999999993 -1.0; -0.9999512785072229 0.5185981329519709; -0.9999999999999997 0.9999999999999983; -0.5186003496155102 -0.9999568753086426; 0.5185881466320836 0.999962577108167; 0.9999746301936768 -0.5185870194065502; -0.9999999999999993 -0.9999999999999998]
190,2477,300,-20.64197371719397,[-1.0 0.9999999999999971; -1.0 -0.9999999999999954; 0.9999968159200179 -0.5185255458244579; 0.9999999999999992 0.9999999999995941; -0.9999980307603024 0.518526037609526; -0.5185247779003364 -0.9999987766772735; 0.5185270023800559 0.9999956904614719; 1.0 -1.0]
191,1982,300,-20.640392121047963,[-0.9970600631297071 0.5233899371659626; 0.5228804627549168 0.9971952857253807; 0.9999999999999978 0.9999999999999997; 0.998016394004969 -0.5223080458305853; -0.5224271439833068 -0.9986556710880268; -0.9999999999999996 -0.999999999999991; 0.9999999999999997 -0.9999999999999999; -0.9999999999999966 0.9999999999999999]
192,6130,300,-18.99458225138101,[0.9999999999999976 1.0; -0.552664646054103 -0.9999999999999953; 0.9984359224672635 -0.37341702356549056; -0.7182746928367401 0.7314308206504491; 0.9769806851864739 -0.9999999999999882; -0.9999999999999906 -0.48161849564409925; 0.5900947633501112 0.9998875330353388; -0.9999999999999997 0.9999999999999988]
193,1889,300,-20.567285932260443,[0.999999999999998 0.9999999999999996; -0.9999999999999998 -0.9999999999999998; -0.566360958205872 0.9580156211646818; -0.968059069639858 -0.5490072763109166; 0.5368380877702239 -0.9994024666116261; 0.9983248967862747 0.5483712759044759; -0.9999999999999996 0.9999999999999992; 0.9999999999999996 -0.9999999999999992]
194,2896,300,-20.6408265689337,[-0.5196187817218748 -0.99986722694643; 1.0 -0.9999999999866757; -0.9999999998299192 0.999999999544827; 0.9999999997230438 1.0; 0.5199192992176815 0.9989468195845711; -0.9999999999596894 -0.9999999923582001; -0.9988644760112407 0.5202252624959828; 0.9994498344880851 -0.5195427333945406]
195,2214,300,-20.6418589055559,[0.9999999999999994 -1.0; 0.9999139685375027 0.518622450311372; 0.5185787147882127 -0.9999999297332417; -0.9999999999999999 -0.9999999999999996; -0.9999980171582544 -0.5185513993710064; -0.5185809002174747 0.9999394986294015; 0.9999999999999983 0.999999999999999; -0.9999999999999997 0.9999999999999974]
196,1009,300,-20.63247702406257,[-0.99284981370665 -0.5270812593427007; 0.9999999985587115 0.9999999947691703; 0.9999798082294372 0.522624016952465; 0.5238345861824033 -0.9955586976458378; 0.9999999996939011 -0.9999999855529544; -0.5256862829261346 0.9970081618285278; -0.999999994057718 -0.9999999899595866; -0.9999999985511994 0.9999999440650009]
197,2178,300,-20.6411479478062,[0.9992862914879936 0.520206121118883; -0.9999999999999998 1.0; -0.999999999999959 -0.9999999999999972; -0.9989659564606561 -0.5201567027348587; 0.9999999999999996 -0.9999999999999992; 0.9999999999999969 0.9999999999999996; -0.5204458770355309 0.9987619357369787; 0.5199821511801516 -0.9993672182463431]
198,1569,300,-20.637960645676273,[0.999999999999995 0.9999999999999983; -0.999999999999986 0.9999999999999967; -0.5234355065767246 -0.997272127673816; -0.9962633387755898 0.523338948375247; -0.9999999999999886 -0.999999999999965; 0.5219158698036988 0.9977753508738294; 0.9995592180851035 -0.5216938156921942; 0.9999999999999443 -0.9999999999999826]
199,6446,300,-20.641922966271185,[-0.9999999999999987 -0.9999999999999988; 0.9999999999999999 -0.9999999999999724; 0.9999035742112371 0.5186766992957604; -0.9999433791434391 -0.5186453438599359; 0.5186597945339382 -0.9999394414487314; -0.9999999999999987 0.9999999999998854; 0.9999999999999986 1.0; -0.5186574424695287 0.9999167700405577]
200,2262,300,-20.63747385275375,[-0.9999999999999126 -0.9999999999999715; 0.9999999999989532 -0.9999999999999839; -0.5225487385254282 -0.9972101909334828; -0.9999999999997425 0.9999999999999848; 0.9964488861720898 -0.5236104524606108; -0.9979230552675772 0.5219622127558243; 0.9999999999999544 0.9999999999995992; 0.5218855622753115 0.9994008504613051]
201,2651,300,-20.64187782508435,[-0.518575130869748 -0.9999996444989039; 0.9999999999999998 0.9999999999999971; 0.5185806862147153 0.9999430625130468; 0.9999927102995297 -0.5185542061390424; -0.9999999999999998 -1.0; -0.9999231645097616 0.5186155207789725; -0.9999999999999829 0.9999999999999998; 0.9999999999999997 -1.0]
202,3623,300,-20.639077193294888,[1.0 0.9999999999999998; 0.5218849374449489 -0.9976468548990759; -0.9996978628517434 -0.5206723504699988; -1.0 0.9999999999999999; -0.5206842754375025 0.998712726732526; 0.9981119466630153 0.5211579549728762; -0.9999999999999997 -0.9999999999999999; 1.0 -0.9999999999999992]
203,1565,300,-20.641120555770744,[-0.9999999996925225 0.9999999993756368; 0.5189694311445259 -0.9995706618189001; -0.5189901311102939 0.9999345075799082; -0.9993863809118545 -0.5192544860826764; 0.9999999995437324 -0.9999999998089855; 0.9999999999263433 0.9999999996106156; 0.999980636150255 0.5187774820907247; -0.9999999998283099 -0.9999999999686747]
204,2679,300,-18.97452002114631,[-0.9999999999999996 -1.0; 0.4241213572800821 0.9998791517589017; 1.0 -0.9895780952935064; -0.999999999999981 0.9999999999999964; -0.9997751252481825 -0.5806248225789687; 0.9999999999999883 0.5220898947582072; 0.35611618000004475 -0.9999992421735178; -0.8012900488104227 0.6389216633434575]
205,1795,300,-20.641962132206242,[-0.9999999999999968 1.0; -0.5186203697863147 -0.9999452152795573; 0.9999410346800502 -0.5186259124426406; -0.9999527212620165 0.5186173285290353; 0.9999999999999997 -0.9999999999999993; 0.5186219867358741 0.9999502448602811; 0.9999999999999997 1.0; -0.9999999999999989 -0.9999999999999922]
206,2363,300,-20.609483206812,[0.9999999999999999 -0.9999999999999971; -0.5511770085907081 0.9948942575451059; 0.558323730405683 -0.9696684682779155; 0.9822656857205319 0.5487633162290985; -0.9999999999999998 0.9999999999999998; -0.9999999999999988 -1.0; -0.9694795030432461 -0.5627408366494887; 0.9999999999999979 0.9999999999999997]
207,643,300,-20.641815863675212,[-0.5186137197697256 0.9999545531144435; 0.9999998274260476 -0.9999992190464806; 0.5185896561750357 -0.999952856782019; 0.9999923310487425 0.518575953969833; -0.9999990421463828 0.9999985642787768; -0.9999229609153696 -0.5186163915088788; -1.0 -0.999999898563311; 1.0 0.9999994309477247]
208,1337,300,-20.641977836907817,[0.5185210103722502 1.0; 1.0 -0.5185210103777127; -0.9999999999999979 0.9999999999999993; -0.999999999988624 0.5185210103778815; 0.9999999999999994 -0.9999999999999998; -0.5185210103859904 -0.9999999999835409; -0.9999999999999987 -0.9999999999999948; 1.0 0.9999999999999992]
209,2340,300,-20.579009657824166,[0.9999999833482565 -0.5457631450799408; -0.9999999999999236 0.9999999999999997; -0.9999999999999996 -1.0; -0.9705137008171861 0.5481319228834556; 0.535998238048099 0.9968372506942734; 0.9999999999999997 -0.9999999999999997; -0.5626024018016413 -0.9620005716539961; 0.9999999999999999 0.9999999999999974]
210,2037,300,-19.00501736265589,[0.9999999999999968 0.999999999999987; 0.9994332633371105 -0.4569685882582993; -0.5773954938631 0.9997918014372379; -0.9942295107232836 -1.0; 0.6579667229000389 0.7798538683026485; -0.9956459187383315 -0.36963078320761766; -0.9999999999999827 0.9999999999999997; 0.5307017418171134 -0.9999999999998566]
211,1521,300,-20.640200164333407,[-0.9990506440131415 0.5195065941424623; -0.9999999999673218 0.999999999999542; 0.5190713926090753 0.9999216509006454; 0.9999999999867626 -0.9999999999991056; 0.9999460324610142 -0.5194760241178779; 0.9999999999998215 0.9999999999999623; -0.5201207741075232 -0.9986732426726256; -0.9999999999875495 -0.9999999999184636]
212,1794,300,-20.64197783606243,[0.9999999999999998 -0.9999999999999983; 0.9999999998355052 -0.5185210107876623; 0.5185210110504546 0.9999999993956108; -0.9999999992535121 0.5185210113511389; -0.9999999999999992 -0.9999999999999997; -0.5185210109293581 -1.0; -0.9999999999999957 0.9999999999999987; 1.0 1.0]
213,1868,300,-20.641972017309197,[0.9999999999999983 0.9999999999999999; 0.5185281089512044 0.9999946127815906; 0.9999999999999971 -1.0; -0.5185250084992866 -0.9999990028456905; -0.9999978065519796 0.5185268428684874; -0.9999999999999989 1.0; -1.0 -1.0; 0.9999962447866345 -0.5185260485582232]
214,1151,300,-20.64197783692452,[-0.9999999999999993 -0.9999999999999737; -0.5185210103735405 -0.9999999999951139; 1.0 0.9999999999999741; -0.9999999999959333 0.5185210103717535; 0.5185210103701487 0.9999999999983279; 0.9999999999999902 -0.9999999999999922; -1.0 0.9999999999999986; 1.0 -0.518521010370671]
215,2943,300,-20.64193206867819,[0.9999999999999998 1.0; -0.9999999999999993 -0.9999999999999952; 0.5185331580543262 0.9999989283641416; 0.9999999014031873 -0.5185435843479042; -0.9999763852158605 0.5185445900283745; -1.0 0.9999999999999997; 0.9999999999999988 -0.9999999999999997; -0.518560582601438 -0.9999666245336559]
216,996,300,-20.641234853993947,[-0.5191522475280179 0.9994666757221236; 0.5187815327297449 -0.9999999534463986; 0.9999998180101752 -0.9999993945424295; 0.9998413328051047 0.5190066319760122; -0.9996639804251876 -0.5189030557505736; 0.9999999962970078 1.0; -0.9999992955700424 0.9999998647988682; -0.9999988979901651 -0.9999999830624451]
217,1309,300,-20.61893283202608,[-0.9999999961121712 0.9999999996289551; 0.9999999997374112 -0.9999999995009234; -0.5288067685604012 -0.9996372177986954; 0.9999960423811486 -0.5240691946595932; -0.9849468155136205 0.5359296666283504; 0.999999999997321 0.9999999999156578; -0.9999999998905739 -0.9999999996603738; 0.5288778927604283 0.9892555177036194]
218,2406,300,-20.64166895787382,[-0.5189542994274279 -0.9996723923312788; -0.9998269206893983 0.5188406429121586; 0.9996604390221623 -0.5190431794445364; 0.9999999999999993 0.9999999999999999; -0.9999999999999999 -0.9999999999999993; -0.9999999999999983 0.9999999999999993; 0.9999999999999988 -0.9999999999999998; 0.5188578941621137 0.9999541176019789]
219,1626,300,-20.64139774284211,[-0.9999999999999948 -0.9999999999999962; 0.9999999999999978 1.0; -0.5189996974158733 -0.9995885215345219; 0.9999999709655327 -0.5187929311467847; -0.9997151968485074 0.5187974334688242; -0.9999999999999998 0.9999999999999986; 0.5186567325833298 0.9999995882582412; 0.9999999999999948 -0.9999999999999987]
220,2128,300,-20.61297666205631,[-0.9999999999999996 -0.9999999999999957; 0.999999999999995 0.9999999999999998; 0.9999999999999998 -0.9999999999999999; 0.5348006839572146 0.9844208412100021; -0.9999999999999934 0.9999999999999992; -0.9798426369021419 0.5428885169212019; -0.5330719773495638 -0.9999936908535243; 0.9976162624381374 -0.5280735928160054]
221,2262,300,-20.641532676730908,[-0.9999999999999979 0.9999999999999969; 0.9996608210238002 0.5191589594341703; 0.5189635076903722 -0.9998984311981515; -0.9996994491214678 -0.5189968011649063; 0.9999999999999626 0.9999999999999833; 0.9999999999999962 -1.0; -0.9999999999999974 -0.9999999999999984; -0.5191569032518599 0.999531955730912]
222,1618,300,-20.641752245544996,[0.9999999999999991 -0.9999999999999969; 0.9999999999999993 0.9999999999999984; -0.999999999999996 -0.9999999999999999; -0.9999999999999994 0.9999999999999969; 0.9994805905040465 0.5194358247228873; -0.9995898455019901 -0.5192960466276259; 0.5193049410959846 -0.9996837550488494; -0.5193786877560821 0.9994801457584047]
223,3088,300,-18.602230786231853,[0.9999999999963303 0.999999999999995; 0.999999997989044 -0.999999999999344; 0.7364369430682939 0.8500534927388633; -0.4430244098713679 0.9543374085872385; 0.9999999999999999 -0.3655233106851478; -0.9999999999998995 0.9999999911408537; -0.9957176387587159 -0.4484410542652205; -0.48088369730896424 -0.9999999240428535]
224,2076,300,-18.53193444094306,[0.398415678275429 0.9824148202818185; -0.9999881221866934 -1.0; 0.47270093532732405 -0.9459573145456024; -1.0 1.0; 0.9999999999999828 0.9977308282018365; 0.9989234992083251 -0.531105899339666; -0.9496881893713456 -0.5162049317089996; -0.8696057736444737 0.7200168711966536]
225,2028,300,-20.641907685299696,[-0.5186304974132044 0.9999263910039886; 0.9999999999999999 -0.999999999999995; -0.999931095981343 -0.5186085062200133; 0.5185825886694846 -0.9999670006600013; -1.0 -0.9999999999999992; 0.9999957116013516 0.5185872801035906; 0.9999999999999992 0.9999999999999998; -0.9999999999999997 0.9999999999999992]
226,2067,300,-20.6419445742869,[0.9999999999999986 0.9999999999999999; 0.518541642555601 -0.9999903324575425; -0.999973218684885 -0.5185527361223277; 1.0 -0.9999999999999994; -0.5185641803857862 0.999968751283932; 0.9999999222822246 0.5185458017259515; -0.9999999999999987 0.9999999999999998; -0.9999999999999896 -1.0]
227,1871,300,-20.638466923428286,[-0.999999999999999 0.9999999999999998; 0.5201639519727902 -0.9999886318984886; -0.9999922423595745 -0.5193552644097909; 0.9975331181575274 0.5213925324124966; -0.9999999999999994 -0.9999999999999997; -0.5201903575776482 0.9982829974441922; 0.9999999999999999 0.9999999999999998; 0.9999999999999992 -0.9999999999999997]
228,2325,300,-20.618888536955055,[-0.9999999999999996 -0.9999999999999968; -0.9999999999999999 0.9999999999999998; 0.9999999999999998 -0.9999999999999998; -0.5317397152374254 -0.987378529329421; -0.9980734234201 0.5262227734849829; 0.5303142466923237 0.9999999987262114; 0.9835956361306064 -0.5384621853259453; 0.9999999999999997 0.9999999999999997]
229,1910,300,-20.640988789484084,[-0.999215676594549 -0.519508004411857; -0.5190848694999175 0.9999999395208253; -0.9999999999999998 0.9999999999999979; 0.9999999999999993 1.0; 0.5191669327454135 -0.9993995244733849; 0.9999999999999997 -0.9999999999999994; -0.9999999999999998 -0.9999999999999997; 0.9998922183163642 0.5188941410128739]
230,3199,300,-18.910371558752153,[0.9999999999999999 0.9999999999999999; -0.9999999999999994 -0.5234973084216908; 0.9989325920586016 0.5699199390518537; -0.47775020685388414 -0.996661150587275; 0.7860808685366971 -0.6427620011683456; 0.9999999999999983 -1.0; -0.9999999999999984 0.9913551309110568; -0.39056047762758944 0.9748964097891292]
231,2084,300,-20.64192990654742,[0.9999999999999974 0.9999999999999997; 0.5185675971328283 -0.9999625579687065; 1.0 -1.0; -0.999999998397291 -0.5185475612911206; -0.5185379110203192 0.9999956836089694; -0.9999999999999996 -0.9999999999999997; 0.9999718049949203 0.5185509161538796; -1.0 0.9999999999999993]
232,1791,300,-20.641927607536296,[0.9999999999999998 0.9999999999999998; -0.9999396426509835 0.5186122778189612; 0.9999708874454125 -0.5185765719678893; 1.0 -1.0; -0.5185805560205938 -0.99999128140287; -0.9999999999999999 0.9999999999999991; -0.9999999999999997 -0.9999999999999998; 0.5185951706885013 0.99994458288391]
233,2144,300,-20.6379878449096,[0.5237833688168706 0.9989029724041374; 0.9950357282348293 -0.5260330641880702; -0.9999999999999996 0.9999999999999973; -0.9974982424754323 0.52339205848007; 0.9999999999999997 0.999999999999999; 0.9999999999999916 -0.9999999999999996; -0.5247563336953341 -0.9954678407198122; -0.9999999999999997 -1.0]
234,2057,300,-20.640284030804562,[-0.9999999999999996 0.9999999999999996; 0.9999995015016246 0.51989314321545; 0.5197862355661546 -0.9993091393311664; -0.5208990704873889 0.998374056001925; -1.0 -0.9999999999999998; 1.0 -0.9999999999999993; 0.9999999999999981 0.9999999999999983; -0.9984629802795068 -0.5204039130712483]
235,3984,300,-20.641031717725003,[-0.99999999999991 0.9999999999998445; 0.5188119726608048 0.9999585075092753; -0.5193742926220747 -0.9992923337809233; -0.9999999999997902 -0.9999999999981393; 0.9999742172963535 -0.5190276845437968; -0.9994938377556198 0.5190456310030341; 1.0 -0.999999999998612; 0.9999999999996279 0.9999999999995268]
236,2205,300,-20.64197469622514,[0.9999999999999999 -0.9999999999999978; -1.0 -1.0; 0.9999999999999978 1.0; 0.5185237327730392 -0.9999987330895961; -0.5185228700485317 0.999998562719529; 0.9999974981447323 0.5185239944044929; -0.9999999999999999 0.9999999999999997; -0.9999999999996604 -0.5185225035460425]
237,727,300,-20.640722607907296,[-0.5189185229889783 0.9999891258310865; 0.5196167654293218 -0.9990720783960764; 0.9993852470964874 0.5191776378581597; -0.9998501817777788 -0.5192643715895171; 0.9999999996563221 -0.9999999998762524; -0.9999999997757102 -0.9999999999772111; -0.9999999985024787 0.9999999997057057; 0.9999999999899676 0.9999999983533385]
238,3205,300,-20.63367858861099,[0.5207855749093672 0.9977762321780561; 0.9999122609278521 -0.5197802113927628; 0.9999999999999991 -0.9999999999999934; -0.9995727034188817 0.5198823314281238; -0.5210460773083739 -0.9975442136780799; -0.9999999999999944 -0.9999999999999681; 1.0 0.9999999999999726; -0.9999999999999993 0.9999999999999917]
239,1720,300,-20.639741334883386,[-0.5211980615149168 0.9995803043371625; 0.999999999999999 0.9999999999999999; -0.9999999999999971 -1.0; -0.9999999999999989 0.9999999999999939; 0.9986973545318526 0.5210110864387727; -0.9973209314467368 -0.5225527827893603; 0.5218176030077054 -0.9975434884410956; 0.9999999999999979 -0.9999999999999996]
240,2123,300,-20.640395479979414,[0.9999999869836889 0.5189380073118176; 0.9999999999999998 -0.9999999999999993; -0.9999999999999997 1.0; -0.9988658997878204 -0.5198443786824388; -0.5193370137821338 0.9999202547682087; 0.999999999999998 0.9999999999999992; -1.0 -0.9999999999999998; 0.5192940208426605 -0.9992319122336164]
241,2174,300,-20.637848495920643,[0.5209424420731374 -0.9979599468173349; -0.9999999999999999 1.0; 0.9999999999999999 -0.9999999999999991; 0.9999040727461613 0.5202844965993055; -0.9968005945254919 -0.5223809257569417; -0.999999999999995 -0.9999999999999996; -0.5215898989175691 0.9988985275171121; 0.9999999999999992 0.9999999999999997]
242,1085,300,-20.641832987772883,[0.5186238159200033 0.9999822302112971; 0.9998788538262997 -0.5186759438291313; -0.9999999999779076 0.9999999999995834; -0.9999815614655321 0.518589923061245; 1.0 -0.9999999999972171; -0.5186253213937846 -0.9999104265539535; 0.9999999999973351 0.9999999999995155; -0.999999999898288 -0.9999999999929651]
243,999,300,-20.64158395267664,[0.5187343749489967 -0.99996090979311; 0.9999999986865247 -0.9999999934353403; -0.9999999464606708 -0.9999999996904007; -0.5189258059915848 0.9996842825802686; 0.99987047216195 0.5188558080165295; -0.9997815326228097 -0.5188004259871587; -0.9999999977834115 0.9999999949270597; 0.9999999966119174 0.9999999996318931]
244,1796,300,-20.641904162281026,[-0.9999999999999996 -1.0; 0.5186565146104045 -0.9999219897435853; 0.9999999999999993 -0.9999999999999997; -0.9999744650201471 -0.5186189543310257; 0.9999999999999997 0.9999999999999999; 0.9999109338209246 0.518647217679133; -0.5186204039426803 0.9999426262928153; -1.0 0.9999999999999994]
245,3216,300,-20.623261076981013,[0.9999999999999974 0.9999999999999982; -0.9866861261043817 -0.5343788734462158; -0.5305894797859056 0.9958570700313919; 0.999999277395686 0.5255778825162613; -1.0 -0.9999999999999999; 0.5282577547174666 -0.9911974496610557; -0.9999999999999997 0.9999999999999942; 1.0 -0.9999999999999988]
246,2352,300,-20.641651637495954,[0.518811333832385 0.999759319733968; 0.9999230383816375 -0.5187178160211648; 0.9999999999999999 -0.9999999999999981; -0.9999999999999983 -0.9999999999999998; 1.0 0.9999999999999977; -0.5187770060927762 -0.9999689177516544; -0.9997014283627993 0.5189242011223942; -0.9999999999999968 0.9999999999999991]
247,2380,300,-20.637300145111784,[0.9999999998021195 -0.9999999994260742; 0.5227804999194593 0.9975678526568178; -0.9963301710095762 0.5237050594837408; -0.9999999999455251 0.9999999999901527; 0.9999999999973285 0.9999999996033551; 0.999195447446924 -0.5228415403040888; -0.999999999998868 -0.9999999997029201; -0.5249222308167372 -0.9956440374600746]
248,2624,300,-20.64162021456521,[-0.9999999999999986 -0.9999999999999909; 0.5187377576207165 -0.9999511485211517; 0.9999999999999992 -0.9999999999999997; -0.9999988299980478 -0.5186353129724536; 0.9999999999999992 1.0; -0.9999999999999998 0.9999999999999999; -0.518707117862352 0.9998272676707491; 0.9997349190824677 0.5188329955098336]
249,2127,300,-20.634370149948992,[-0.9999999999999999 -0.9999999999999989; -0.5247232367967346 0.9946974151535164; -0.9999999999999981 0.9999999999999991; 0.520398905964481 -0.999922495408547; 0.9999999999999963 0.9999999999999987; -0.9962503027983423 -0.5221877133775225; 0.9999838467981019 0.5220757588512034; 0.9999999999999986 -0.9999999999999988]
250,2092,300,-20.611924044313994,[-0.9987074651927892 -0.5398402726485557; -0.999999999999999 -0.9999999999999981; -0.5357973191411447 0.992104628624022; 0.5511283362307986 -0.975074628716887; -0.9999999999999992 0.9999999999999989; 0.9787711225687915 0.5437691916939826; 0.999999999999995 0.9999999999999998; 0.9999999999999997 -0.9999999999999983]
251,3184,300,-20.641663911011413,[0.5190994866624525 -0.9996594930418905; 1.0 0.9999999999999999; -0.9995444170543392 -0.5192121391129073; 0.9998007401090598 0.5190725372366499; -0.9999999999999983 -1.0; -0.5192063534785425 0.9996439340105966; -1.0 0.9999999999999913; 1.0 -0.9999999999999997]
252,1228,300,-19.01541833342764,[-0.9999999999977998 -0.9887896964502287; -0.9999999999095334 0.5283069182273757; 0.9999999972285556 1.0; 0.9999720316196444 -0.5826013873557622; 0.7914064351788733 0.6515233957346689; -0.4298009070123631 0.9999831601586981; -0.359045981330839 -0.999999984784436; 0.9999999895293387 -0.9999999998819558]
253,1756,300,-20.640883948504307,[-0.9999999999999999 0.9999999999999944; 0.9999999999999999 -0.9999999999999999; -0.9999999999999992 -0.9999999999999999; 1.0 0.9999999999999999; 0.9997693140449604 0.5191249334722688; -0.5193206751205688 0.9999275593672338; -0.9990299255262193 -0.5198140163629001; 0.5194384770221199 -0.999221440818012]
