nPsoRun,n_iter,S,fgbest,optDes
214,8802,300,-32.54704228726324,[-0.9092540711420207 0.11180155637840136 0.8571401011622567; 0.9999999999995949 -0.9999999999999883 -0.999999999999978; 0.22834820279821022 0.9930473172903985 0.9609635857297605; -0.9951995211572428 -0.9999999999998801 0.10466965499136478; -1.0 -0.9999999999998475 -0.9999999999999984; 0.4576036534174316 0.9845271191827262 -0.9987901980506521; 0.9996091884652312 -0.25273466504339165 0.9999696303819946; -0.9999999999999997 0.9999999999999767 -0.9999999999999939; 0.7142978699526378 -0.9993367188692427 0.9999999999999997; -0.40694334165016155 -0.5981461485267174 -0.999998683648419; 0.9426345783443411 -0.9988946137457402 -0.3365008003165569; -0.9999999999999902 0.999999999999924 1.0; -0.8858085088293969 -0.9999999999999994 0.9999999999999951; 1.0 0.9999940005272109 -0.9924736601754278; 1.0 0.9997256787531107 0.9999999999998613; -0.9212074835193389 0.9933770421227145 -0.3895500409716594]
215,8884,300,-32.71189864366158,[0.8601521832081231 -0.9999999999999976 -0.9936802964883814; 0.9911078499009862 -0.2863726019983562 -0.9989862759117034; -0.03333952320599782 0.999993933899803 0.9915316626373554; -0.9984456636854822 -0.26280249084508706 0.9951479406599193; -0.9741821267316291 0.8148254725191838 -0.11733589890960283; -0.9999999999999983 0.9999999999999997 0.9999999999999998; 1.0 0.9999999999999997 -0.9898579889882381; 0.9957718743471291 0.9732427234667703 0.007279082273550954; -0.9999848488443289 -1.0 0.999687809959236; 0.9999999999999998 -0.9999999999999992 0.9999999999999998; -0.9999999999999994 0.9999999999999996 -0.9999999999999999; 0.9999999999999999 0.48893768299417456 0.9999999999999996; 0.5853165825563089 -0.9982588569733254 0.6421230863095666; -0.9867119623793603 -0.5101460089038086 -0.9999999999999998; -0.11419484471999317 0.801984969132755 -0.9722868450983545; -0.999954388210649 -0.9999999999999621 -0.982091703178214]
216,9278,300,-30.664006545969144,[0.35870309601703004 -0.9614567173005636 0.9409449494990381; 1.0 -0.9699174931897026 -1.0; -0.9999999878504785 0.21450694190897981 -0.9450089453164563; 0.5638695851243405 0.9939331048027744 1.0; 1.0 -0.8882428257520821 0.9999999999999988; -0.9942190083712 -1.0 -1.0; 1.0 0.9999999840719402 -0.9999999999990477; 0.9999999999986997 0.9953996539470555 0.3701553358994381; -0.9999999999992366 1.0 -0.9789467365387023; -0.8361549461637372 -0.9997207950215949 -0.3452425289923739; 1.0 -0.999999995531815 -0.4171747089034895; 0.04773913030156012 -0.05585372606099242 -0.07479091024561732; -0.9999999999998026 0.9999999999996634 0.9250028708157217; -1.0 0.2796173723834056 0.999999992335875; 0.13672034695964083 1.0 -0.9999999999997436; -0.9999999999999808 -1.0 0.9999999999999292]
217,1466,300,-32.04692008620726,[-0.10914567176096203 -0.9963664459409977 0.998310274432176; 0.9663387133189653 0.06152597319258357 -0.9983393653428206; -0.9999994439991647 -0.9993082842509861 -0.9999968150933063; -0.6293974230302528 0.9999984112270026 -0.5943168177842654; -0.9999968464435953 0.9999853947775647 0.9999888503950805; 0.5046878983785754 0.9998023603964785 0.9999819414450439; -0.9999816384854323 0.26489516217674014 0.9328703146377644; 0.9999940264350905 -0.9999999990026269 -0.9999990955432321; 0.9999980576036401 0.016215123334103857 0.9915421727500675; -0.9999093802752287 0.9999990017740655 -0.9999728867634055; 0.9897302613242697 0.9999850902758027 0.003643941655660982; -0.5248435926631497 -0.9763238637233426 -0.9999877334645895; 0.7434539775913823 -0.9148046893885324 -0.10888129594671665; 0.9999911458312966 0.9999799470880131 -0.9999709211317038; -0.9999999773523487 -0.9994845559352097 0.9191901155717691; 0.9999788646256065 -0.9999475860327125 0.9999994264227243]
218,4379,300,-32.47795830546713,[-0.999999997588552 -0.3342918592081247 0.9999999995004609; 0.9677698990456277 -0.9999999999875483 -0.4488303071610652; 0.999999999714617 -0.4126599174596308 -0.9999999993658647; 1.0 -0.9999999999865595 1.0; -0.9999999997644874 -0.9999999978129409 -0.4469611532088666; -0.99999999998507 0.999999999923896 -0.999999999892321; -0.9999999999125276 0.9999999999301412 0.9999999999746872; 0.7200565835967572 -0.19549901975613382 0.9608764771814522; -0.4843993360479622 -1.0 0.9645965936400812; 0.11960867825474067 0.9645725343955844 0.9728335487458508; 0.9999999999730008 0.9834887488255445 -0.3007381182913286; -0.6747203370863591 -0.6882688892780091 -0.9999999999242624; 0.9999999999954281 0.9999999999992675 0.999999999854147; -0.16333724996158885 0.15233602527001994 0.0485229056563266; 0.3484352841238685 0.9987582498726978 -0.9999999996402911; -0.9711643166650931 0.9985221212568453 -0.21465117099928094]
219,6826,300,-32.900872643195214,[0.7981350964928922 0.6158340660009552 -0.9933214978325988; -0.9928872049498552 0.45365534835410837 -0.9999999999999999; -0.9999999999999896 0.9999999999999671 0.9999999999999997; -0.991804402041184 0.33424536004418864 0.9016376005140295; 0.16326219478505524 -0.8823161428620026 0.9759589118316795; -0.9746393971741576 -0.971981310638372 -0.292156923240174; 0.9999999999999997 1.0 -1.0; 1.0 0.712642067688734 0.9999969607795695; -0.4799551859192616 -0.9999999999999576 -0.9999538400621765; 0.9999999999999996 -0.9999999999999993 0.9999999999999996; 0.9994979178767381 -0.9999999999999999 -0.9999999999999772; 0.5858569716553347 0.9999999999999858 0.999999999999873; -1.0 -0.9999999999999993 0.9914167094266332; 0.0885156545832417 0.9734595748941898 -0.017285530036818465; -0.9999999999999989 0.999999999999979 -0.7346897223239559; 0.9999974003121419 -0.79515422172714 -0.2055629649014063]
220,7182,300,-31.461529479693578,[-1.0 -1.0 -0.9949071148207104; 0.9999999934926415 0.17443799632895204 -0.9998840533151401; -0.021764020428086648 -0.9963109268001307 -0.5203958828045863; -0.9999947087888864 -0.16971586461643207 -0.9999999999999999; 0.9999999999999988 -0.9999999999999953 -0.9999999999999997; -1.0 0.9999999999999939 0.9885603219918082; 0.6747497729679456 0.03634156795736105 0.6168772120212194; 0.9910991026031967 -0.9999999999999847 0.9999999999999999; -0.20461411202006033 0.9804717282924399 0.9999999999999987; -0.9226801837954044 0.9999999999999994 -0.6395957966063603; 0.10678853553925934 0.9999999999999997 -0.999633090606738; -0.4775747762039883 -0.9999999999999999 1.0; 0.9833926673338577 0.9999999999999986 -0.06752197108048755; 0.9999999999999994 0.9999999999999998 0.9672252142646159; 0.9999999999999999 -0.9999999999999986 0.40732322906523566; -1.0 -0.6344792354182166 0.7623739935554389]
221,6688,300,-30.49479040374128,[-0.40011017829772777 1.0 0.9999999959324986; 0.9378807271467258 -0.9999999999999566 -0.9999999999929041; -0.563214694920876 -0.9999999089651345 -0.9770614563171369; -1.0 -0.060977182920669566 -1.0; -0.702977126114223 -0.9819963944085166 1.0; -1.0 0.9999999990863524 -0.9999999999999999; -0.9999993379359342 -0.9999999885698253 0.3353914041383777; 1.0 0.45904134855366424 0.9939126344172742; 0.9999999999999991 -0.9999999992005859 1.0; 1.0 0.5544028600187206 -0.999126453763398; 0.9999999978693667 0.9999999999933716 0.9999999716482897; 0.3926732271964839 0.9999722495170632 -0.9999536969777539; 0.9816010054636419 -0.9939344128304427 0.05863320687929433; -0.8356785959058571 0.6604212669759031 -0.16041972960063064; -0.9999999999998789 0.8008915225211026 0.9999999999837472; -0.026514348532951263 -0.3480882058835075 0.7637455108647093]
222,6273,300,-28.597352610543986,[0.8061702182815114 0.9996404363239683 0.29564898107937837; -1.0 -0.07429419130176741 -0.9999999999993749; -0.8324920621425316 0.9999999999999799 0.9999999999997814; 0.9999999999999563 0.9999999999998997 0.9999999999999385; 0.037600702663548737 0.9999999999999947 -0.9999873299307446; 0.8775494828965111 -0.6478260537352307 0.12376141150772818; -1.0 0.9999999999999358 -0.60419532585643; 0.9822634568579333 -0.10747415765403988 -0.9993324841824125; 0.9999999999998271 0.9999999999999979 -0.9999999999934331; -0.08258555772302423 -0.9999995902645383 -0.8148338373138756; -0.9999981911563118 0.040301425452341985 0.999999999999522; 0.9999999999995381 -0.9999999999993806 0.9999999999999944; -0.5910051318761949 -0.9999999999995041 0.9999999999998419; 0.9999999999999964 -0.9999999999999845 -0.9999999999999462; -0.9999999999989323 -1.0 -0.40826790579673516; 0.9999999999989606 -0.15697520215013447 0.9999999999999933]
223,7214,300,-32.06946587813104,[0.9964232866259186 -0.27739703619513295 -0.9999769585401201; -0.9999809429662073 -0.9999999999999997 -0.9613011763253958; 0.9999999951538984 0.9999999999999961 0.9999999999999998; 0.9999999999999997 0.9999999999999994 -0.9999999999999992; 0.9724997109154716 -0.9999999364643706 0.3361301906213167; -0.270046436081625 0.9999970689325387 -0.721391406764234; -0.9999999999999994 -1.0 0.9999999999367644; 0.4092726558290253 0.16431588083149085 0.8851247747178689; -0.9999999999999997 0.6648682842301865 0.7122165417961865; -0.9999999999995183 -0.27461301391509535 -0.9873247021816052; 0.7328029366965407 -0.9999999999999984 -0.9996404162634495; -0.7476791526578769 1.0 0.9999999999999993; -0.3246900913037609 -0.9908322769403901 0.9828274376872241; 0.9999999999999994 -0.9999999999999987 0.9999999999670053; -0.9999999999999994 0.9999999999999986 -0.9999999999999984; 0.9999999999908503 0.9969573733494212 0.34549433230126797]
224,10000,300,-30.315781375224873,[-0.25785068417917434 -0.999995233313253 0.9972087203204181; 1.0 0.9273882259544649 1.0; 0.999999999999946 -0.9999578395037925 0.5964952002322531; -1.0 -1.0 0.9999999999999926; -0.9999999999999778 1.0 0.9949507330110692; -0.9999609397286269 -0.7849203813157586 -0.07551053569870333; 0.9999999999999992 0.7639732607700209 -1.0; 0.05816401063154376 -0.9784493375518937 -0.9839622122497339; -0.3463945303179924 0.9999999416346538 -0.9999999999999897; -1.0 -0.9999999927222929 -0.9999999999999976; -0.9087680384776695 0.11666892593824611 0.8700679745852251; 0.07916046365966059 1.0 0.9999999999998928; 0.8795156267632412 0.9230161359250997 -0.363205324677508; 1.0 -0.999999999999993 -0.9449613175840915; 0.8639717698385864 -0.27765940063409217 0.9986564511195203; -0.9999999999999998 0.9999999999999996 -1.0]
225,10000,300,-31.295883634256942,[0.9999708002804805 1.0 -0.8963096227398412; 0.999999999999824 0.5043696922609882 0.9025188319634655; -0.9999999999999998 -0.9999999999687237 0.9999999999954496; -0.9999999999999057 -1.0 -1.0; -0.016992041743017102 -0.9955713569503795 0.9999603241968925; -0.9942113757016795 0.8234631054187406 0.5021668291868809; 0.9987566118523101 0.9999999999999866 1.0; 0.9999999999998908 -0.9999999999993423 0.9999999999999994; -0.6109678450082148 -0.4956360175755982 -0.9868961515197168; -0.999999999999955 0.9999999990278471 -0.9999999999999972; -0.9154551698971235 -0.9999934529027429 0.24902108401756914; 0.9999999999976412 0.2229948919878175 -0.9999999999999796; 0.9930339553431521 -0.9999999999988367 -0.1769070041266934; 0.9950826754182424 -0.9999999999969821 -1.0; -0.9999999999135901 0.9999999999999977 0.9999999999999997; -0.4134751472065646 0.9999999999997774 -0.9998473015574644]
226,10000,300,-33.29724354438539,[-0.9999999999999988 -0.4415629403624914 -0.9999999442985336; 0.9999999999999999 0.9999999999999993 0.968776422939328; -0.9999999999678622 0.7084400184488123 0.13697279340513702; -0.9999999999999981 1.0 0.9999999999999494; 0.9835464763269774 -0.26607244557046794 -1.0; 0.12429459874745213 0.9999999999742328 -0.9725015871408567; 0.9999989557714618 0.9999999999999992 -0.39809115891124214; 0.9994218122055317 -0.546849266351179 0.8123191717886951; 0.9939057920178125 -0.9999999999997096 0.9999369204888626; -0.9999544047265129 0.9977168177695332 -0.9999999999998347; -0.9999998427340525 -1.0 0.6212842030952997; 1.0 -1.0 -0.9996001796723154; -0.3640515929522071 -0.9999999999999994 -0.9999997732836818; -0.9925505047374268 -0.5796236475922999 0.9999999999999892; 0.29196343113946377 0.9092658870105748 0.9999999999999979; -0.03503519321854557 -0.05205124280912256 -0.0655101300239913]
227,10000,300,-29.263629618532175,[-0.9999999999960337 0.9926110448597272 -0.9922203664290403; -1.0 -0.9999999999028795 0.07090630968287365; 0.9999999999505358 -0.9999999998470672 -0.9999999999949937; 0.9999999999999832 0.9996735684953163 0.9999999999998254; 0.9999999999998143 0.9999999998440982 -0.9999999999922683; 0.9999999999587805 -0.9999909425194277 0.3274765331802165; 0.9852922981565467 0.03253928937905193 -0.7538274891261605; -0.9896966242119879 0.9999999999103594 0.9999999999668207; -0.9999999998049587 -0.9977139411933085 -0.9999999999999594; 0.01756354236474892 -0.8110136538974506 -0.9999999998634157; 0.10927755898447382 0.791359279062238 0.8359010778696732; -0.3826850383529368 0.9999999996742781 -0.949758182382149; 0.8714974604591035 -0.9889029097429981 0.999999999972312; -0.9999999999734717 0.34484438200703676 0.9911346721691269; -0.8860245127565357 -1.0 0.9999999999997413; 0.9999999999017456 0.9980823939315019 0.17713362048033435]
228,7494,300,-33.34001870149347,[0.9999999999999996 -0.9999999999999973 -0.9999999999999997; 0.9988799707856433 0.2782393525068377 -0.999990526299841; -0.4386989274431393 1.0 -0.9999999999999968; 0.9999999999999979 -1.0 1.0; -0.2500331133247073 -0.8486854106866156 -0.9999233880492967; -0.9999999999999987 0.9999999999999912 0.9999999999999993; -0.42990125446929106 -0.9999999999999949 0.9999999999999998; -0.9985780572787479 -0.9987759969163774 0.4213946430008671; 0.9999999999999981 0.9999999999999992 -0.9999999999999991; 0.999844070609093 -0.25260390516206027 0.9984531138248425; -0.5783435753463496 0.9233874632451682 0.9992543629487222; 0.8068792052775897 -0.9656501521341646 0.019882465586260112; -1.0 -0.9999999999999996 -1.0; 0.8397773994694204 0.9221592581950953 0.21991305945653078; 0.9999999999999993 0.9999999999999986 0.9999999999999986; -0.9999999999999972 0.5015305260291465 -0.999999167735499]
229,10000,300,-32.137207783843714,[-0.9720236718961444 -0.9999999014082002 0.09729150214869392; 0.9366267456741107 0.999999971835487 0.4789426997041334; 0.999999999981275 -0.9999999999662862 -0.9982987591552659; -0.309147182294691 0.1796361985430113 -0.20652878759484097; 0.99999999824744 0.9999999981101558 -0.9999999995880902; -0.9999999999999408 -0.9835788202908096 -0.9999999997793312; 0.9999999999699126 -0.9999999996391163 0.9416859069798079; 0.7859902586823938 0.09760600448125693 -0.9651794374878975; -0.9999999999998873 0.6564778401102095 -0.9999999999869046; -0.9999999975023672 -0.9999999996584444 0.9999999999989102; 0.5368637226325788 -0.8969414975669113 1.0; 0.9991039153221829 0.9999999999885841 0.9999999999998933; -0.9685845485046631 0.54548086109639 0.999999999999434; -0.30212165796712304 0.999999998762944 -0.999999908965073; 0.23251482730428083 -1.0 -0.9996135204050418; -0.9999999999311399 0.9999999998719512 0.45494238601407777]
230,10000,300,-32.29374291792661,[-0.44098849714516103 0.9999999999999982 -0.9999999997860329; -0.9999585483528728 1.0 0.40475328188081916; -0.07449959551968136 0.12831605484218142 -0.05178659839632959; 0.9650706364742039 0.9998121015530202 0.15038645334252312; 1.0 0.9999999999999993 0.9999999999999972; 0.9999999999999921 -0.9999999999999744 0.9999999999999956; -0.6674019197653243 -0.9999405359020836 0.6310335724727634; -0.07372565589664186 -0.9999997259494872 -0.999883029231373; -0.9999999999984347 -0.40247637339418346 0.9999999999999808; 0.6788258203245827 -0.4162966500143109 0.9999999999998039; 0.971281339489066 1.0 -0.9999999999999981; -0.9999999999999774 0.18605886430008556 -0.9999999999999445; 0.9999999999999996 -0.9999999999999948 -0.12543733791676687; -1.0 -0.9999999999999987 -0.9999999999999993; -0.7524605536017811 0.9999999999999978 1.0; 0.9999999999998752 -0.07886282874674373 -0.9998949667827999]
231,10000,300,-30.85419832786302,[0.1540381884153778 -0.9999999999999973 0.9999999999924698; 0.9701328650248185 -1.0 -0.9998437340050138; -0.9999999999996825 0.9999999999989342 -0.652443514890248; -0.9999999999999993 0.0076888741390509115 -0.9999999999944303; -0.9999999999951895 -0.9996873231366447 0.9902212555833675; 0.0955243216072286 0.09965958880804258 -0.05974129879979754; -0.941945032075323 -0.9999999999994508 -0.9999888215649811; -0.9999999999999886 0.9999999997170199 0.9999983305318099; 0.07026635791823227 0.9999999999999762 -0.8872193200498258; 0.9999992912837254 -0.24113563895333132 -0.9999999999997696; -0.9999999990869438 -0.9999994919007845 0.09463373487897468; 0.9999999999999741 0.2075370062198049 0.7364270925511287; 0.9999999999999973 0.9999999999918547 0.9999999999998976; 0.9999999999999997 0.9999999999999869 -0.9999999999991838; 0.9999999999999973 -0.9999999999998594 0.7041998484301718; -0.20687587451165984 0.9999999987325003 0.9999999999986706]
232,6388,300,-32.23024513269321,[-0.9999999999999932 0.35745476165821616 0.9201524276308493; -1.0 -0.9999999999999997 -1.0; 0.999999999999999 0.9999990892196882 0.9999999999999983; 0.9999999999999977 -0.1799737329293237 0.9999999999999997; -0.14911297229547646 0.1919510633706375 -0.995864565920764; 0.5395468194645452 -0.9999999999999992 -0.9523938696856903; 0.9999999999999957 -0.9999963937874523 -0.5455248456569631; -0.999999999999999 0.9999999999999977 -0.999999999999999; 0.9999999999999986 0.9999999999999986 -0.9999999999999655; -0.9781382734518812 -0.9999999999999885 0.9999999999999981; -0.3570229912299745 1.0 0.9999999999999993; 0.4746382716426065 0.9890099200394259 0.20433373631143695; 0.999992574280744 0.2824145769280646 -0.999955873510206; 0.30814233421073883 -0.9999999667729249 0.9779269942205467; -1.0 0.9974454369450282 -0.45392451818154617; -0.9974146905519385 -0.9579981361375465 -0.2894445114595495]
233,10000,300,-31.114195003152425,[-0.9713697647818527 -0.8987059784284301 0.4382200602853089; -0.13483614733041083 -0.9999999971401019 -0.5730172005531405; -0.999999999999998 0.9999997332764522 -0.06738716296826545; 0.1804559951102946 1.0 -0.9999999999999993; 0.2629228182986357 0.9999989797416865 1.0; -0.9999999999999916 0.999198322738265 0.9489391899769646; 0.9999999999999992 -0.9999999999999999 -0.9999999999999994; -0.9999999999999845 -0.9999999999993354 1.0; 0.8629767406233565 0.17102172428943438 0.27737315589881745; 1.0 -0.9999999999999982 0.8823312597912831; -0.9999999999999998 -0.9165826620234381 -0.9999999999999916; 0.6052270597896146 -0.8673730001056262 0.9999999999999959; 0.9999999999999998 0.9999999999999989 0.9915917857459552; -0.9933152692199363 0.14084418071669771 -0.9999999999803295; 0.9998633256318115 0.9999999999999857 -0.7978334295926984; 0.9059988485225346 -0.30696097998575406 -0.9999999999999997]
234,9487,300,-29.782178857191788,[1.0 -1.0 -0.3509496972254082; 0.17294862488865914 0.9831007081447533 0.6013461091012209; 0.9999999999999991 0.999999999999991 1.0; 0.255998602948441 -0.988408188661493 -0.9999999999999996; -0.9999999999999963 -0.9999999999999982 -0.9999999999999997; 0.9999999999999997 0.847497981989195 -0.3318814851778891; -0.9999999999999021 0.999999999999998 0.9999999999999947; 0.999999997221614 -0.9999999999999927 0.9999999999999787; -0.9999955833139169 -0.999999999999977 0.9999999999999896; 0.9999999999999947 0.9999999999972408 -0.9999999999999964; -0.9999999999999947 0.8326146060923423 -1.0; -0.002150986842593874 0.9939461362838283 -0.9999999999999407; 0.9999999999999996 -0.2800256023260643 1.0; -0.9999999999999933 -0.9999999999999547 0.08416441507029827; -0.994876953097059 -0.04404602294867703 0.8337298256806118; -0.9999999986077479 0.999840449613485 0.3266954709990488]
235,8918,300,-31.132666756867348,[-0.9999999999999991 -0.9999999999999984 -0.9999999999999992; 1.0 0.9999703890163859 -0.9999999999999928; -0.9927478758461269 0.6848978250800359 0.6933239784428813; -0.014454754874415608 0.8527990951501441 0.9988711889325795; 0.9999999999999984 -0.16654560083884976 -0.9999999999999997; -0.999999999999998 0.9999999999999917 1.0; 1.0 0.075006226406501 0.9999999999999989; 0.9987329483915882 -1.0 0.9916574221694684; 0.9999999999999382 -0.9999999999999997 0.0045941530750894626; -0.8969709109412306 -0.9999999999999999 0.9999999999999987; 1.0 0.999999999999999 0.9999999999999901; -0.8640366880305665 0.3587335575560358 -0.9989615737382788; -1.0 1.0 -0.999999999999994; 0.6055670311927143 0.9999999999999999 -0.4519651570841223; -0.08896219235840364 -1.0 -0.9999999999999993; -0.9999999842631473 -0.9999999999999972 0.4354569839018069]
236,10000,300,-31.252607335603773,[-0.4572042733445722 0.9999999999944563 -0.999999989646116; 0.9999999722939632 -0.9999999977875367 0.9999999999992844; -0.9999999982350551 0.8820804829496486 -0.9997476024073411; 0.9999999999108081 0.9999976102081538 -0.25409136441547653; 0.9875807017045815 -0.9992392314024963 -0.313451360144162; -0.999999998072137 -0.9999999999998809 -0.9999999999999954; -0.9999999997126304 -0.9883429170348179 -0.25750972475088085; -0.5270409132534998 0.9998640727489047 0.8949909797804801; -0.9999999999996814 0.991329881713749 0.9999999999626284; 0.9999999863131038 0.20751866101885966 -0.999999955473755; 0.9999999999836381 0.9999999999485205 0.9999999999997473; -0.5375382294452501 -0.35441771025421887 -0.8223019115511333; 0.779465875181238 0.22548537596012394 0.9987421112775637; 0.9982513360630929 -0.9999999998467607 -0.9999999999999959; -0.9999999993983649 -0.9999999988198558 0.9999999999999907; -0.31514972377939643 -0.9999999983096015 0.9998474651164672]
237,8308,300,-30.802871390471644,[-0.9999999999999963 -0.999964809649991 0.13021970611742284; 0.9980597652913424 0.999999955557919 1.0; -0.93239273454222 1.0 0.999999999999988; 0.9999999999999998 -0.9999999999999991 -0.9999999999999997; 1.0 1.0 -1.0; -0.9999999999999961 0.9607923506618081 -0.9999999999999939; 0.9616813184690975 -0.9647333177395641 0.9999999999999997; -0.8340453030758335 0.2251206352691503 0.9989182303381153; 0.9998574915805271 0.06686418479088979 -0.9568242636237979; 0.977116187177008 -0.9890374106457852 0.3853351135457063; 0.18087584360676148 0.7662057420123719 -0.9143289484483356; -0.9999999999999993 0.9999999999999992 -0.2269622124957808; -0.2365073110230021 -0.9992918991489607 -0.999999892719099; 0.9247517506417057 0.944153096008345 0.3619658950285253; -0.9999998915717792 -0.9999999999999984 0.9999999999999993; -0.9999999999999999 -0.9757177274780185 -1.0]
238,7998,300,-29.628808521224098,[-1.0 -0.9999999125370019 -0.9999999999999911; -0.3204392402820041 -0.9997942701814594 -0.9999999999999998; 0.9999999407443423 0.07717189652804689 0.9880074271902902; -0.9999999999999999 -0.9999999999999981 0.999999999999994; 0.9999999999999953 0.9999999999999998 -0.33849710789689874; 0.3375315806037516 -0.8330522766217323 0.9695367895900078; -0.9999999999999986 0.9999999854758075 -0.9999999999999987; 0.9999999999999823 -0.15979982277762894 -0.9734580111037104; -0.9999999999992516 0.9999999940196639 0.027438141393711146; 0.9999999999999979 -0.9999999999999984 -0.9999999702240948; -0.5677123585882977 -0.9756220067862966 0.03515635805996042; -0.9999991710431787 0.9999999999999958 0.9999999999999988; 0.1563074676493474 0.9999999999999765 -0.9999999999999917; -0.998328281384462 -0.41650552728682383 0.9999999984720583; 1.0 -0.9999999999999994 1.0; 0.8296924551569741 1.0 0.9999999946462028]
239,1293,300,-31.118338476327573,[-0.15013941944056133 -0.9997876644614918 1.0; -1.0 -1.0 -0.9999999357863772; 0.9998472857588335 0.9996223093315649 -0.9997955097522349; 0.6278719311090291 0.9999857108313855 -0.08717639114956348; -0.5410742169086632 0.9599149430994299 -0.9999999701382731; 0.9695664847131822 0.08804194447753663 0.9976606282091669; -0.11928915167564612 -0.9478393270620408 -0.9999998264639517; -0.9998764922777253 -1.0 0.0902695643341715; 0.9700016251318778 -0.8598333786978228 -0.08695173147742133; 0.9999918690715864 0.9999999718880513 0.999981976468064; -0.9999998840805219 0.9775217443558791 -0.3964360413522419; -0.5602909834962677 0.9992870634567301 0.9999243811475014; 0.9997510227062776 0.37574915254518676 -0.9999969808378333; -0.9998732742476276 0.2541802389432809 0.9999960398647805; 0.9999795187009767 -0.9999997627698338 -0.9999773091837513; 1.0 -0.9998398318471797 1.0]
240,5144,300,-29.273848064380747,[0.9999999936612675 -0.9217090115380723 0.9999999917466875; 0.23857193433373408 -0.9999999999999939 0.999999999996045; -0.9999999735731173 0.9999999999980482 -0.9999999618716032; -0.7668584673745016 0.9999999956286914 0.999999917251086; 0.9377281894119189 0.9999999996492573 -0.3969269151118883; 0.9999999765623568 -0.9999999999990787 -0.999999999273266; -0.9999999999965097 -0.09046222678874546 0.9999999998977783; 0.9999999155695781 0.5422526385738163 -0.9999999999998613; -0.9999999701668788 -0.4053826691659994 -0.8474438027872516; -0.9895784492704461 -0.9999994865868311 0.9999608320995024; 0.45519124081556994 0.563353503063439 0.9442828058865216; -0.9727065796274911 -0.9999999992314076 -0.9998740770099435; 0.9999999996925725 -0.996672558213561 -0.2837347812435251; -0.9999999997409394 0.9999999661324858 -0.43890669835519086; 0.9771428011310904 0.9992497525163647 0.9999999978067073; -0.05974001855864544 -0.03323282310103092 -0.987448156405197]
241,5805,300,-32.384113657165614,[0.9999999999999993 0.9999999999999997 0.9999999999999992; 0.9989209308628912 0.7920409822910695 -0.15013622142122807; -0.9999999999999997 -0.8960646257412271 0.9999999999999999; -0.010482728118106152 0.9988920317270488 0.9999999999999984; 0.9984424055665311 -0.995966869591632 -0.9999999999999972; 0.9993954342147452 -0.9999999999999927 -0.4130022215026336; -0.9856976269425807 -0.413856385215475 -0.999999999999922; -0.9999999999999999 0.8254256912936917 0.9999999999999999; 0.23633278757648335 0.8250900603342222 -0.9999999999999998; 0.9999999999999991 0.9999999999999989 -0.9999999999999983; -0.9999999999999986 -0.9999999999999993 -0.9999999999999956; -0.9999999999999993 0.9863013658081438 0.0289156981819066; 0.9381497545763228 -0.0981411314498863 0.9999999999999984; -0.9999999999999982 0.9999999999999999 -0.9999999999999966; 0.9999999999999987 -0.9999999999999994 0.9999999999999986; -0.4511284147705028 -0.999741260620988 0.8412145521687608]
242,10000,300,-31.661710773382577,[-0.9965334947740714 0.3917193719782789 -0.9999999997307122; 0.9999999999999788 -0.9832520051541436 0.999999999990463; -0.99999999999969 0.9999999999961009 0.534542527322437; 0.9999999999999974 -0.9999999999425397 -0.9999999999979154; -0.44159300480406105 -0.9999981247499863 -0.9999999999768306; 0.10754275716271444 -0.9984031105119275 0.9506218073039395; -0.9999999999999701 -0.9975879492565388 0.9999999999927296; 0.6517783089173622 0.8049762805886868 -0.7094589341348689; 0.9999997458841439 -0.938673925652783 -0.34187526314560684; -0.9999998884994362 0.4055267271115943 0.9451480031365033; 0.9999999999994847 0.9707417392702653 0.9999999999995048; -0.996001345039127 -0.9999999999978479 -0.15149902386969288; -0.9999999999874537 0.9999999999978916 -0.8841853336066867; -0.6698808075252423 -0.16764309320711837 -0.06698148634019387; 0.9999999999987854 0.9999999999761251 -0.9999999999999797; 0.5471563592402037 1.0 0.9999426063857807]
243,7444,300,-30.833978918850022,[-0.9999999999969846 0.9999999945270927 0.24442269221526083; 0.9999999999998345 -0.34148923708729445 -0.9999999999999959; -0.19676300964109752 -0.9360829095913475 0.999999730658928; 0.999690077149402 0.999999915188511 -0.09193576723827929; 0.10959792040013276 0.4094042991542816 0.023666332374951214; 0.3497291118979144 0.9999999999999983 1.0; 0.9331443508485222 0.03484326543543762 0.9999999999999754; 0.9999999999999999 -0.9999999999999827 0.9999999999999994; -0.9999999999999992 -0.9999999999998572 -0.3350685179255428; 0.9991562889083623 0.9999999999999996 -0.999999999998732; -0.9999999999999996 -0.9955364152316628 0.9999999999999994; 0.9204399462222626 -1.0 -0.4126763809423505; -0.9797636535544636 -0.9999999999999999 -0.9999999999999999; -0.9999303845119636 0.9999999999999994 -1.0; -0.9991311808127858 0.16932171429463103 -0.9654865627653195; -0.9999996528007727 0.9999999999999754 0.9999999999999996]
