nPsoRun,n_iter,S,fgbest,optDes
407,10000,300,-28.474817650163004,[-0.9721926064929898 0.3564481912163966 0.9999999999998392; -0.20229319820488478 0.1457719533387554 -0.0959308969541045; 0.999999999976893 -0.9999999999998752 -0.981642472989805; 0.42521598760768614 0.9999999999999991 0.9999999993301922; -0.9999999999889302 -0.953466075160569 -0.02770424234234092; 0.38458826048695854 -0.8613038270088944 0.8207308322547557; 0.9999999999999545 0.2222884269647382 -0.9999999996219165; 0.05867680168064159 -0.999999999999665 -1.0; -1.0 -0.20073924188088496 -0.9700833826330691; 0.999999999999999 0.6979092803032471 0.9012280129200599; 0.7681999550924986 0.9999999999990055 -0.999710076727186; -0.9999999999999789 -0.9999999999997511 0.9999984486931447; -0.8719185612508114 0.9999999988716098 -0.9999999999964849; 0.9999999999999156 -0.9999999998947909 0.9999999999995637; -0.9999999999982719 0.9999999999995258 0.23459640457040157]
408,1599,300,-27.900984100174096,[-0.9999940174634433 0.11475122463141461 -0.9999981553545955; -0.9999331479391826 -0.9999423034359651 -0.162096694344823; 0.9722933294351843 0.296966548663223 0.9999989878562593; 0.9838936747737973 0.9999970853134115 0.7484976245094749; 0.2705341933749215 0.9999152497630296 -0.9959643581068114; -0.859344909011486 -0.9999999766923482 0.9999997549788433; -0.9999948116398922 0.31295472261750173 0.9997270670832755; 0.9960055532446641 -0.9999954809357506 0.9999999961547723; 0.999998052638863 0.959819636534524 -0.9999964790603494; 0.9999808055057835 -0.9999999884627998 -0.9999992445402626; -0.6029156294081633 0.9999652088511031 0.9962241185120744; 0.10143286276335808 -0.05043164587028242 -0.2629351078667863; -0.9999936991576446 0.9999999156169168 -0.9999994288550502; 0.11768141945244828 -0.9999999793753322 -0.9999902110682914; 0.9743142044998808 -0.8107842803204635 0.08948794453489949]
409,10000,300,-29.291356480897264,[-0.8409485949900953 -0.999999999999081 -0.9999999999999897; 0.42785899233489544 0.8050621559699052 0.9120119850762234; -1.0 0.42237567087885974 -0.9984296754195224; -0.31075748635027683 -0.9999822581574286 0.9999999999999986; -0.16819488886526873 -0.14021060626785595 -0.06340985198064587; 1.0 0.999999999977842 0.9999999986711179; -0.999999999999903 0.9999999999998809 0.9999974049766859; 1.0 0.11581903437828683 -0.9994722193017915; -0.29036212598279254 1.0 -0.98995569199869; -0.9886110768168478 0.4873083135542076 0.9999999999993021; 0.48623310738418735 -0.9999999999999915 -0.9939419484258281; -0.9998704830946574 -0.9992183353983868 0.31243207912966237; 0.9999999999999966 -0.996849260791948 0.17777585764087625; 0.9547731988646897 -0.9999999999999991 1.0; 0.9999999999999564 0.9999999999998248 -0.9999999999999998]
410,5938,300,-27.733238540416025,[-0.9695628277677366 0.9999999999980469 -0.01359752337037626; 0.4584319945077697 -0.9999999999994549 -1.0; 0.9999999999999312 0.9999999999993089 0.9999999999999702; -0.9999999999989554 -0.999999999999992 -0.9999999999977682; -0.7770865492668599 -0.39669918908884305 -0.8495561526603247; -0.9732818482647055 -0.9999999999998911 1.0; -1.0 0.9999999999996725 -1.0; 0.99999999999794 0.985797371966263 -0.9999999999990327; 0.9999799601839561 -0.32394395874587006 0.9999997806940953; -0.9999999999999082 -0.4108455744063283 0.9999999999999416; 0.0818578902786931 0.9999999999988306 -0.9999995843620261; 0.9999998495091651 -0.999999999999944 0.8620141244833309; 0.9999999999997635 -0.9999997998404615 -0.9999999999996398; -0.5983084475066623 0.9998837252449295 0.9999999999998246; 0.8152247515632943 0.9525521909894765 0.03291903608271548]
411,8501,300,-29.51150331829194,[1.0 1.0 0.4973336757024159; 0.29785693994300194 -0.9999999999999947 -0.9999999999999967; 1.0 0.8461600593242414 -0.9999999999999979; -0.9991953265429817 0.9999999999999964 0.3644893985851156; -0.7040288108528016 -0.9998989476141132 0.4187984728405838; 0.999999999999993 -0.6100777011145766 0.5746773446229226; -0.9515689227396685 0.41247623711330905 0.9999999999999702; 0.30088785786758787 0.9249582196500855 -0.9999999469133038; -0.9999999999999953 0.9999999999999991 -0.9999999999999997; -0.9999999999999958 -0.9999999999999993 -0.9999999999999996; 0.698227448010784 0.6801711312953478 1.0; 0.9999999999999746 -0.9999999999999928 1.0; -0.9999999966093818 -0.2765817715210997 -0.7920227682628552; -1.0 -1.0 1.0; 0.9999999999999999 -0.9999988254407918 -0.9999999999999986]
412,10000,300,-28.891281276647007,[0.9990408110603918 0.03617550597602382 0.9999999999998406; 0.921080593393666 0.9557301134071328 -0.08238893474116275; -0.9972111710681567 0.9999999999999721 1.0; -0.9999785323272011 -0.9999999999997495 0.9999999999999052; -0.999999999999935 -0.9954737234767612 -0.9999999999999708; 0.9999999999999913 -0.9999999999999907 -0.99980785498583; 0.09539895434632514 -0.9830948196926298 0.999166370234538; 0.9999999999999534 -0.9999999999997948 -0.12466747053817986; 0.5262417600499248 -0.265955296529418 -0.9999999999999315; 0.902896688712778 0.9999999999999949 1.0; -1.0 0.8205030525123435 -0.9999110896586599; -0.5753642672735436 -0.992044349143269 -0.5973264711238446; -0.9951765301103979 0.3009484222744513 0.9904912273926948; 0.9999999999983822 0.9997583494460874 -0.999999999999195; -0.46295815415554886 0.999999999999975 -0.9999999999290731]
413,7665,300,-28.446146032795085,[0.9763324685164086 0.999999999999999 -0.3285170257858534; -0.9660722114088083 0.9999999999999899 0.9999999999999949; 0.9999999999999984 -0.9999999999999999 0.9999977806646287; 0.30630249410211696 -0.9696049449208528 -0.9806425577887705; -0.9946717043671182 0.4769928808812235 0.6938964514538972; 0.0015241229496928852 -0.9999999999999997 0.9999518079265645; -0.9999999999999978 -0.9999999999999751 -0.9999999999999997; 0.9999999999999948 0.9995920626284818 -0.9999999999999997; -0.9601694294135037 -0.9999999999999418 -0.143219538635664; 1.0 -0.9857265412418409 -0.9269633428607317; 0.8658681236326076 1.0 0.9991396221141319; -0.9999999999999892 -0.9999995795758568 1.0; -0.746436758542221 0.4954231500781316 -0.9996819035506801; 0.9999999999999967 0.06827306178494413 0.9999999999999932; -1.0 0.9999999999999993 -0.9999999968112334]
414,7489,300,-27.505770337745513,[0.9999999999999994 -0.12666945050232284 0.9972005228942993; -0.40601825653653856 0.9999999999999991 -0.8895068323425023; 1.0 1.0 0.9999999901845336; -0.9999999999999981 -0.9999999999999997 -0.9999999999999999; 0.9999999999999983 0.9999999999999996 -0.9995442914227637; 0.9999322881383771 0.06577930076251477 -0.9999999999999913; -1.0 -0.9999996863552577 0.9999999999999989; -0.9399801417301932 -0.7794673827021769 0.17626578965475562; -0.03223340471918898 -1.0 0.9999999999999974; -0.9999999999999993 0.29900288052427976 -0.9999999999999997; -0.9999999999999991 1.0 0.47676474485385645; -0.28894084652246244 0.9977604117889526 1.0; -0.1694139540575748 -0.8335538329842852 -0.7562891115888173; 1.0 -0.999999999999999 -0.9999989143523125; 0.9956033879524436 -0.9999227673094746 -0.11877012216395759]
415,3557,300,-27.83978587829497,[0.8594356250562832 -0.9999999992687935 0.9999999998756376; 0.9999999999842203 -0.9733436657117497 -0.9999999999999692; -0.9989974368430468 -0.9999999857135058 -0.4804050926858983; -0.9999999412483019 -0.507878340067277 -0.9999999999928169; -0.015776042504514497 -0.4957454822028467 -0.4461128449533531; -0.999994491278576 -0.3830157506254771 0.6285853954906965; 0.9999456579940161 -0.021205389311246426 0.9997326585701719; -0.999999996996304 1.0 0.9377167104029298; -0.01821853669546437 0.9753599463111108 0.9999997366749546; -0.1786827551765473 0.9960103441821166 -0.9999106200333719; -0.999999999599574 0.9999999646176401 -0.999820094395988; 1.0 0.992980867891796 0.19725839910356693; 0.9998621957377213 -0.9672315223155822 -0.38850283676545283; 0.9999999999827862 0.9999762739991263 -0.9999999994976201; -0.9999999974824001 -0.9999999954676977 0.9999999997109428]
416,1657,300,-29.111160798531593,[-0.8821502616369443 -1.0 0.9999686150085234; -0.26262690646057435 -0.9991339145671353 -0.939858234796169; 0.9999994733965959 -1.0 -0.9999931743374706; 0.9992313730481877 0.9999999593823727 0.9999903926269387; -0.9999999999376921 -0.1955970385328154 -1.0; 0.9999999990089711 0.9999983399757435 0.10904854771180808; 1.0 0.12916684392580155 -0.9552509467045259; -0.9999999995069868 1.0 -0.9999858750933309; 0.9957199123540921 -0.9999985431713114 0.3468346642285279; -0.936051783123624 0.9969217641058702 0.9999999998765733; 0.20416201279887453 -0.050584708647668696 -0.43011359107805885; 0.9998533378884077 -0.2606898005754463 0.9999987550145514; -0.9999730606112239 -0.9992246867659261 0.45694838578129854; -0.8802791317263361 0.9723589383110219 0.3765932178451136; 0.021597142444891193 0.9999959304924271 -0.9999930573413067]
417,6665,300,-27.021043257660182,[0.9999999999999999 0.9999999999999993 0.9999999999999996; -0.9999999999999964 0.9999354630731475 0.9876598947986858; 0.9999654357791039 -0.9999999999999994 0.9999999999999958; 0.9938693904156434 -0.41641602526694266 0.755019915720142; -0.9999999668068901 0.39275941642091106 -0.9999999999999747; -0.9857649257373355 -0.9999999887977127 1.0; -0.40865693144453236 0.8960764020926034 0.9999999999999252; 0.9500377661102326 0.9999986400031988 -0.9999999999999999; -0.9999999999999621 -0.9999999999999909 -0.9999999999998965; 0.40456174218732754 -1.0 0.19734520227513272; -0.9999999999999905 0.9999999999999994 -0.9456548978125524; 1.0 -0.9999999999999986 -0.9999717598345699; -0.9999999999999869 -0.9999999999999983 0.3538105805763815; 0.9999999999999737 0.9174420528705596 -0.26793877000559724; 0.5510844695329892 -0.8038122329488389 -0.9999999999999976]
418,10000,300,-29.670799942451644,[0.999999999999964 -0.9999999913974957 -0.9999999999646052; 0.10006910213582437 -0.9999999999988277 0.9999999459627018; 0.9775579730781012 0.33828312431983004 -0.9999999999095105; 0.9416704348087938 -0.8172456320071065 -0.3298829918458259; -0.9999999999990643 -0.839341767585415 -0.3736157850325158; -0.999999999999992 0.9999999999879172 -0.4785787541200244; -0.9999999360953199 0.28320315145796443 0.9999999972035211; -0.09155969915305116 -0.07984781042328483 -0.07071659177614091; -0.13009052508152588 0.9999999985032204 0.9999999999397755; -0.4325053831450683 -0.9999999999997482 -0.9999999999355734; 0.999999998892983 -0.3471210853237144 0.9999999999992903; -0.9944590819298599 0.7260773390184911 -0.9999999694978513; -0.9999999999823626 -0.9572221547810431 0.9999999999320137; 0.9999999997195368 0.9999999997367233 -0.4418820695776856; 0.9999999975978072 0.9999999999994794 0.9999999980120827]
419,6142,300,-28.766664915683755,[-0.999999999999996 0.9999838046806904 -1.0; 0.999999999839033 -0.9781470606955399 0.01464413839904008; 0.9999980264786388 0.332895087622236 -0.9936242233575652; -0.7034502050877509 -0.9886798238549191 -0.9999999999999988; 0.4062527915118666 0.9999999999999881 0.9946452812762593; 0.9399782000542757 -0.9999999999999992 -0.9999999999999992; 0.999999999999999 0.9626293956068225 0.9999999999987752; 0.9999999999999998 -0.9988280826638106 0.9999999999999982; -0.7420616412816577 0.9999997749488363 -0.5693260200735644; -0.9235056827419744 0.22161490859328556 0.9109011640229155; -1.0 -0.9977701277101693 -0.32226226300866834; -0.9999999999999962 0.9761587724636008 0.9999999999999936; -0.9999999999999871 -0.9999999999999984 0.9999999999999984; 0.9999999999999968 0.9999999999999994 -0.9999999999999986; -0.055596233835873844 -0.831864420979233 0.9679887682235822]
420,4368,300,-29.668743688395534,[-0.9999999999999966 0.9999999999999984 -1.0; 0.5428573884056651 -0.9857096034370345 -0.8064149892400748; -0.9999999999999992 -0.9999999999999998 0.9999999999999988; -0.9999999999999999 0.9999999999999956 0.22152528689852077; -0.6265349355058336 -0.0965778168111549 0.9863883381997711; 1.0 0.9999999999999997 -0.9999999999999982; -0.9998726566795683 -0.9465005391657882 -0.3271555500248084; 0.8907821188575208 1.0 0.9999999999999987; -0.32221735455835915 0.627494302894292 -0.9907432548163034; -0.9813187040877226 0.9999999999999998 0.999999999999996; 0.9780434728024702 0.9999794575902957 0.17025228306930498; 0.9999999999999988 -0.43188167425442403 0.9999999999998256; 0.9999999982926441 -0.42735316538139034 -0.9999999999999996; 0.5607131988616586 -0.9999999999999994 0.999999129604033; -0.9999999999999986 -0.9999999999999991 -0.9999999999999993]
421,5624,300,-29.318668332155447,[-0.9999999999999686 0.9550704243349962 -0.9999999999899405; -0.9999999984289486 0.9999999999902665 0.9999999997390937; -0.9999999999972062 0.10138786911938841 -0.9999999999999859; -0.8202757302669418 0.9999999999974757 -0.24561265789684034; 0.9999999984184955 0.9999999997135692 -0.9999999999785437; 0.8319593226427722 0.9956236992268126 0.9999999999963047; 0.5152158485360193 0.5931793111112881 -0.909035886346294; -0.8442038124237119 0.06284054111302546 0.9617884336968779; 0.14088944542968473 -0.9999999999912588 -0.9999999406628137; 0.9999999999331237 -0.9630177717337663 -1.0; 0.3735969393317676 -0.9999999999968887 0.9999999999414502; 0.9999999999761606 0.9901523450573841 0.5125113197644011; -0.9870257716171732 -0.9999999996364454 0.9999999999662652; 0.999999999999543 -0.9999999999914422 0.31046868461430077; -0.933935982647191 -0.9999999998272088 -0.35206516970996377]
422,6262,300,-26.84808302736338,[-0.059552761799837095 -0.999903293821032 -0.9901574481743594; -0.16850676861461802 0.9980304802248758 -0.993161012442238; -0.9999999999995836 -0.9999999999999833 -0.999999999989458; -0.9999999999999936 -0.9999999999991176 0.5675324347543325; -1.0 0.982470094087095 -0.9999999999999594; 0.9999999999352326 0.9999999999991929 -0.9999999999999745; -0.9658685329964399 0.9611137008410094 0.24299341199854815; 0.9999999999991305 -0.9999999999999736 -0.9999999999990153; 0.2027809430728859 -1.0 0.9999999999976557; -0.807968172062561 -0.1910482881957311 0.9982400969848322; -0.9999999999999839 0.9999999999904193 0.9999999999525305; 0.9999451258172974 0.9994474108978298 0.10500012605330973; 0.9215014181116985 -0.30511931086791777 -0.9968980941294934; 0.9999999999417927 -0.47077576610080335 0.9139638370830775; 0.9999999999980753 0.9999999999998469 0.9999999999883933]
423,8382,300,-27.882163295976557,[-1.0 0.999999999999999 1.0; 0.9999973304858626 -0.28151439601074424 -0.6289498895730081; -0.9862560959247191 -0.9071354497097959 0.5278784470071995; 0.9999999999996063 -0.7405281493466961 0.9999999999999936; 0.9999999999999735 0.9999999997841866 0.9999999999999933; -0.9999999999999897 -0.9999450820348365 1.0; -0.04471234865718151 0.8599151248349088 0.9999999999999093; -0.01520648070161418 -1.0 -0.9519998849331954; 0.999999999999999 1.0 -0.5641334988939601; -0.999999999999997 -0.9999999999999976 -0.9999999999999297; -0.6804119311779315 0.0575095318842977 -0.9968375066070927; 0.9999999999999999 -0.9999999999999999 -0.9999999999999993; -0.05000311631569365 1.0 -0.9999999999999709; -0.9999999999999939 0.9999999999999775 -0.450777401501371; 0.9461096085916108 -0.9998958057129798 0.4915541354793897]
424,8147,300,-27.916201645193063,[0.938737491296666 -0.9478143329971386 0.10870845457618726; 0.9994623662004332 -0.9999999999999998 -0.9999999999999997; 0.9999999999999949 0.9999998366220216 0.9942174392324732; -0.999999999999998 1.0 0.9999999999999999; -0.999953427049512 -0.29621838997553596 -0.9999995298759611; -0.38137438959278036 -0.9872942802361727 0.9999999999999378; 0.01610759152733781 0.9955618864673612 0.9958105153763652; 0.9999999999999902 -0.05865006994700841 -0.9965347599605113; -0.9997794337885291 -0.9999999999999992 -0.9215074445037237; -0.8074596464049946 0.3686232229842608 0.5650998201228109; -0.9999999999999998 0.9999999999999967 -0.9999999999999998; 0.9999565229649897 0.9999999999823974 -0.3844737671239382; 0.018689810532261892 0.9999999999999932 -0.9999999994041965; 0.9999999999999879 -0.9718249539847393 0.9999999999999994; -0.9999999999999986 -0.9999999999999948 0.9884680361469358]
425,4983,300,-28.24569994622967,[-0.879021863143069 0.9999999998742122 -0.37589079987313506; 0.9353479900079932 -0.9931449769960304 -0.9999999999992822; 0.9999999999857354 -0.9231944233369246 0.9999999999992898; 0.9999999999855245 0.9999999923324748 -0.9999999992766769; -0.9999999999060296 -0.999999999995294 0.9999999999993929; 0.9999999999980259 0.9430443550794922 0.9998863605089119; -0.9999999998527446 1.0 -0.9999999999937812; -0.9873571722399963 -0.9999994990926202 -0.9999999999960004; 0.999999999986115 -1.0 -0.07672464597557002; 0.9967095123096807 0.31355724987248323 -0.9999999999702851; -0.9999999999926906 1.0 0.9999999999997287; -0.8868067247546474 0.12268920496245674 0.9999782254394619; 0.011502852951543118 -0.9851997840201842 0.9999999999918447; -0.9998515790406857 -0.8392026226966417 -0.3668113506598397; 0.33570176656946804 0.9685002426022846 0.9552783757696627]
426,7149,300,-26.89099243110131,[0.8080597311057445 -0.47944111217222013 -0.9999999999999684; 0.022689072972065717 -0.9983734572432401 -0.4499227576292952; -0.9999999999999979 -0.9956701559209045 0.17833636904739916; 0.9999999999999937 -0.9999999999999992 -0.9999999999999978; 0.9999999999999998 -0.999999999999997 0.9986332681259854; 0.41036513914294886 -0.9999934998188457 0.9999999999999999; -0.9999999999999991 -0.9878764750616172 -0.9999999999999988; -0.8190799810325775 0.9999999973730792 0.999999999995986; 0.9999999969781795 0.9999999999999997 1.0; 0.9999994394241569 0.9999999999999999 -0.4385309444761141; -0.9999999999999887 0.9999999999999993 -0.19486975615426536; -0.9118520695826875 0.26209861888208613 -0.999996111505624; 1.0 0.2464544458302361 0.5644365854603697; 0.9999999999999984 0.9994722375580211 -0.9999999999999994; -0.9999999999999967 -0.31921684371422054 0.9999999999999991]
427,8785,300,-28.00108147910228,[-0.5914666877431328 0.8093273003537078 0.9999999990762262; -0.8636379020905094 -0.9130792927419049 0.06292432073540752; 0.9999999999999964 0.9819946795604356 0.9999999999999977; 0.0787208553435046 -0.9993303386772566 0.9872365505773214; 0.3454943530644592 -0.9999977124834473 -0.9999999999999223; -0.9999999999999998 0.9999999999999999 0.9762219306771941; 0.9564765670663522 0.9999999999999942 0.14546089896653835; 0.9999999999999989 -0.899932647001447 -0.30326920955173736; -0.9998209335971994 0.3647843785806538 -0.9994174568046674; -0.9999999999999997 -1.0 -0.9999999999998458; 0.9999999999999989 0.11729984614372899 -0.9999999999761701; 0.976121159503676 1.0 -0.9999999999999999; -0.9999999999999998 -0.9999998980703764 0.9999999999999984; 1.0 -0.999999984745762 0.9999999999997876; -0.999990643638882 1.0 -0.9844401680842858]
428,6842,300,-26.731472871507535,[-0.9999999999999991 -0.9999999999999947 -0.9645197769642124; -1.0 0.9999999999999994 1.0; -0.157162428233254 -0.9999999999999992 0.99999999999992; -0.9999999999999915 -0.5007770271890888 0.9999969685132458; 0.14315416462384867 0.9576204771932679 0.7645277961499555; -0.9999999999999959 0.9968490466069923 -0.40891059606176083; -0.4049005317000141 -0.9999999999999997 -0.93752181188442; 0.9593674166201995 -0.9937428908293463 0.17824274623826403; 0.999999999999982 -0.6683784578753157 0.9999999999999997; 0.9998996645022584 0.39664658054332375 -0.9999912630483381; 0.999999999999996 -0.9999999999999987 -0.9999999999999996; -0.8045446611396853 1.0 -0.9999999999999987; 0.9999999999999997 0.9999999999999993 0.9999999999999825; -0.41560048039572683 0.10185450551430128 -0.9423580980288397; 0.999979258930614 0.9999999999999994 -0.9989630656383596]
429,6310,300,-26.41470176375553,[0.9999999999999964 0.9999999999865701 0.9999999999999996; -0.9999999999952366 -0.9930018346349243 -0.9986301124316515; 0.04495757401907294 0.9747295060921726 -0.9993399467996877; 0.4129887259759287 0.9992199796885234 0.5676364730358309; 0.9999618807526173 -0.392713369610704 -0.9945317927865406; -0.999999999999997 0.9999999999999768 1.0; 0.9931158381014978 0.6518859154897853 -0.07651416983263047; -0.2674384713232923 -0.9999999999999996 -0.9999999999999772; -0.9386074834259102 -0.3951465791591135 0.9999816696894143; 0.9999999988887105 -0.6879542957783669 0.9776390621152387; 0.9999999999999146 -0.9999999999999991 0.18474131071186134; -0.9995742099825268 -0.9999999999997374 0.9999687614062119; -0.9999999999999941 0.9539912898043663 -0.9999999999989062; -0.9980571660092337 0.9999998194396408 0.27881538388669774; 1.0 0.9999112281663447 -0.9999999999999811]
430,5926,300,-29.234016191311703,[-0.8839562709830382 0.9999999999999998 -0.8416001451801522; 0.9997716448705396 -0.9999999999999981 -0.9999999999999997; 0.7630528124892455 -0.9999998905648841 0.9999999999999999; 1.0 0.9999999999999997 1.0; -0.9929630439516457 0.33883358925888524 -0.9999999999999996; 0.4567400742347444 -0.6465169277817258 -0.9654988737391187; -0.9999999999999977 -0.9999999999999976 -0.9999999999999996; 0.9999999999999982 0.7909988406439352 -0.4270962112929897; 0.9999999999999984 -0.999434836535405 0.34201698779823325; -0.9844221568416152 0.16278783120330687 0.999999999999997; 0.9083013780023513 0.9999999999999983 -0.9999999999999999; -0.9999999999999993 -0.9999999999999984 0.9999999999811884; -0.9999999999999999 0.9999999999999994 0.9930872426647545; -0.7635994339064632 -0.9999999999999993 -0.11701507158176003; 0.3240042090260671 0.9923756395707537 0.999991413953731]
431,9673,300,-24.80898562847878,[0.9999999999999983 -0.9999044085465728 0.9999999999999998; 0.00574435062301442 0.9999999999999699 0.9999999999999993; -0.2984619043247279 -0.999999999999999 0.9999999999999094; 0.9395341562990487 -0.40360162275103034 0.3383408215392765; -0.9999999999999974 -0.6726895316039687 0.8512873060131837; 1.0 0.9999999999999959 0.9999325766374978; -0.9999999999999979 0.9980225961141702 0.6292779027988107; 0.9956047205479385 -0.29624952891867645 -0.9999999999999997; -0.0783555622716464 -0.8206321649871587 -0.5108426426421817; -0.9999999999999998 -0.9999999999999987 -0.9034722579310075; 0.9999999999999999 -0.9999999999999999 -0.9859647555812956; -0.9999999999999912 0.9999999999999971 -0.9037246831075432; 0.9938129712972531 0.4574728979895076 -0.9655965521447748; 0.9777332814229361 1.0 -0.9999999984903631; -0.9999999999999843 -0.13321305717628198 -0.9999999999999992]
432,6073,300,-26.273213297514193,[0.9490205233077109 0.3314646387393779 0.9995557426775209; 0.9998324553975655 -0.9999999999999932 1.0; 0.9999999999999997 0.9999999999999889 -0.9999999999999983; 0.9916716381869976 -0.9082980295645288 0.03291970878519331; 0.9999999999999988 0.9999999999999989 0.9999999996438039; -0.4201588379361012 0.8873949351123052 0.952502668313304; -0.9999999999993948 -0.9999999999999999 0.10717778777311779; -0.7530888242589926 -0.9186509765361442 0.9999999999998513; 0.9426804119894987 0.4022646410261734 -0.9999999999999997; -0.9999999999999981 -0.9932480339834988 -0.9999999999999954; 0.6892415674104948 -0.9999999999999963 -0.9999999694468447; -0.9999999999999993 0.9999820998341636 0.9999999999999996; 0.29428881300904575 0.9999313105495816 -0.47693880202227024; -0.9999999999996929 0.9999999999999999 -0.15760318421374223; -0.9999245337627506 0.9632781540710477 -0.9999999999999875]
433,10000,300,-28.677388291374168,[-0.999999999977153 -0.39881944206884085 -0.9999999999999685; -0.999999999999775 0.9999999999966885 -0.9999999999996839; 0.9614213766122823 -0.9923546682765284 0.9999999999974033; -0.9999930356526798 -0.9949667862613532 -0.09604339186672144; 1.0 0.9999999999999972 0.8420572717954308; 0.04995208532575822 0.9813012112164529 -0.8414016778395198; -0.9834683621260109 0.1318088529769609 0.9934665328744784; 0.9903185093481319 -0.9999786102157499 0.29274392844634467; 0.9999999999973664 0.9999537537110862 -0.9999999999999992; 0.3605418448452635 0.9999999999992322 0.9999999999999998; 0.9990816026463026 0.4977757049557465 -0.34599004602678335; -0.9999999999951451 -0.999999999998617 1.0; 0.9999999999998174 -0.9999999999991723 -0.9999999999999999; -0.9999999999999928 0.9999999999994983 0.6709463793807826; 0.5331401032700159 -0.7652098461816728 -0.9977124577602192]
434,3919,300,-26.594089574450106,[0.5391290335895642 0.9999999189697681 0.9999999949311783; 0.017122321116630528 -0.9053788585686647 -0.9999772185756384; 0.9992054654987598 0.10444762322714658 0.9956063702781935; -0.9999999856150255 0.998772803714617 0.9999996760368831; -0.996636042636387 0.9977364519392877 0.1744262175768441; 0.2553510292536762 0.045514594970596685 0.017517422521823738; -0.9999999990533013 -0.9999999995210465 -0.9999998582640462; -0.16414537207864757 -0.999955611177597 0.9999998961992769; 0.9999987040605716 0.9709470101944726 -0.9999999994966646; -0.9999943647856157 0.04941246982484459 -0.9999839269604254; 0.9999946007698975 -0.9999999898811536 0.6020312338993471; 0.9999999896925812 -0.9943750763192819 -0.9999999471957111; 0.9950894175330324 0.9792229982776107 -0.31902921426934094; -0.9999996786667705 -0.9273701060061718 0.5774933912928223; -0.9999726727724216 0.9999999988710465 -0.999999962265281]
435,10000,300,-29.28892961069513,[-0.9999999988625342 0.9999999999733674 0.9999999995295226; -0.88538404882861 -0.9999999607817753 -0.4973258378147287; 0.7759693225121326 -0.9999999986026491 -0.99999999999928; 0.37886124290654877 0.8311250644387461 0.924414759654031; -0.9999988961875579 -0.99999996076965 0.9999999999912033; -0.9189077893608638 0.027954306888963894 0.9791278875496708; -0.990546775148249 0.9971843351091081 -0.9999999784859485; 0.46432591007935325 -0.9999999981333353 0.99544106625489; 1.0 0.9999999920954137 0.996257879650173; 1.0 -0.4761145649330387 0.9999999999991014; 0.44050411126550887 0.7799514643026091 -0.9999999999596464; 0.9999999984101744 0.9999999999999991 -0.9954071465170834; 0.999999995874742 -0.6446529435909982 -0.684422181882107; -0.9999998551620424 0.9999999517043865 -0.32303789341663985; -0.9999999998162946 -0.9684966411384428 -1.0]
436,10000,300,-28.676271836048972,[0.43265047711835725 0.700740860017144 -0.9999997646509744; -0.9999999999434738 0.999999999997986 -0.9999999999996874; -0.9999999995880048 0.08017829880566724 0.9950183235021067; -0.1926878466806851 -0.9872172496772982 0.937179571334149; 0.964912350834454 0.9999999999997312 0.7285861161472335; -0.9993560928789263 0.9999999999885415 0.999999999994797; -0.9489095361198042 0.9797048448867767 -0.031041001876767855; 0.9999999994134905 -0.9999999999999842 0.9999999999753443; -0.999999999997531 -0.7193180543442786 -0.9560036216632839; 0.9999999999979399 -0.6096556095050688 -0.30453689270284406; -0.9999999987476295 -0.9999999999997908 0.9540895403245134; -0.32009933972079974 -0.9999999999794222 -1.0; 0.9999999998819126 0.39755711763487817 0.9999999999058393; 0.999999999999677 0.9999999999996324 -0.999999999984476; 0.9999999999981337 -1.0 -0.9999999999942234]
437,10000,300,-27.225551958354366,[0.012486315777486434 -0.9999999999980811 0.9999999999998694; -0.9999999999999851 0.8570955328481454 -0.9999999999999944; -0.9999999999999546 0.052571690269631946 0.9090738094276923; 0.72930295022303 -0.9663351457577602 -0.2293859233691012; 0.9999999999984741 0.8633212515894237 -0.999999997433951; -0.9931425646808714 0.999999999943568 1.0; -0.9999999999995135 -0.9999999999999177 0.9671702499280537; 0.9999999999996138 -0.9999999996721662 -0.9999999999999866; 0.9999999999998472 0.9999999999999312 0.9960813301456626; -0.9999999999990058 0.9999999999992882 0.23153488224995308; 0.18625977480328956 0.9999999999999841 -0.9999999999970207; 0.9999999999987194 -0.9999999999999394 0.9999999999997619; 0.9004122684946967 0.44234864773430366 0.9064900969612975; -0.9999999999998603 -0.9779101084377957 -0.9999999999998456; -0.12164706423393573 -0.9943005232632438 -0.9999999999999996]
438,10000,300,-28.27776985188551,[1.0 -0.5016727268479751 -0.9999999998101752; 0.9999999999999343 -0.9999999999919896 0.9999999999999448; 0.9999999998549448 0.9999999997090308 -0.9999336553900839; -0.9999999999979101 -0.963714019106236 -0.999999999994278; -0.6537111927049876 -0.9999999992409649 -0.7933413896445565; -0.9999999999999586 0.9999999999650702 -0.14885118775367542; -0.2733708921036819 0.9999999998304758 -0.9999999999999972; -1.0 0.999997310361331 1.0; -0.05430304294759844 1.0 1.0; -0.11495525726727629 0.17290573733044873 -0.4539258945909157; 0.9999999999977583 -0.09713938403028728 0.9220757415318339; -0.9999999999984965 -0.9909056857804475 0.6190081685461779; 0.8165647287336247 -0.9999999999973854 -0.27528389786519886; 0.9999999999994093 0.9892295943540176 0.2571458015611355; -0.31534959107700444 -0.9985707835140003 0.9999999982878783]
