nPsoRun,n_iter,S,fgbest,optDes
258,6101,300,0.4806256379740809,[0.9999999999792074 -0.0031421142554334635 -0.0009713775208061092; 0.9112360419601842 -0.9999999999715011 0.9999999999999779; -0.15953223871109215 -0.005727141748856063 0.9999999999865067; -0.9999999999971998 -0.9999999999204681 -0.9999800778190295; -0.9999999999954964 0.9998949726572899 0.9028447294838197; 0.9999999999999297 0.9999999999483764 -0.9999999999988775; 0.018737671326416364 0.9999999999999296 -0.015062906963032282; 0.9148651314056396 0.9999999999990782 0.9999999999999559; 0.9999999999175743 -0.9999999999515492 -0.9999999999999196; -0.5648112816986361 -0.0017365051972265825 -0.09959698003282802; -0.03271062839736092 0.0016012421355994521 -0.9999999999966964; -0.9999999999091955 -0.9958068104272906 0.9089413422943903; 0.016858317040535437 -0.9999999999834573 -0.022861877931387733; 0.9999999998421781 0.007891683556687531 0.09603500757950514; -0.9999999999899094 0.9999999996954925 -0.9999707694598468]
259,3675,300,0.5036789746469092,[0.9999999091895072 -0.9567786451796726 0.4903614481541551; -0.07855621960058108 -0.114321398616527 -0.024145187461873104; -0.9999979147303708 -0.9997872591020617 -0.9999848159598023; 0.23468886958576524 0.9999992101881549 0.9999942457042184; -0.0766649522191371 -0.11326828724924613 -0.025941845588404063; 0.5520557353536739 0.9999981036222945 -0.2517557353206324; -0.2085166352412292 -0.07392806366461596 -0.9970236196727325; 0.9999999794274519 0.349729364775089 0.8448084694156663; -0.9999977497084409 0.14947893097801568 0.9999998881559722; 0.9999998047855078 0.37032175032777764 -0.9999934864940836; -0.9999990763467085 -0.9999937680332095 0.5666038962124101; -0.9999995740288147 0.999991361768001 0.16238694392989714; -0.011534746641903739 -0.9999995776690549 1.0; 0.6837084347190097 -0.9999999318454186 -0.9999999999854478; -0.9999974158329442 0.999999932348 -0.9999999591369081]
260,3665,300,0.48016706708597523,[0.04325895172250841 0.0019832140747651408 0.5770119058366203; -0.026109923390210264 -0.9999999988456785 0.09732572159240088; 0.9999999994834434 -0.9999999999984518 -0.9323844225558466; 0.0070180933921756465 -0.02028139294457263 -0.999999999795953; -0.9999958948691016 -0.9143909214723305 0.9999999999976408; -0.9999999988927072 0.9999999998280972 -0.9999983774203224; -0.01639713292053599 0.999999999994522 0.011803701932930925; 1.0 0.05531333931667583 0.054631176014212586; 0.9999999977429224 0.9999999997991217 -0.984007384362726; -0.9999999984215644 0.015238984420289708 0.005859994794789713; 0.9977400899850688 -0.9993931939635555 0.9999999998853423; -0.9999999997483633 -0.999999999787613 -0.9733956971193131; 0.9821147289930698 0.9999698533582344 0.9999999998460836; 0.004582103485809124 -0.009279836313225504 -0.9999999947046576; -0.998358088968605 0.999986759571931 0.9999999985476534]
261,2718,300,0.5101192966511027,[0.9999997654778796 -0.999999460505649 -0.18033272520973775; 0.9999921132061076 0.9999997141462066 0.9999964620930536; -0.17048043390448733 -0.9999808489970456 0.46813915397812034; -0.999999999708605 0.14655148473578453 0.06991272485623365; 0.9999996357961045 0.08147699698284665 -0.9999872483467591; -0.04261824064241349 -1.6516083611837617e-5 -0.2039593699165658; -0.2106418065343308 0.22527769278036772 0.9999987341462827; -0.9999979117208819 -0.9999653817772994 1.0; 0.5413044388423964 0.9999958553989982 -1.0; 0.999998786467472 -0.47177059878426003 0.9999997164656226; 0.3716745556386796 -0.9941705220510678 -0.9999999948112623; -0.9999997805306442 -0.8099831474721209 -0.9999934758459816; 0.41186854260626926 0.7754017978863363 0.11769662212423211; -0.9999992194857734 1.0 -0.9999999852495957; -0.999998377661273 0.9999988081105303 0.9999967169832205]
262,1876,300,0.519511432981271,[-0.0880361687304485 -0.04131878038539932 0.08511031025851001; 0.999999904727446 -0.6505718347809918 0.030227318247177316; -0.0326310628028932 -0.04865583442823665 0.235486153266119; -0.9999990725643146 0.3701744939704827 0.6455181029701588; 0.03638371734822057 0.9999915166288769 -0.20754713945520661; -0.2634401838471343 0.9999999471569478 0.9999989200993809; -1.0 0.9999872399739469 -0.8559024638236733; 0.5879605410146981 -0.9999946283208286 -0.99999479705369; 0.6450034846245687 -0.9321088854142856 0.9999969997593802; 0.9999992334534554 0.6182513374347509 0.9999999990659925; -0.9999916611215043 -0.35715392807836716 -0.9999995632061921; 0.27452216034139537 0.144365334798681 -1.0; -0.8119117142290573 -1.0 -0.3934069986430352; 1.0 0.9833749278511537 -0.7116640877882291; -0.9975273670609278 -0.9972990064221537 0.9999944681790133]
263,3955,300,0.5095740666293241,[0.12399846336798849 0.04315016741274817 -0.04400297086651439; -1.0 0.07184656782293941 -0.9243870755374013; -0.42092436513241094 -0.9999997493061691 0.9999998793900248; 1.0 -0.9183340835913076 0.9999156412380782; -0.9999999962601619 0.3479060636497436 0.902757802683887; -0.6418606057640804 0.9999997376795408 0.50015640484396; 0.9999870204927592 -0.48243101605567 -1.0; 0.6621474910397176 -0.9999981407374556 -0.15217221621823432; -0.9999999928945124 -0.9802880764727647 -0.11725296158405019; 1.0 0.9999875528895384 1.0; 0.9999999920603156 0.9999987209013711 -0.555899809238062; -0.19392989395082655 -0.9999976322351879 -0.9999998965103283; 0.18239832269206283 0.06236339025406975 -0.027073132686537806; -0.4522157101264705 0.9999999971916427 -1.0; 0.2738520364750741 0.12417944654672475 0.9999028481851138]
264,1880,300,0.4476413652717875,[-0.9999999337045201 0.04920715131329078 -0.00644976396312713; 0.007357979207688925 -0.06714720256698826 -0.9999998365146189; 0.999994591210857 -0.9999997205602269 -0.999998961703067; 0.9999999839959253 -0.999999912937018 0.9999985875430509; -0.015347790378009811 -1.0 0.03392925217763567; 0.9999997731037663 0.04531755437684001 -0.02049938169965505; 0.02166100476346672 -0.025312382888019472 0.9999999960343522; -1.0 -0.9999986574797923 0.9999998427829534; -0.011195659025747238 0.9999999935267048 -0.0075502672139069315; 0.9999998821684489 1.0 0.9999986006187543; -0.9999998312363775 0.9999998630049136 0.9999996312985806; -0.9999996963299648 0.999999984011696 -0.9999999788530708; -0.9999999341333914 -0.9999998356733951 -1.0; 0.008959567577753685 0.004213920717303014 -0.010430099484468446; 0.9999986284022226 0.9999999722900491 -0.999999920393594]
265,1723,300,0.5004097072367962,[-0.5537132076306219 0.9999980622201644 -0.999999913916604; -1.0 -0.9999878241139475 0.4901549994520353; 0.9999946941800042 -0.9999994511665106 -1.0; -0.1654819996554364 0.9999957942060643 0.9986802800079522; 1.0 0.9999999725845312 -0.46248684696416703; 0.29370135489109406 -0.9999899206873354 0.9999999799304322; 0.9999999898825305 -0.6341569661853494 0.42172540607681286; -0.29946880449835295 -0.9999944021220488 -0.6899960004035994; -0.9999859639298669 -0.29834951489180783 -1.0; -0.9999428770409288 0.008129393759181735 0.9999927794506346; -0.999997803710258 0.9999943239294424 0.1046511545503303; 0.02622097845854292 0.06430005981287772 0.03435840637527617; 0.5945385758301593 0.08443595350640354 -0.9987943299903754; 0.9999937943439846 0.8814505062811435 0.9999915008746418; 0.01936317647748522 0.059332862631497195 0.033997234515965084]
266,3315,300,0.4475722752278195,[-0.999998583112136 0.045028996120658416 0.021392760932794474; -0.9999999700820299 -0.9999995443397736 -0.9999909988400865; 0.9999996002056161 0.9999999119645954 0.9999999983533058; -0.04351755882880137 -0.9999999690225977 -0.008222292911877201; -0.0012904681703441046 -0.0007680314904914936 -0.00367623398116236; -0.9999999564386766 -0.9999978848727232 0.9999999617239794; -0.9999954687920966 1.0 0.9999999951562693; 0.9999999237921393 0.9999738838097472 -1.0; 0.027257020953740725 -0.04139972941642669 -1.0; 1.0 0.013029673085897083 0.020721601378050868; -0.010892846919461428 0.9999999896259465 -0.03384066354632574; 0.9999995782131027 -0.9999999118701371 -0.9999999994526247; 0.9999999998701559 -0.9999999460095335 0.99999957518708; -0.9999998141458449 0.9999999649962725 -0.9999998013968479; 0.027879924698321304 -0.016137469649682084 0.9999999880762831]
267,3014,300,0.5194277911285404,[-0.5476204342493675 0.5016442165451583 0.9999999747595872; 0.9999999754595967 0.9990957271694785 0.9999999431660217; -0.9999999957101307 -0.90483519419883 0.9999598102568786; -0.7105463004620486 -0.5379004852956875 -0.05575873554646045; 0.9999999770789119 0.9999999310235727 -0.9999997234117516; -0.8588075740611277 -0.9999999999160228 -1.0; 0.06110995350134046 -0.11324194169307764 -0.0015949105825332913; 0.20655415510815753 -0.9999999969296741 0.9999999557694662; 0.23905084125872145 1.0 -0.04484061278230354; 0.9977078144539702 -0.9999999935244857 -0.9999999997468342; 0.04461298499467011 0.09973292645822458 -0.9999998611359441; -0.9999999996517318 0.5834753466220756 -0.9999999315454384; -0.9999999846929317 0.9999999999999581 0.05874270226887367; 0.9999999985574839 -0.9940457476718229 0.3952552025443599; 0.9999999973490419 0.0973057987902873 0.3499884277250381]
268,2504,300,0.4988238619717056,[0.999999998543281 -0.9999635996082437 0.9999999814502346; 0.02220128435109759 0.9047130504877987 0.05138391752374962; 0.006372428948294376 -0.97038383852625 0.06703473981327596; -0.9999999609124984 -0.9999999983907298 0.999999992273504; -0.9839516677425038 0.9999999974519789 -0.7961663286232739; -1.0 -0.022312829301691733 -0.9999999847295828; 0.03143909456308561 0.004819443133000658 0.9227785165787248; -0.8629697273288971 -0.999999998531552 -0.9999999936256843; -0.9984215969240962 0.9999999944353056 0.9999999995451887; 0.8638400446271632 0.05252464961709376 0.05707148166700523; -0.9999999993020622 -0.07408966451138714 0.0761014240236409; 1.0 0.9999999995968294 -0.9996870242566708; 0.9999999999906635 0.9889641901578943 0.9999999974260895; 0.08285025507880228 0.06676949533632152 -0.999990564696649; 0.999999794386039 -0.9999998671411775 -0.8386855661812562]
269,1621,300,0.44773661599340325,[-0.9999930490728408 1.0 -0.9999895320166027; 0.05293119408474981 0.9999992711360175 0.011984823742577592; -0.9999962407554523 -0.9999969957978739 -0.9999681864346686; -0.040684240459787496 0.04073269272682532 -0.9999962464748413; 0.9999916911306733 0.9999989411601475 -0.9999926578502353; -0.0167558661132861 -0.9999933439648795 -0.060356415761167334; -1.0 0.0305478586883671 0.04819293991014896; -0.005894031087447395 -0.0005956226181645908 -0.0009713740963823251; -1.0 0.9999925985270204 0.9999997712647576; -1.0 -1.0 0.9999916509853134; 1.0 -1.0 -1.0; 1.0 -0.03795216287019144 0.001450754150276309; 0.9999870570020468 -1.0 1.0; 0.004671986323332741 -0.032974870112884816 0.9999996847768469; 0.999999206890278 0.999965728675418 0.9999998107277849]
270,1927,300,0.5146502999870777,[0.5915543568363644 1.0 -0.999991415241833; -0.4016025564399233 0.9999962046787944 0.8470489688339167; -0.8686080662735515 0.9999941656526106 -0.6969964074149181; -0.9999991471748114 0.15079345304551478 0.9891739145437154; -0.999999862402825 -0.043934663560182906 -0.9999979494881526; -0.05031226362724479 0.026264142138461916 -0.003807458346826863; 0.9987441641241029 0.8752003603404066 1.0; 0.1009843547170633 -0.7199058875255507 1.0; 1.0 0.6795859260958975 0.022294531546174765; 0.5091444459779512 0.032964529840763444 -0.9999947635642756; 0.9999986183777669 -0.9937012525266282 0.6555555578851662; 0.9999902146867352 -0.999744138946649 -0.999998779418311; -0.47845867075692877 -1.0 -0.6419605306813387; -0.05161061022850321 0.02993098584773089 0.007218755699804421; -0.9999994110468908 -0.9999777856960733 0.5248734343601512]
271,3591,300,0.4994498049558629,[0.6787780288071151 -0.9999999993153735 0.2385736013967648; -0.046051627452313997 0.03992811854399783 0.0401357611014517; 0.9999992129868706 -0.41623570343487115 0.9999993398115707; -0.7721492776117193 -0.9999999844999479 0.9999998220882441; -0.9999999805220773 0.14087481891348586 0.9999999998061038; -0.9999999829747198 -0.9999442419903231 -0.4124570222432736; 0.42730349824035174 1.0 -0.9999998139490034; -0.28023881910745835 -0.6723302006182568 -0.9999998955357413; 0.9999999959051548 0.2547955117705785 -0.6430155716407754; -0.028848430637716624 0.05624517430758207 0.037256440093088546; 0.9999999984498402 -0.9999999807662048 -0.9999999826997013; -0.1296527421090406 0.9999972462459183 0.9999997579432663; 0.9999997736133204 0.9999989158176181 0.8084621537968165; -0.9999999949073514 0.9999999557569307 0.13218237182046844; -0.9999999887142708 0.8149814154226538 -0.999999999851375]
272,3476,300,0.47986554136593673,[-0.9937935145175948 0.9999999999973177 -0.9999999998748225; 0.558766047112023 0.008406356053543153 0.0037019988651098255; -0.9999999987021375 -0.006814078332992102 0.005738334888845814; 0.06182814312564158 1.0 -0.03414391024915295; 0.03129321924839663 -0.012513735416805834 -0.9999999966498805; 0.0692742068539933 -0.9999999999911428 0.03662221064254189; -0.9960930312656859 -0.9999999998768733 0.9999999998794568; 0.9999999999032789 0.9305276794962144 -0.9960722876056741; 0.999999999880978 -0.9937091062591266 -0.9862078404938124; 0.9999999999136747 -0.9433845818089679 0.9983862452252953; 0.9999999999946975 0.9769672104797884 0.9694317893652095; -0.998247858265157 -0.9999999999900722 -0.9999999999281678; -0.9999999999597915 0.008470329868633759 -0.0022120738288083463; -0.9922198134377217 0.9999999997523509 0.9999999999973299; 0.02912864308133774 0.0011673225529284725 0.9999999999902233]
273,2873,300,0.44773512780082986,[-0.9999999225801056 -0.9999998534602943 -0.999999999937864; 0.013014785905836197 -0.9999999984676007 -0.04151783740252884; -0.9999999990653246 -0.005456877097285919 0.03715893284124079; 0.005672624833602696 0.003762598965712251 0.004931902568430228; -0.9999999703820935 1.0 -0.9999999249975814; 0.9999999921665945 0.01333608971278345 -0.048143610212703344; -0.9999999840503059 -0.9999999314605185 1.0; 0.03858172445549905 -0.05126806226251735 0.9999999994823849; 0.9999999370150382 0.999999998608604 -0.9999999938857139; -0.047308389846038496 0.043733917342360894 -0.99999999960077; -0.003461887046767476 0.9999999997986161 0.05382932108204621; 0.9999999999553915 -0.9999999470284555 1.0; 0.9999999848035196 0.9999999999898553 1.0; 0.9999999773425959 -0.9999999895332387 -0.9999999643809476; -0.9999999749780858 0.9999999751162956 0.9999999573667819]
274,1351,300,0.44744431410166496,[-0.9999802668307961 -0.022083035570072285 0.0190558530356109; 0.9999999805216309 0.034964094506665246 -0.0031853064471418584; 0.9999975892911711 0.999994518037937 -0.9999973347590339; -0.9999999995833799 -0.9999590542072128 -0.9999978310012494; -0.9999549092364509 0.9999969345851087 0.9999999812105351; -0.0007137888417517136 -0.02178670458596919 -0.9999997537901923; 0.9999805825364897 0.999991873013582 0.9999929880605407; -0.999999906087999 -0.9999998460175059 0.9999999622486636; 0.9999964589491173 -0.9999999612959777 0.9999990429869745; 0.999992639230406 -0.9999545411814531 -0.9999958505106213; 0.01902464083759672 -0.9999999999092123 0.007535608261462785; 0.01997970187301585 0.006754563337938754 0.9999844738194181; -0.036688155861301246 0.9999993253577698 -0.021551092473651164; -0.9999972988935317 0.9999996497953381 -0.9999978302364527; 0.010048018894998893 -0.0007824006712091929 0.0015446870670841094]
275,5360,300,0.4804030145600956,[-0.9770869542454782 0.9999999999987614 -0.9991080343058557; 0.9999999999413173 0.1279990764101666 -0.006855722874465631; -0.04548902679647197 0.5568762431352494 0.02514676881453808; 0.06309862119976886 -0.9999999998886491 -0.01038507005215483; -0.9849840895715332 0.9999999999924292 0.9999999987573059; -0.028312774322460373 -0.012661978919758201 -0.9999999999514386; -0.9999999999445548 -0.9999999883601429 0.999999999975963; -0.008831000407121665 -0.9999999993426391 0.009630787334708206; 0.9046386363183975 0.999999999958051 -0.9976213285297865; -0.9999999999182339 -0.9999999723980404 -0.9999999999968815; -0.9999999999376652 0.0604693743129494 0.019062609599233733; 0.9999999999729198 -0.9351112411053305 -0.9999999999992365; -0.005642822740486204 -0.019062144214221963 0.9999999999995979; 0.9173374447484024 0.9999999998297584 0.9943338830963011; 1.0 -0.9403113380036691 0.9999999998044612]
276,6991,300,0.5155965416471299,[0.18164610935813147 0.08772739674983096 -0.05728331728964449; -0.4687897950237334 -1.0 -1.0; -0.9999999998943669 0.9999999999417784 0.05542710952051815; -0.9999999999538834 0.06969227801328691 0.9999999999994061; 0.479949970297581 0.08376226475852239 -0.029372427565622968; 0.9999999998599953 -0.9999999999966654 0.999999984856781; 0.9999999999156268 0.9201436234548469 0.9622559626296797; -0.9999999984367866 -0.021972635985476153 -0.8459128861169893; -0.1074431552042668 0.9999999991722991 0.9999999773716192; -0.4342613741914895 0.9999999994444427 -0.999999999289262; 1.0 -0.8824718311537999 -0.9999999991192032; 0.031116846407558785 -0.5408408910954775 0.9999999999997419; 0.28693648035240976 -1.0 -0.014383621954599106; 0.9999999999941953 0.8720703911716543 -0.9441733745418323; -0.9999999994167419 -0.9999999999995108 0.47198729626781083]
277,3126,300,0.44744487886734924,[-0.9999996721211499 0.9999999704636272 -1.0; -0.9999997488729993 0.9999952640833439 0.9999996418297433; -0.024763182322293003 0.9999998269833815 -0.028107320813536577; 0.008431291505067441 -0.9999999999721312 -0.02471149285156774; -0.9999999987842149 -0.026303953618578135 0.02792210452494025; 0.004683979818654439 0.0017026085904759747 -0.0025852768548428814; 0.9999999399717172 0.004368363749570677 0.02180953019858191; 0.9999977679381017 -0.9999996604192646 0.9999999982056516; 0.006250910837343953 0.009036127448553841 -1.0; -1.0 -0.9999953423033446 -0.9999982655492352; 0.011878113589760061 0.012607604425350083 0.9999999458897901; 0.9999999977017126 -0.9999999509772289 -0.9999999763923996; 0.9999999832091697 0.9999999456253179 0.9999998992968467; 0.999998669388054 0.999991702083618 -0.9999999818724824; -0.9999995027275932 -0.9999995558284557 0.99999995192321]
278,2769,300,0.44744350768027774,[-1.0 0.9999999754707883 0.9999999982673622; -0.9999999999865755 -0.9999999986880889 -0.9999999250382235; 0.9999999666521528 -0.9999999999952361 -0.9999999858730596; -0.029122990184766415 0.01637627448371281 0.9999999758374782; -0.9999998852284399 -0.9999999966036562 0.9999999998727894; -0.9999999328858858 0.999999971024797 -0.9999999973772735; 0.019817825930483982 -0.03500258212162789 -1.0; 0.9999997253682535 -0.9999999984308273 0.999999996602653; -0.00577829132762203 0.9999999737597606 -0.023327426030298574; 0.9999999977890811 0.9999993232478621 -0.999999972374712; -1.0 0.00011804034232623146 -0.02756640662340136; 0.9999999878725077 0.9999999887060192 0.9999999999164106; 0.9999999771633735 0.021834860531021207 0.021571725852680877; 0.015717523812204127 -1.0 0.02880709006377932; 0.004629797163276101 0.00920869032839352 -0.001424119241385671]
279,768,300,0.5122789176583469,[-0.9999849311011983 0.9999936591720494 -0.9999514381625659; -1.0 0.0809859192499566 0.5992155488667612; -0.05872634516639511 0.06901159063396178 -0.10451744526128753; -0.7080042753872656 1.0 0.9974379671328371; -0.566228765882476 -0.9999733912746184 0.9999940800654324; 0.9999981680832671 0.9999795728087666 0.9999968673524988; 1.0 -0.9585046233410648 -0.9999930517218678; -0.9999734125695124 -0.9999887529737733 -0.1416463408651343; 0.09905585401166825 0.999982174058806 -0.29464373504984914; 0.9999828775170237 1.0 -0.9999261597184603; 0.47429942991317775 -0.093590610818614 0.9999994763110107; -0.9658560666003976 -0.4829686754112248 -0.9999663454612682; 0.9999897177941112 0.25303043838745315 -0.08339353355709415; 0.9998836636989225 -0.999962106284649 0.5403882160311352; 0.02475518194570828 -0.6244534346175892 -0.5716135063690126]
280,3785,300,0.5009549746176901,[0.9999999995773101 0.9999999938847522 -0.8915851191375935; 0.09583422269933214 -0.1005497848059637 -0.9845861687854884; 0.9999999989234484 -0.9982075466936 0.9999999825861532; -0.9600479883803823 -0.9999999990334856 0.99999999997655; 0.06282706320182002 0.08461435870023858 0.9442926611949853; 0.9505751518063688 -0.07301927458456507 0.08543401537621619; 1.0 0.99999999999466 0.9999999869119858; -0.9999999948720293 0.9999999999970658 0.9999999997963558; 0.999999996810576 -0.9999999994583062 -0.999999996907433; -0.9905060051004224 -1.0 -0.6932058747749426; 0.051196380331370195 0.9137207471076721 0.07080708514970661; -0.7313127530901145 0.99999999651326 -0.9998956507005201; -0.9999999995913671 -0.027820240478885205 -1.0; -0.9748477527594968 0.1122349085738418 0.09685476367877441; 0.061896849458020715 -0.8526472191742479 0.06004197427650237]
281,3581,300,0.5142082486629501,[0.7393386889165143 -0.9077257233618039 0.9999995811664941; 0.999999975695813 1.0 0.19401407487381883; 0.999999829707288 0.050404419793293624 -1.0; -0.0014283398511781263 -0.07558298828231005 0.07582510364326675; 0.3542437542176768 0.8651291004406333 -0.9999999989778117; -0.9999999998481403 -0.8203805953413115 -0.7337462394322324; 0.7420554478436222 0.5640397949905949 1.0; -0.4222192387164074 0.999999808074912 -0.10307629700325303; -0.999999239961767 -0.01762016798190487 0.7073492041391599; -0.00803360100282784 -0.08869686818176807 0.0753681171470213; -0.8360827922584518 -0.9999999180523409 0.9969884659580687; -0.8921431678317377 0.9999999522244694 1.0; 0.12529198445341283 -0.9999843012998496 -0.9999995764129862; 1.0 -1.0 -0.26363633231304234; -0.9999998596076428 0.6987154678650491 -0.9999999746094611]
282,5467,300,0.47995291312499966,[-0.9999999994095028 0.9959326178172048 -0.9999999999997038; -0.9996458248670536 -0.9999999999934066 0.9226662615497283; -0.9999999998375482 0.9395697586353935 0.9999999999909293; 0.04094030657240865 -0.5742204848631222 0.01082728471009598; 0.9999999990175549 -0.024151136521128703 -0.005928220651850263; -0.00872356740453479 -0.0720547651245885 0.9999999998804426; -0.00086700958537051 0.999999997036289 0.028087954471599296; 0.9999999999731664 0.9965858916673139 -0.9999999999999474; -0.002329817876208677 0.999999999999486 0.014439808096855024; 0.9959005855988723 -0.9999999999958408 0.9884896739071573; -0.9381824676100267 -0.999999999921993 -0.9999999999929468; 0.022285335752101763 -0.028983206130249652 -0.9999999968335092; 0.9974871067133906 -0.9999999999961151 -0.9909359263026504; 0.9999999993289104 0.9444634134297595 0.9999999999979658; -0.9999999999484691 -0.06008276870750886 -0.0155545390974844]
283,1914,300,0.5125768441239247,[0.9999997308509064 0.6733266052183793 -0.33986774489984056; -0.6284610127063331 0.9999996945544493 -0.1599308432304115; -0.4459740716136226 -0.06742038460744554 0.9993002121631915; -0.11070412654042254 -0.06681443419336838 -0.026807403010500594; 0.4790648467522366 0.9999999163825442 0.9999988105603502; -0.9999997834910017 -0.9999998688946211 0.6167074025570219; -0.9850536310275612 -0.9999998731325915 -0.99999962061734; -0.9999999164955923 0.45184717840623373 -0.999999953766093; 0.9999674937931259 -0.9999997113016994 -0.27526513450048; 0.9999999775075072 0.004421445524557734 0.9999999687046194; 0.5307804611457689 -0.61470832730502 -1.0; -1.0 0.9895320320777407 0.9999990599188061; 0.4008953885392064 0.999999926555308 -1.0; -0.10748585357012698 -0.07046999249207267 -0.03468890738915268; 0.30091492275853754 -0.9999996966135086 0.9999941433567725]
284,2571,300,0.4929784997211445,[-0.9718867043910129 -0.9999999389228704 0.00973923364274586; -0.9999944489440806 -0.2832207980802708 -0.9999998574468572; -0.9999999180922402 0.9061093368852208 0.12545551885465525; 0.0017410783673943132 0.015611882376818754 0.054124833602896355; -0.15372084546369028 -0.9999918644690861 0.9997340254494282; -0.29355772764824134 0.9998951579072389 1.0; 0.9999995047832072 -0.37763002253195177 0.9999993485231292; 0.5928064347628041 0.0870413903925027 -0.6103600836152915; -0.4173741307171332 1.0 -1.0; 0.0047715109100857815 0.0379704323824066 0.06612567371807565; -0.999997829973823 -0.12416140814447009 0.999992604501435; 0.9999999207426153 0.9078236661643886 -0.9999998155044365; 0.9999964562266745 -0.9999972238467039 -0.1337266251059871; 0.9999988741642587 0.999997399333179 0.4921152495732243; 0.17372490486581288 -0.9999997765190181 -0.9999999835945065]
285,5443,300,0.4994256844044719,[0.9999999999930845 0.8132428542808312 0.9999999999847384; 0.1079943861665862 0.9999999999267662 -0.07125287775378424; 0.922546900987637 -0.03432777754080769 -0.05291156873271184; -0.9999999999635064 0.9852727604073456 -0.9999999999863114; 0.9907655441369274 -0.9999999999926591 -0.9999999999982729; -0.002719812003233148 -0.8768112034794512 -0.06839568536485907; -0.9999999999219796 -0.999999999999996 0.9403993713778146; -0.9999999999999757 0.9981752439311112 0.7798386622559801; 0.0083275643745856 0.9999999999733368 0.9999999999963909; -0.933384253494423 -0.035623599170575004 -0.08737675661903321; 0.9999999997430349 -0.9999999999748598 0.9089216596088767; -0.9963774847862028 -0.9999999999998836 -0.9999999998756636; 0.9999999999999992 0.99927728232611 -0.9999999999988297; -0.11212700472404594 -0.07862622085157445 0.9999999999946884; 0.039132578227808225 -0.05956675755226369 -0.899325018506876]
286,4030,300,0.5107464692863073,[0.6028953399038546 0.9981829453020382 -1.0; 0.9999999996881435 -0.999999998153649 -0.5978476325471964; 0.9999999613293042 -0.7464776215247684 0.9999999999999957; -0.3511668453531985 0.19717816837604527 1.0; -1.0 -0.5237417361428749 -0.999999981625264; 1.0 0.23213268515141497 -0.5621744890034457; 0.0487080372521975 -0.999999982145712 -1.0; -0.999999997339511 0.999999894293111 0.9993712728491283; -0.1283376234821803 -0.025119239607085255 -0.044819287244483974; 0.99999999495566 0.9999999994033659 1.0; -1.0 -0.9999999845878552 0.1458490910175822; 0.2324750740610212 0.9999999999751091 0.23202040123504694; -0.579792011059481 -0.9999999992003488 0.9988217235042017; -0.019521098293648183 -0.08117511742963666 -0.010671427338200385; -0.9999999989950228 0.999999919030973 -0.7539331260835419]
287,2724,300,0.5067891354097054,[0.9999999373736351 -0.22545561943957146 -1.0; 0.9999999998501234 0.4072170644634937 0.728461187987644; -0.9999998051943871 -0.5575130856155504 -0.5664637805448594; -0.2665314264372186 -0.9999991987254364 -0.9999987795319439; -0.03692994592263931 -0.14363918783694077 0.146735557127324; 0.6966261029835893 -0.9999995590340978 0.9999998132209994; -0.9999999583496308 -1.0 1.0; -0.034151497597824286 -0.1611126969596548 0.14826636167104243; -0.4476346115925025 0.999999148402295 -0.057829584313838854; 0.999999968893806 0.9999999272658469 -0.5619912544458636; -0.9999995015257269 0.402084285424974 0.9999993921459343; 0.24228835705304977 0.9999999856485075 0.9999999072338506; 0.9999936753272397 -0.9999937462903589 -0.25004683300295516; 0.05428807696597846 0.527805967170067 -0.9999987299443979; -0.9999992916191676 1.0 -0.9999987888900266]
288,3807,300,0.44752750667733343,[0.9999999932549721 -0.999999999481023 1.0; 1.0 1.0 0.9999999969038987; 1.0 0.03677657808139651 0.02701379620518648; -1.0 0.9999999950469297 1.0; -1.0 -0.9999999926006333 -0.9999999939414952; -0.0029852396575179964 0.004206617430447357 0.0038267706613004234; -0.00857214488776274 -1.0 -0.04180109427909597; 0.021596601330376157 -0.006934038240975629 -0.9999999945240459; 0.9999999999158256 -0.9999999972312015 -0.9999999954422344; -0.9999999996222768 0.999999999372109 -0.9999999998988548; -0.9999999866133362 -0.9999999990943964 0.9999999983348192; -0.03629396843819643 0.9999999998142922 -0.012157559314981433; 0.02135189090981315 -0.03725464602326985 1.0; 0.9999999997489009 1.0 -0.9999999996813993; -0.9999999999649619 0.008490990475468096 0.027396251181634947]
289,2358,300,0.44757406716410214,[-0.9999852495656625 -1.0 0.999999542753571; 0.001226697195691169 -0.002870963014900862 0.0038221060266709584; -1.0 0.9999999872835554 0.9999983906014286; 1.0 0.9999988382745826 0.9999997633001559; 1.0 -0.9999999190016281 0.999992073969342; -0.02366344466859431 0.9999999923662382 0.0007069560862605075; -0.9999970137257117 0.9999994524139385 -0.9999981160973861; -0.9999997250737355 -0.040639790989243633 0.02845069635468325; 0.9999996716527935 -0.01940842694292919 0.024767109114945788; 1.0 0.9999877011860283 -0.9999999138652941; 0.011524375527963133 0.05585553219075598 -1.0; 0.015597823454011147 0.004765382170598409 0.9999914653538293; -1.0 -0.9999969495652985 -0.9999917804127073; 1.0 -0.9999873570541368 -0.9999994411384721; -0.0020258882159198644 -1.0 -0.05082455232086017]
