nPsoRun,n_iter,S,fgbest,optDes
489,337,300,-75.00000000000001,[7.396707984822903e-9; 7.409964692669656e-9; -0.9999999999999999; -1.0; 1.0; -1.0; -6.225323568817152e-9; 1.0; 1.0]
490,202,300,-75.00000000000001,[-1.0; 1.0; -1.0; 1.0; -1.0; -1.1047312308147436e-8; 1.0; 1.670128655581403e-8; -4.6495711465220555e-9]
491,270,300,-75.00000000000001,[-1.0; -1.0; 1.0; -1.0; 1.0; 1.515954791191672e-8; 1.0; 5.1609251265024e-9; -1.6473969632755978e-8]
492,253,300,-75.00000000000001,[-0.9999999999999999; -2.514540074651744e-8; -1.0; 1.0; -9.883590320391934e-9; 1.0; -1.0; 7.175438634486113e-9; 1.0]
493,285,300,-75.00000000000001,[7.015670585155189e-9; -1.0; -1.0; 5.681944771032164e-10; 1.0; -1.1279732084775901e-8; -1.0; 1.0; 1.0]
494,270,300,-75.00000000000003,[-1.9456978730353622e-8; -1.0; -1.0; 1.0; 1.1732662024590446e-8; -3.652424047195539e-9; 1.0; -1.0; 0.9999999999999999]
495,275,300,-75.00000000000003,[6.001420838254402e-9; 1.5901898644383282e-8; 1.0; -1.0; 1.0; -1.0; 0.9999999999999999; -1.0; 9.486988618936207e-10]
496,222,300,-75.0,[-1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.5011692687365414e-8; -2.370460616495881e-9; -1.7293776214141695e-8]
497,205,300,-75.00000000000001,[1.0; 1.063864303041873e-8; -1.5100219036526148e-10; 1.0; -1.0; -1.0; 9.650443138507082e-9; 1.0; -1.0]
498,318,300,-75.00000000000001,[1.0; -0.9999999999999999; 1.0; -1.0; -4.172446353708951e-9; -1.0; 1.7233713631383373e-8; 9.10337541560908e-9; 1.0]
499,233,300,-75.00000000000001,[1.0; 1.1966400521066156e-8; -1.0; 1.0; -1.64046338329844e-8; -1.0; 1.0; -1.0; -1.5611458363990969e-9]
500,257,300,-75.00000000000001,[2.9863539021785296e-9; -1.0459831756459674e-8; 1.0; -1.0; 1.0; -1.0; 6.896709509431745e-10; -1.0; 1.0]
