nPsoRun,n_iter,S,fgbest,optDes
377,4214,300,-26.08263641791006,[0.9993735290897345 -0.9999999999998508; 1.0 -0.48962568368685133; -1.0 -0.4701561722581258; -0.9999999999999997 0.9999999999999999; -0.992873529507119 -0.9999999999999999; 0.9999999999999998 0.9999999999999962; 0.5723983773035044 0.9382059994638801; -0.6190801671876576 0.8972223247216475; -0.053625832924495416 -0.9999999999999997]
378,1639,300,-25.413484936779263,[0.02891721765957327 0.048559743411134976; -0.9999999999975425 0.9999999999988974; 0.5519313099393256 -0.9999950681239742; 0.9999920834219302 0.5569749939555151; -0.9998091272680487 -0.5483417982205744; -0.5524454792229868 0.9997525811882277; 0.9999999999979771 0.9999999999997823; 0.9999999999998491 -0.9999999999988826; -1.0 -1.0]
379,3292,300,-25.48901992576588,[-0.9999999756306241 -1.0; -0.9999996080285994 1.0; -0.8978988276529899 -0.6461750909539884; 0.9907155475023999 -0.456383694383168; 0.9999994747567483 -0.9999999977879488; 0.49926632162158113 0.99361141220251; 0.9999999913479349 0.9999999940411468; -0.9999980700039411 0.5710215909591984; 0.18438467800501493 -0.9999998716928573]
380,1974,300,-25.403540300505366,[0.9884098659922398 0.5653870686055203; 0.9999999999940937 -0.9999999999911666; -0.999998185632014 -0.5689164150296154; 0.9999999998987205 0.9999999999803897; -0.9999999999621341 0.9999999999995633; 0.5654180453202006 -0.9999988148881369; -0.07270511676560408 -0.040503103379989; -0.9999999999650493 -0.999999999993628; -0.5687716347975391 0.9786964583961806]
381,6661,300,-26.099902944994025,[-0.7074637439509105 -0.8397123767686686; 0.9772607003695172 0.9999999999991651; 0.9999999999999993 0.5205300120866083; -0.1878920036490261 0.9999999999999858; -0.9999520582853809 0.9999999999999976; -0.9999999999999988 -0.9999999999999999; 0.521015195068729 -0.9999999996968386; -0.9999999999999996 0.46282742410443833; 0.9999999999999999 -0.9999999999999326]
382,3741,300,-25.493294015542084,[-0.8929244908735392 -0.6508813200090474; 0.9999999991841307 -0.44710265190864257; 0.5035950257416664 0.9822812464742343; -1.0 -0.9999999999999831; -0.9999999999999839 0.9999999999998378; 0.9999952664829896 -0.9999999406395714; 0.999999999997766 0.9953960683294795; 0.171771133600868 -0.9999999999592348; -0.9990335158088652 0.5727009705444016]
383,3006,300,-25.416934889282963,[0.9999999999999999 -0.9999999999999994; 0.9999993144581567 0.5576438540975666; -0.5606370874144115 0.9946780895612155; -0.03850219308611008 0.02517933570516695; -0.9999999999999993 -1.0; 0.5537793582079111 -0.9934941686417549; -0.9999998644011328 -0.5580665475831588; 0.9999999999999856 0.9999999999999993; -1.0 1.0]
384,2250,300,-26.084505623473135,[-0.9999999718800217 0.5139567900971234; 1.0 0.46174943781747324; 0.6823600802305481 -0.8516717461352816; 0.9999902988203982 0.9999999999272018; 0.9999999999970863 -0.9999999999632547; -0.514715287728648 -0.9999876269219597; 0.15632589251715587 0.9999999983290401; -0.999999999835148 -0.9999999986807008; -0.9999999860612018 0.9999920236000781]
385,3721,300,-25.43754572304915,[-0.9999999999999994 -0.9999999999999999; -0.9999876066552088 1.0; 0.9999999999999993 0.4194301062141287; 0.4731078022210052 -1.0; -0.9644155419755994 0.53413540560719; -0.80461094036841 -0.7241426993905208; 0.9917152274525155 0.9999999999999977; 0.12428032035924673 0.999999989040063; 1.0 -0.9844085390224072]
386,568,300,-25.082634024049945,[-0.5726953117279817 0.9524645189357602; 0.9999999999593957 -0.9026360166850639; 0.5803957084998884 -0.9999965712625741; -0.9999995943313494 0.9993573654294906; 0.9971454049618238 0.5710124886066371; -1.0 -1.0; -0.9604033938813521 -0.5588899272915221; 0.9917818866256614 0.9997943849577668; 0.1108436828725253 -0.10920035083252358]
387,3014,300,-25.644560523667163,[-0.9999999999999998 -1.0; -0.7737808343034492 -0.7536990681568168; 0.9998136852372649 0.9999192836478391; 0.409536541106228 0.9999999999999744; 0.9999999999999998 0.16628983978297818; 0.9999999999999998 -0.9995629797715436; -0.985057750862107 0.9999999999999996; 0.49754154994893174 -0.9999999999999375; -0.9988327346847199 0.4829795097483356]
388,1264,300,-25.372644302176727,[0.9998635653490611 -0.5483742463403719; -0.999999998252055 0.6314684955407308; -0.5680462368291822 -0.993486128996131; -0.9999999999582969 -0.9999537129513218; -0.6523422569831178 0.9999999993735421; 0.999999999898546 -0.9999999868158831; 0.9999999987130848 0.9999999999539113; -0.37726304522474413 -0.004735706993907723; 0.6236305462620082 0.8243798140179941]
389,10000,300,-25.04210994268949,[-0.04704399355807227 -0.037863218312061186; -0.5542952873681544 -0.999999999999549; -0.5128681413336293 0.9999999999999982; 0.9931393807995647 0.5326409150026246; 0.9999999999993759 0.9999999999998974; -0.9999999999999993 -0.6075649901636254; -0.9999999999995808 0.8010259324162642; 0.9999999999999545 -0.9999999999999986; 0.7718568893128332 -0.6935972732630452]
390,3575,300,-25.886815165649796,[0.9999999999999997 -0.5011959403561487; -0.9999999999999983 0.9999999999999998; 0.9674850583840536 -1.0; -0.11159897689713048 -0.9999999999999991; -0.9999999999999996 -0.4769736520539541; -0.9999604889909355 -0.9999999999999998; 0.9999999999999997 0.9999818749304259; -0.7498584354114295 0.7982552298470974; 0.5095373750952678 0.9949262504585588]
391,7614,300,-26.07984827742061,[-1.0 -0.999999999999982; 0.6674947336727348 -0.862310168486508; 0.999998636686016 0.9999999999999989; -0.5276909005259207 -0.9834102803309935; 0.9999999999999999 -0.9999999999999993; 0.9999999999999994 0.46184460478088524; 0.13328533742866755 0.9999999999999934; -0.9999999999999672 0.5071662140437875; -0.9976377278964162 0.9999999999997274]
392,3446,300,-25.61062946683165,[-0.9991069037352767 -0.5120564966359317; -0.999117580728644 -0.9999999999999999; 0.9999999999999998 -0.4369795033813382; 0.9563570321067055 -0.9999988361286264; 0.49059657803388584 0.9975895215161105; 0.13008210029048825 -0.9999999999999962; -0.9999999999999937 1.0; -0.8414604603335668 0.7142606946444845; 0.999999999999996 0.9968059326612076]
393,2168,300,-25.414683045427793,[-0.9999999999999999 -0.9999999999999996; 0.5545823167949969 -0.9995296356560703; -0.9999999999999993 0.9999999999999988; -0.5505051009235119 0.9999982973246739; 0.9999999999999997 0.9999999999999998; -0.9998895936857661 -0.5490642049428025; 0.04732345514208055 0.02292199361320456; 0.9999659558707267 0.555787668030452; 0.9999999999999968 -0.9999999999999999]
394,2549,300,-26.069317118582493,[0.9999999999999997 0.9999999999999992; 0.9999999999999998 -0.47966030933671194; -0.5940244304639973 0.9162936544384623; -1.0 0.9999999999999996; -0.9999999999999997 -0.4768556632153803; -0.9999677438102974 -0.9999999998673605; 0.5872125380275337 0.9220597608169611; 0.9999998086016957 -0.9999999999999998; -0.0077208802034432165 -0.9999999999999997]
395,2831,300,-25.41215255414907,[-0.9998916037587573 -0.5815097883962016; -0.9999999999999994 0.9999999999999972; 0.5799802426574121 -0.9761733465159563; 0.021279601939709937 0.030914730086595132; -0.9999999999999988 -1.0; 0.9999999262067849 0.5932614216725624; 1.0 0.999999999999998; 1.0 -0.9999999999999865; -0.5820846625010079 0.9529008028274719]
396,1230,300,-25.84627956151031,[-0.6766752502222331 -0.8485931919905259; -1.0 -0.9999999956054775; -0.9813579391483493 0.9999999879480305; 0.9999999996350961 -0.9999975808193997; 0.9999999880977738 0.47553550148534723; 0.5396802733870432 -0.9626276810450112; -0.9999999921776874 0.4757073355367799; 0.9999979378509583 0.9929830925796898; -0.015076620038243187 0.9999999025959994]
397,2611,300,-25.95523924809671,[-0.9688398344998469 -0.9999993045557068; -0.9999999992654472 0.9999997967206916; 0.9999999666660423 0.9999999974571273; 0.5800220853957401 0.9450091478834897; 0.9966771893848354 -0.5123670046354581; 0.941357156360707 -0.9999979439560531; -0.7194654643267084 0.8328800131860602; -0.9999443574951875 -0.47061471299951596; -0.1455875788793708 -0.9957735693059324]
398,5088,300,-25.544926312839543,[-0.9999999999999997 -0.9999999999999984; 0.48747372220016144 -0.9999999999999166; 0.17124239964141588 0.9999999999998297; -0.9999999999999722 1.0; -0.9776445245821206 -0.5846525442470459; -0.9088355934447834 0.6319468400889202; 0.9999999999999992 -0.9993613354266356; 1.0 0.4434173594992845; 0.9966747234989932 0.9995678649087628]
399,195,300,-26.07636764823478,[-0.9964368709919642 -1.0; -0.5290344909276136 0.9900515785260703; -0.9999739561587231 0.9992810406356282; 0.6702828057899943 0.8642882167471034; 0.9999799894941395 0.999833222454622; 0.17467520874337045 -0.9998719761620748; 0.9982314565544841 -0.45989470891838846; 0.9976568159796415 -0.9987520035085754; -1.0 -0.5172632246198754]
400,427,300,-25.647767731968877,[0.7673045566967169 0.7594468484713858; -0.9999899056170999 0.999999999500739; -0.4889340680510758 0.9999608266127933; 0.9999980911063365 0.9999718334949799; -0.9999956093687667 -0.15319786229075372; 0.9999999979401816 -0.48001209728570526; -0.9999944305094818 -0.9994419551156911; -0.4093533260437511 -0.9999581624594766; 0.9998669455617233 -0.9999993621601252]
401,1025,300,-25.758873288365624,[-0.9935562556549368 -0.9999951859193444; -0.4985558109578999 0.995266501917895; 0.9999999594830976 -0.5022827752067193; -0.999999986328896 0.9673844921463745; 0.997581871051243 -0.9999999990122805; 0.7313543702047919 0.8026327766389808; 0.025443712156848423 -0.9999999405570984; 0.999999999498293 0.9999999158774872; -0.9999999999434703 -0.4896515575212617]
402,2574,300,-25.463198391763303,[-0.9999999999999999 -0.48011707971597506; -0.9999249359213768 -1.0; -0.6274832530804098 0.908066064304035; 0.3639146858225756 -0.9999999999999997; 0.9999974269618744 -0.9814979550709986; 0.9999999999999989 0.9999999999999851; -0.9999999999999997 0.9999999999999992; 0.5823843923781318 0.9308774397164813; 0.9999999999999997 -0.2455660560358924]
403,3294,300,-26.124182884929414,[-0.9999816805893573 0.9999999999999999; -1.0 0.5064480456737236; 0.12654374835410656 0.9999999999999994; 0.9975463717483404 0.9999997107238268; -0.9999999999999994 -0.9999999999999998; -0.5422651599705671 -0.9706836335752861; 0.9999999999999999 0.46167166658752773; 0.6474074517534324 -0.8785202679876198; 0.9999999999999997 -0.9999999999999988]
404,4285,300,-26.074879793993652,[-0.03905610704728503 1.0; 1.0 -1.0; 0.5739291181908348 -0.9341267115261468; -1.0 0.47177404872765066; 0.999716869636611 0.9999999999999999; -0.9999999985829232 0.9999999993631062; 0.9999999999999993 0.485893939002946; -0.6081620220053651 -0.9051680709468775; -0.9999999999999999 -0.9999999999999992]
405,2212,300,-26.11283609159199,[0.4610796056650008 0.9999999999971363; 0.9999999999999988 -0.9963244297919912; -0.9999999999997516 0.9999999999995365; -0.879753966650183 0.646603109073251; -0.9683316417148865 -0.5441277211977518; 0.5060638044023613 -0.9999999999973523; -0.9999999999998636 -0.9999999999999782; 0.9990696281650041 0.9999998610239161; 0.9999999999997199 0.1272187833498677]
406,3946,300,-25.924408321018827,[-1.0 1.0; -0.9386220215008088 0.5721079719554009; 0.47252604206477145 -0.9999979258080646; 0.9999999999999989 -0.9999999999999845; -1.0 -1.0; 0.4988431574090065 0.9999996250140718; 0.9999396307542878 -0.13286091830457927; 0.9999999999986304 0.9052776518944107; -0.8093391956273609 -0.7532334450674485]
407,2943,300,-25.550468387280308,[0.9999999999999999 -0.9979897905945618; 0.5241939186024506 -0.9872572362376987; 0.9998805359237348 0.1542568111679786; -0.999999999999998 -1.0; 0.42430280108026824 0.9999999999999994; -0.6952503102490862 -0.8580279014829899; -0.9991729016627572 0.9999999999999991; -0.999999999999998 0.48677978397370236; 1.0 0.9592980940176232]
408,3024,300,-25.834401553085236,[0.482427264095176 0.9999999999999933; 0.9999999999999943 -0.9995924660791414; -0.808670770871229 -0.7209408915790777; 0.4766425142360839 -1.0; -0.9999990686188148 1.0; -0.9993417814094615 0.49437051707860064; 1.0 -0.04108213329288521; -0.9999999999999905 -0.9999999999999998; 0.9994769068038114 0.9999999999875165]
409,3774,300,-25.422544894775697,[0.5990403525950098 0.9735900872334882; 0.9366429153431427 -0.5836312804800086; -0.5883244084909421 -0.9997576112628646; -0.08172257362675746 0.03904482387007647; 0.9999999999999931 -0.9999999999999998; -0.9999950274048967 0.5995659581877888; -1.0 -0.9999999999999999; 1.0 0.9999999999999766; -0.9999999999999389 0.9999999999999987]
410,5866,300,-26.048890521169714,[-0.6589946962684058 -0.8666751471183111; -0.9999999999999991 0.46768295098617524; 1.0 -0.9999999999999991; 0.9995350696295671 0.9999996038741055; 0.5659120871910194 -0.9515551196909889; -0.9689110944691479 1.0; -0.08070968510366919 0.999999999999997; 0.9999999999999972 0.49566944013695496; -0.9999999999999997 -0.9999999999999979]
411,3571,300,-26.072194077461333,[-0.6032556296245027 -0.9089145478806226; -0.027819650876892088 0.9999999999999952; 0.9998892294612778 0.9999999999999999; 0.9999999999999873 0.4836107418178583; 0.5787826338248824 -0.9296862786825918; -1.0 -0.9999999999999998; -1.0 0.47351761862023967; 1.0 -0.9999999999999997; -0.9996327333889883 0.9999999956554081]
412,1813,300,-25.6568432827524,[-1.0 0.9556102477984996; 0.9999999999999998 0.9999999999999968; 0.7388654794697095 0.8009301050822584; -0.999536785038451 -0.9990162265815898; 0.9979549178382885 -0.9999999999999994; 0.9999363540916378 -0.4995377989739032; -0.9999999999999999 -0.12081189377623854; -0.502937824165189 0.999999999999993; -0.44265030343956574 -0.9999999999999982]
413,1926,300,-26.12799074798614,[-0.9999999999974998 -0.9905254314116545; 0.9999999999999313 0.999999999999485; 0.856596638566559 -0.6814944960961982; -0.9999999999999915 0.999978446914224; -0.45721753443420043 -0.9999999999993948; 0.9999999999974769 -1.0; -0.9995136990385016 -0.1877627445026968; -0.5211033902395635 0.9999894672383751; 0.9999999712108375 0.5247059142312108]
414,2825,300,-25.41913587380746,[-1.0 0.9999999999998619; 0.9998722392856967 0.5759879365373153; -0.9999999999999984 -0.9999999999999999; -0.9962698756537464 -0.5939514991015155; 0.5776017775713977 -0.935139462653755; 0.9999999999999997 0.9999999999999999; -0.5886213589354814 0.9999364356928278; -0.08244776592539513 0.060752749617979884; 0.9999999999999999 -1.0]
415,2623,300,-25.399215206834693,[0.5528452566422551 -0.9998690136384563; 0.9999997740399729 0.5595579947601164; -0.9999999999999993 -0.9999999999999999; 0.05802917477827988 0.06807559497214233; -0.9999999999999998 0.9999999999999997; -0.9999987054946455 -0.5461354001435227; 1.0 -0.9999999999999863; 0.9999999999999895 0.9999999999999999; -0.551231789650868 0.9999740004964847]
416,3526,300,-25.79993173422987,[0.4940132857048114 -0.9999999281656857; -0.9999998493944601 1.0; -0.0430755123828284 1.0; 0.9999999999999996 0.48417091747971863; -0.9999999999999828 0.4830894881416648; -0.7546004310997041 -0.7854338040638936; -1.0 -1.0; 0.9822109682600609 0.9999999999999976; 1.0 -0.9999983394176944]
417,1854,300,-25.402459961779655,[-0.9999999999960686 0.999999999996786; -0.048734269403779285 0.056861535088752004; 0.5597224895609124 -0.9999326193019894; -0.5798599299209765 0.9980956448061461; -0.9999999999997677 -0.9999999999994952; 0.9999999999966285 -0.9999999995866555; 0.9999999999989442 0.9999999999762893; 0.998688114836341 0.5682272609793032; -0.9670343943258988 -0.5674910891105553]
418,4647,300,-25.614622764097195,[0.9999999999999789 0.40990658196996904; 0.995754203084245 0.9999317790747865; -0.9999999999999956 -0.9999999999997534; -0.9999999999996771 0.9999999999999819; -0.9781049662656103 -0.5766957974791407; 0.4913730141811698 -0.999999999999926; 0.9999999999997011 -0.9994663794428483; -0.9040581813348415 0.6344084340890683; 0.23610338789206856 0.9999999999985675]
419,4977,300,-25.142345149007824,[0.9999999999895783 -0.9999999999997248; 0.9999999999880484 0.9999999999999989; 0.7247230875812434 0.7339963308916942; -0.1302936230222823 0.012628528682581564; -0.5208237440303946 -0.9999999963512745; 0.9857300079667961 -0.5344315471536037; -0.9999999999922479 -0.786881660184047; -0.9999999887873058 0.6108850853297212; -0.5571155436482842 0.9999999999816976]
420,1176,300,-26.082627903917114,[-0.6862679990796484 0.8511902442496347; 0.9986336764597841 -0.9991455027631582; -0.974673316222664 -0.9999992715118342; 0.9999921635033207 1.0; -1.0 0.999993873906709; 0.9999956048985336 -0.5139919728750154; 0.5393170348447482 0.9847677220729544; -0.9999995278652716 -0.4626997809606387; -0.1546955474221737 -1.0]
421,1802,300,-25.654363729169614,[0.9999546323993446 -0.998985401179866; 0.9999999540443533 0.9991353431374644; 0.9999999790459989 -0.15115978674866334; -0.999999977036101 0.9999999258713733; 0.4975627413590431 0.9999998976080423; -0.7714136548838179 0.7570597779147828; -0.9866350655055955 -0.9999997182950469; 0.41743156071005627 -0.9999999967108707; -0.9999535087605719 -0.48204175292095874]
422,5755,300,-26.140016879450904,[0.9999999993796025 -0.9999999999999044; -0.9999999998575052 -0.9993300878321905; -0.45906680630917135 1.0; 0.9999981086444093 -0.5229666328373372; -0.9999986082440896 0.18125710388787566; -0.9999999999734605 0.9932058447685395; 0.8572831161511927 0.6804174215128016; 0.9999999999999221 0.9999999999999148; -0.5204405361346853 -0.9999990772533287]
423,2443,300,-25.40227963548996,[-1.0 0.9999999999999671; 0.9999989628317116 0.5585565530323475; -1.0 -0.9999999999999808; -0.10300176045106972 -0.004661361380099458; 1.0 -0.9999999999999999; -0.999748439865751 -0.5758315028258234; 0.9999999999999999 1.0; 0.5619206084666367 -0.9704748591538506; -0.5718468318872455 0.9977208832071367]
424,1321,300,-25.594401736648503,[-0.7358815884397129 -0.8007516535659954; -0.9998691506961618 0.9999999999810424; -0.9999999687039215 -0.9999999970905898; 1.0 -0.9803928305527969; 0.9999999987451574 0.2737903972501226; 0.9998816990776801 0.985216938365473; 0.34881679558261025 0.9999999734022659; -0.999999999969013 0.49590365213244314; 0.49609089634248826 -0.9998518079696774]
425,2107,300,-25.417596107856465,[0.5619033893714225 0.9869517944429811; 0.9999999999999991 1.0; -0.999999999999996 0.9999999999999991; -0.993973722434811 0.5607102318185065; 0.9999999999999981 -0.9999999999999998; -0.9999999999999997 -0.9999999999999988; 0.9999818028760133 -0.562554841876663; 0.03701331614451905 -0.024013096879624045; -0.5603330088925681 -0.9986788253096832]
426,3054,300,-26.060672251039225,[0.1977476676608968 -0.9999999999999998; -0.9603862869619526 -0.9999975661615597; -0.9999999998460429 -0.5219587289205194; 0.9999979454920358 -0.9999999999999984; 0.7340231287362365 0.8221928950998407; -0.5224680012163142 0.9999999999993151; 1.0 -0.4668741071968568; 0.9999999999999681 0.9999999999999547; -0.9999999999999927 0.9999999999997505]
427,2504,300,-25.41738103917261,[0.562368567659572 -0.9917072848603374; 0.022116360454399256 -0.023594000555396233; -0.990751727953618 -0.5627369731093703; -0.5595453081816628 0.999999999999905; -0.9999999999999992 -1.0; 0.9999999999999999 -1.0; 0.9983849496488045 0.5584387144027663; 0.9999999999999997 1.0; -0.9999999999999994 0.9999999999999994]
428,2404,300,-26.079283899459398,[1.0 -0.9999999958437158; -0.9999999999999999 -0.9999999999999971; 0.9999999999999892 0.9977516551437122; -0.9382343149833223 -0.5704907623755685; -0.9999999999999983 0.9999999999999953; 0.48844776004710244 -0.9999999999999986; 0.9999999999999979 0.050144039364460456; -0.9005468595890778 0.614311274523838; 0.47026440344618375 0.9999999999999992]
429,1817,300,-25.278794711709814,[-0.9999997608983964 -0.5765909178092141; 0.600171556883099 -0.9999660469259298; 0.1784539010693829 -0.09425273432874645; 0.9999999999999342 -0.9999999487991652; -0.999999999932771 -0.9999999999999595; -0.9999999999989977 0.9999999999949543; -0.5986010305553523 0.865262409016687; 0.915411970703276 0.9999999999980168; 0.9999999988989435 0.6200763583088177]
430,5038,300,-25.575215011374702,[-0.506986111481185 0.9999752246968869; 1.0 0.9999999999999886; 0.9978202934407226 -0.9999999999999982; 0.7137740747366784 0.8367308013051764; -0.9999999999999991 0.9953650661246807; 0.9999999996398243 -0.49393271947396106; -0.9996266346311403 -0.96023096078278; -0.9999999999999739 -0.24101135971765345; -0.3802752814659992 -0.9999999999999989]
431,1141,300,-25.37469891517564,[-0.5988703791698752 0.9975527367427126; 0.6006192688645613 -0.8958244400061129; 0.023782357046124965 0.09978475027388294; -0.9999680453274717 -0.9999999987717808; 0.9999999927518388 -1.0; 0.9996616826901942 0.5974171673669831; -0.9999584345919661 -0.6130565784883947; -0.9999999179148314 0.9999941440919059; 0.9999998824231771 0.9999999231186167]
432,4754,300,-25.930198136374326,[-0.9999999999824517 0.98444431840885; -0.9999999887830379 0.2904371847487137; 0.9999999999959848 -0.999999999999986; 0.8707617973729385 0.6692466486390588; 0.9999999999987634 0.9999999999999967; -0.39408110614120706 0.9999999999980621; -0.9999999999996823 -0.999999212604751; -0.5140335420744646 -0.99947968746291; 0.9933381837435941 -0.548711169525549]
433,3888,300,-26.00670225017449,[0.9997013028324284 -0.9734714028246018; 0.9999999999998906 0.999727088787071; -0.9999999505290439 -0.9999999999832625; 0.9999999999234034 0.15850509688968034; 0.4687408210450017 0.9999999999993544; -0.9984011708058446 -0.5156661367366525; -0.8225189573668314 0.7248807850585322; 0.5132378600651638 -0.9999999999815888; -0.9999999999986519 0.9999999999989877]
434,5538,300,-25.63763285408306,[0.15883943690447322 -0.999999999462838; 1.0 -0.4055830067010511; -0.7610143411919772 0.7653946374464; -0.9999999999993276 0.9999999997095146; -0.9999769311088846 -0.9999999999999997; -0.9985272955921826 -0.4899828850926542; 0.9999999999896639 0.9999999998798188; 0.479537345399663 0.9999999999999309; 0.9994310239418568 -0.9999999999799883]
435,2392,300,-25.561095986499584,[0.26879184167251163 -0.9999999999995033; 0.9908280851606159 -0.9995563196508804; -1.0 0.9999999999994658; 0.9999999997703184 -0.33559120547309895; 0.9999999999995736 0.9997490015895126; 0.4974263789113632 0.9900007009810979; -0.9910133414620765 -0.9999999999998287; -0.769803461148615 0.7593363624548554; -0.9999999999983376 -0.48650777473251944]
436,4230,300,-25.40579574670671,[0.6274608446037576 -0.9336943328103819; 0.9999999543347059 0.48372819854629245; 0.9920510289853821 0.9999999973346502; -0.9999999999996891 0.0824135493689486; -0.4645075404220875 0.9999999519421076; -0.6005039372549311 -0.932978996961564; 0.9999999999999436 -0.999999999793925; -0.999999999998766 -1.0; -0.9999668236726532 0.9753300558862711]
437,4692,300,-26.080647265334992,[0.05604139086108646 -1.0; 0.9999973322726587 -0.9999999999999999; -0.9999999999999997 0.9999999999999916; -0.9999923996160701 -0.9999999999999979; -0.9999999999999853 -0.4895476179170073; 1.0 -0.4693074207828099; 1.0 0.9999999999999983; 0.6156295597267764 0.8995715085735105; -0.5667457487317853 0.9411488577681884]
438,2271,300,-25.414192352963855,[0.9999999999999972 0.9999999999999984; -0.9999999999999987 1.0; 0.00049583450080857 0.05402181665484767; -0.9999999999999979 -0.9999999999999986; 0.9999977707202259 -0.549151297873827; 0.9999999999999999 -0.9999999999999998; -0.5497938170853078 -0.9999998393271515; 0.554342052790469 0.9999971299386603; -0.999779313279064 0.5559640324760079]
439,4733,300,-26.13620762575063,[-0.9995140869510902 -0.5200365746155559; 0.9999999999998382 -0.9964203401613468; -0.9999999999997474 1.0; 0.9999999999999941 0.17704358458788305; 0.5191069833403056 -0.9999999999999749; 0.9999999999996474 0.9998394177918881; 0.45948751307856217 0.9999999999993318; -0.999999999914916 -0.999999999999784; -0.8579527084733336 0.6791146540653743]
440,2092,300,-25.82736290422597,[0.056998978090906524 0.9999999999999999; -0.9999999999999998 -0.9999976665552845; 0.9999999999999999 0.48157960729062427; -0.9995789946411364 0.9952242692474539; -0.9999999999999956 0.49140009207900315; -0.502946089469177 -0.9999989247216123; 0.9817652276492415 0.9999999999999999; 0.9999999999999992 -0.9999999999999988; 0.7341059063501647 -0.8029330547279221]
441,2716,300,-25.696611439076893,[-0.9719964997787164 -0.9999999999994039; 0.9999999959571391 -0.9985465561580021; -0.7842380639929271 0.7462559735647868; -0.9999999999870332 -0.48495903768204845; 0.9999999999537545 0.9999980287871246; 0.9999941545668544 -0.07423343006941888; 0.5054919981354723 0.9999999871740132; 0.4569348923878168 -0.9999999998407487; -0.9999999999989917 0.9999999974943438]
442,2429,300,-25.422257288728893,[-0.999999999999918 0.999999999999989; -0.5860323739927643 -0.9998965952678126; -0.9954155000028522 0.5951053115633694; 0.9474475587904978 -0.5825304788952325; 1.0 1.0; -0.04832777739181367 0.024876978084753313; 0.9999999999896567 -0.9999999999984149; -0.9999999999999999 -0.9999999999999049; 0.5955145374711984 0.9726249077718758]
443,875,300,-25.77635798850637,[0.5312284031762134 0.9720906378523759; -0.0955847951192922 -0.9999852351169513; -0.9994999696467404 -0.999999993039018; 0.9407691356869992 -0.9943119887137404; 0.9999997087546716 0.9854194237020262; -0.7622746058313069 0.7963242268088203; -0.999999785497522 0.9999999999997641; 0.99998441970368 -0.5004355113606669; -1.0 -0.49309250809651917]
444,1134,300,-26.081682194286604,[-0.999999996339419 -0.9999999943803769; -0.999799540159675 1.0; 0.5147859056598011 -0.9999972128351045; -0.999999979193034 0.4620000862280918; 0.9999999994983613 -0.9999465131209575; 0.9989939591510756 0.9999999669146661; -0.6841015181415555 -0.8504921385783945; 0.9999999991758263 0.51399133816008; -0.15663449927076392 0.9999999462255443]
445,2746,300,-25.859341086473577,[-0.5130931926248748 -0.9999446055596591; 0.7429320989940315 -0.7984107027586891; -0.9999999999999729 0.5006996004538442; 0.9999999999999997 0.47923599118826066; -0.9980908216074708 0.9979752673269238; -1.0 -0.9999999978501929; 0.9678872143046497 0.9999999999999989; 0.09110292776324243 0.9999999999999993; 0.9999999999999997 -0.9999999999999992]
446,6828,300,-26.021249639629666,[-0.6279521428226201 -0.8881453477645713; 0.999618146308389 0.9999991241029885; 0.568923083699085 -0.9392716176347846; -0.999999999999999 -0.9999999999999974; -0.9899907091845656 0.9999999999999993; -0.03555718583012938 0.9999999999999949; 1.0 -0.999999999999994; 0.999999999999992 0.48271578352221395; -0.9999999999999976 0.4703562282469894]
447,1220,300,-25.627657721410465,[-0.9999999772386943 0.5042411547087948; 0.9999999998557187 -0.9557169209942288; 0.9999999828769449 0.27696561831343935; -0.9991052754349729 0.9999999946549276; -0.7370020426967009 -0.7960603035408969; 0.49758240761518624 -0.9999984869925977; 0.9999999785760589 0.9999989460547097; -0.9999999877375727 -1.0; 0.3547428270835634 0.9999999998066804]
448,3041,300,-25.84942731533445,[0.9999999985180975 0.9999939714100423; 1.0 -0.09214601724269568; -0.9999999999999991 -1.0; -0.9884619631492237 0.9999999999999988; -0.9993975955834943 0.5129821529596996; 0.50345028666248 0.9999999999999706; 0.9999999999999983 -0.9695925641340863; 0.4849788224037832 -1.0; -0.8011545892316988 -0.7383493857444744]
449,2781,300,-25.63445507162883,[0.9999999999999996 -0.1908005969947499; -0.9999181783539763 -0.9999999999999997; -0.9999999999999999 1.0; -0.7626596446349491 0.7648506978051738; 0.4900569599044035 0.9999999999999674; 0.9993542720928685 -0.9990768253787838; 0.9999999999999958 0.9964806087819935; 0.39081875440622427 -0.9999999999999113; -0.9999999992046621 -0.48192799298721267]
450,3285,300,-25.41743200953208,[-0.5554919612872762 -0.9999999992808816; 0.9999864533493285 -0.5508487843176587; -0.9999822837401829 0.5534097028335785; -0.9999999999999288 -0.999999998468374; -0.9999999999997049 0.9999999999999949; 0.9999999999999992 0.9999999999997817; -0.0423056559042045 -0.008553389334611155; 0.5494376070645146 0.9997665699058811; 0.9999999999999795 -0.999999999999996]
451,3564,300,-25.5440543064799,[0.5060823304309832 -1.0; 0.31904707182698727 0.9999999999997122; -0.9802364298348889 0.9999999999999984; 0.9999919196287713 0.9586231900650272; -0.9981815369009588 0.5021385889994802; 0.9999999999999805 0.32189420681554637; -0.7334768500436423 -0.8158102289736936; 0.9999999999999127 -1.0; -0.9999999999999768 -0.9999999999999956]
