nPsoRun,n_iter,S,fgbest,optDes
127,3494,300,-25.5902380786532,[0.5951278446338127 -0.9503663051308081; -0.9999999999999992 0.2785496763051646; -0.999998988576731 0.9845866132553682; 0.9999999999999225 -0.9999999999999999; -0.37521695700341673 1.0; 0.9831953198715456 0.9999999999999994; -0.9999999999999997 -0.9999999999958186; 0.9999999999999997 0.4924970647936702; -0.6281811042270746 -0.9080501892724937]
128,348,300,-25.196192013422905,[0.9998467973363253 0.8741985251208688; -0.9999886226448786 0.6171467508653763; -0.13182763004850845 0.22643023687677777; -0.9999936007248607 -0.997615674452754; -0.5827010940250167 -0.9938299031788683; 0.8516518814354942 -0.6063907000026816; -0.9999940229384682 0.9999996934553542; 0.9999689029058414 -1.0; 0.6278070217376089 0.9731979969671936]
129,2136,300,-25.626753184129765,[-0.9999999999999997 -0.19482187492205186; -0.9998836267868727 -0.9936400957179815; -0.49091731980027065 0.9999999999975027; -0.38849045732058607 -0.9999999999999998; 0.9996623121866116 -0.4815437970483623; 0.7579554839836017 0.7716463159255365; -1.0 1.0; 0.9996390349006026 -1.0; 0.9999999999999997 1.0]
130,4032,300,-25.42396063225399,[0.9998590833675924 -1.0; 0.803335313568791 0.7186648254705875; 1.0 0.9999999999999997; -0.46957046832215865 0.9999999999999996; 0.963984222800868 -0.5232239552873376; -0.9999999999999987 -0.3824084275222055; -1.0 0.9992304894472982; -0.17565403761783965 -0.9999999999999992; -0.9974267094162974 -0.9999999999999979]
131,2220,300,-25.66977547329673,[-0.775357114777717 -0.7594665462102765; 0.999999997173726 0.43684630988025724; 0.9999999941963207 -0.999999999697905; -0.9999406490731491 0.4923446383734521; 0.4824948309853952 -0.9999999618174162; 0.09918207762001266 0.9999999364861436; -0.9999741253923562 0.9999999997330015; -0.9999999991086508 -0.9999999999974705; 0.987819602334453 0.9999999998937354]
132,217,300,-24.98243770266027,[0.9997595440063871 0.999996941649269; -0.5378222197421442 -1.0; 0.9991583684134733 -0.9998139448307944; -0.9999492497434795 -0.9997279800930258; -0.9997590199572717 0.5976493601636973; 0.9294582672562375 -0.5811977706918714; 0.576539942768423 0.9386424711559579; -0.06840935914682053 0.01031940292966728; -0.7988644502860299 0.9990886515007569]
133,2614,300,-25.704791522737423,[-0.4574095263917394 -0.9999999999999974; -1.0 0.9899352784630753; 0.9988246904017647 -0.48971836013236286; -0.9951579668767357 -0.9999880827897492; -0.49093794013923797 0.9999999999999972; 0.7839947890070442 0.7484656777543202; 0.9971079794886469 -1.0; 0.9999999999999992 0.9999999999999992; -0.9999999999999997 -0.052374282902008226]
134,2961,300,-25.71968751476565,[-0.9999999999579712 0.4861865691874736; 0.9999999999961682 0.045991523257801606; -0.9999999999996426 -1.0; 0.9989254498157186 0.9999185124481107; 0.4589941041363667 0.9999999999996243; 0.999999999999816 -0.9969343544737742; -0.7850965446311723 -0.7447555036721438; -0.9919118607303703 0.9999999999999715; 0.4912524083535802 -1.0]
135,2635,300,-25.66636398938132,[0.9999999999999994 0.08680836552044899; -1.0 -1.0; -0.8158255149005251 -0.7031134556996705; 0.999943590617067 0.9999998883599721; 0.42979555489663634 0.9999999999999707; 0.47526454107834776 -1.0; -0.9711755720542113 0.5126316584625064; 1.0 -0.9976916231173151; -0.9997495951463488 0.9999999999999997]
136,2404,300,-25.35310293758857,[0.999999996586355 0.642468658503552; -0.9968937734295226 0.5784764490324618; 0.6511543488047541 0.9999657850478915; -0.9995788106119113 0.9999999999971251; -0.9999999867348575 -0.9999998010287907; -0.5463046653654906 -0.9955602525449506; 0.9999999176179201 -0.9999999873454062; -0.004580791824888574 0.43621159590905745; 0.8086281098648072 -0.6411457580399064]
137,2978,300,-25.378671794132387,[0.9878792906127919 -0.5516902743297445; 0.5645576869986819 0.9999997882709696; -0.9999999999999974 -1.0; 0.9999999999999986 0.9999999999999999; -0.000824823930021512 0.13249672985136965; 1.0 -0.9999999999999986; -0.9999999999999649 0.9999999999997891; -0.9999752350318881 0.5670180052178395; -0.549705247192237 -0.999833796936305]
138,1532,300,-25.55816053235247,[-1.0 0.2167307016243038; -0.999999999999311 -0.9999999999635228; 0.566487247382721 -0.999999999976772; -0.6477524651897703 -0.8934288140811597; 0.999999999999953 0.9999999998384262; -0.4247045664565543 0.9999998517136685; 0.9844394442585326 0.5051026070128165; -0.9999997405048167 0.9977966855319977; 0.9999998994999162 -0.999999995298054]
139,2694,300,-25.405254490513823,[-0.9999983244861597 -0.563779867817135; -0.9999999999999984 -0.9999999999999983; 0.9999999999997258 -0.99999999997749; -0.08016291408947622 0.028404990311068228; 0.9999999999995067 0.9999999999999865; -0.5671174457941492 0.9941950110132518; -1.0 0.9999999999562869; 0.5564918365648295 -0.988940875268204; 0.9961254674472925 0.5592597188439781]
140,3706,300,-26.101304694928885,[0.9999995972754575 0.999999999997717; 0.9999999999999989 -1.0; -0.9999817874267333 0.9999999999999974; 0.5516901324469959 -0.9575162985499334; -0.6327841878014885 -0.8877421096495159; -0.0949180315068966 1.0; -0.9999999999999996 -0.9999999999999997; -1.0 0.46457374174127164; 0.9999999999999997 0.4985399707000637]
141,2441,300,-25.585193830852226,[-0.9999999999999999 -0.487323841017038; -0.9999996821469963 -0.9999999999999997; -0.5803322541298594 0.9700738140310026; -1.0 0.9999999999999951; 0.9999999999999994 1.0; 0.6327924071523987 0.902164671142988; 0.9999999811106054 -0.9995945824634426; 0.40875345840055805 -0.9999999999999976; 0.9999999999999953 -0.22668117055880063]
142,4826,300,-25.784415498675124,[-0.5104391878803309 0.9999998534467002; -0.9999996784408831 -1.0; 0.9999999999994511 -0.49310961540498643; -0.9688735029808131 -0.5402966638954372; 1.0 0.9999999999999011; 0.6938615377180232 0.8344197519584025; 0.9999999997594823 -1.0; -0.9999999999999464 0.9672853371516912; 0.10696905278672891 -0.9983402558287758]
143,2625,300,-26.051241964429156,[-0.5046789464269563 -0.9998613320147697; -0.9999999999999964 -0.9999253740346611; 0.9999999999999998 -0.9999999999999998; -0.9983775643015438 0.0993589773722604; -1.0 0.9179173138340438; 0.8488352974754164 0.6850221178305341; 0.9356906284776805 -0.6019987263663356; -0.4701908151816535 0.9999999999999999; 1.0 0.9999999999999961]
144,2854,300,-25.61517786679136,[-0.056619051479004055 0.9924539199850104; -0.9999999999999991 -0.9742311707494133; 0.9999737133444077 0.5182814491130319; -0.9999999999999986 0.47251441520034504; -0.4852109641118034 -0.9999999999999992; -0.9744819811168874 0.9999999999999966; 0.7985721402432865 -0.7470613962197817; 0.9999841990946614 1.0; 1.0 -0.9999999999999939]
145,4596,300,-25.11944314624047,[0.9999994685670524 -0.5382299666723129; -1.0 0.5399357807963738; -0.9999998339904397 -0.9999976073931628; -0.5327226584741612 -0.9999999648120823; 0.5278723441326666 0.9999999918713374; 0.9999999999944017 1.0; -0.0023956499777521563 0.0032115714244707783; 0.925725936179625 -0.9999999953708516; -0.9999987162069234 0.9999999999599922]
146,4989,300,-23.957423614317033,[0.9975025780758899 -0.5257422077397989; 0.9999999999999639 -0.9999999999999997; 0.0771398506248585 0.21331206162075061; -0.9999999999999996 -0.9970325525456951; -0.6152355521366522 0.9999006939264732; -0.9999999999999998 0.5650566684806257; 0.9978651396503837 0.5282286033161692; -0.47303963045419 -0.9999999923135626; 0.9999999999999939 1.0]
147,8911,300,-26.080342422963806,[-0.9786529336881356 -0.9999999999999981; -0.7153313888839068 0.8372147856108403; 0.9999999999999997 0.9999999999999989; -1.0 -0.4637675945681984; 0.9999999999999998 -0.5201678867977494; -0.9999999999999997 0.9999999999999997; -0.18921685174727432 -0.9999999999999775; 0.9679885734214082 -0.999999999999996; 0.5459494045956692 0.9835000287177005]
148,1737,300,-25.254761410404658,[-0.9993798244856064 -0.6399105085110156; -0.3094918774424414 -0.051237319122325986; -0.6182859990380017 -1.0; 0.9201065118099986 0.576762062855016; -0.9999999999846756 0.9126478919865147; 1.0 1.0; 0.999999999999865 -0.9999999996252138; 0.6311318168170947 -0.8427089016208787; -0.5458878065821938 0.9999997158399616]
149,1937,300,-26.054941605707942,[-0.15133677021402903 0.9999999999692107; -0.6893137216877283 -0.8458592525695782; 0.9999999999692607 -0.9980094218898365; -0.9999999998790865 0.4646721280014239; 0.9999996518940938 0.5130459158445981; -0.9996299453079374 0.9999999999723204; -0.99999999999888 -0.9999999998553524; 0.9973883157108139 0.999997443154932; 0.5135112363976355 -0.9999894097130323]
150,937,300,-24.716883131340538,[0.6765142609522857 -1.0; 0.13425988979531603 -0.18076880254304192; -1.0 0.9999890912476531; 0.9999203854052134 0.9989041576058297; -0.8231370063038944 -0.9996034208574099; -0.7313979693842052 0.7285898307949148; 0.535843796690835 0.9953636456342003; 0.9999999531239191 -0.5817463953179235; -0.9959697993763965 -0.5350822930792691]
151,3079,300,-25.66749722454199,[0.7613918509045642 0.7771614526073362; -0.9999999999999798 -0.4651395573860276; -0.9999999999999989 0.942559291007871; 0.9905255732527406 -0.9999999999999795; -0.9925595324939198 -0.9999999999999962; 0.9999999999999861 0.999999999999996; 0.9996141686196366 -0.5303053543395643; -0.10352026800267775 -0.9996130415689847; -0.49082343304118486 0.9999999999999647]
152,1739,300,-25.413513072975178,[-0.999997741902921 -0.9999999935029924; -0.04890821999801736 0.027675492626605916; 0.5481999146053459 -0.999999999965275; 0.9999995364251929 1.0; 1.0 -0.9999980287857173; -0.999999971355084 -0.5522846466204984; 0.9999999826620403 0.5516669722056563; -0.9999999912240511 0.999996869751448; -0.5567128147816146 0.9999999988758774]
153,4469,300,-26.11561417360768,[0.5451100403519069 0.9657572686379442; -0.9999999999999972 -0.46264274132445193; 1.0 0.9999999999999842; -0.11500182945108965 -0.9999999999999974; -0.9999999999999984 0.9999999999999984; 0.9999999999999984 -0.5034207934699897; 0.999087886530177 -0.9999999999999996; -0.9999981311694998 -1.0; -0.6418081980785757 0.8821306723552921]
154,2072,300,-26.1322299983645,[-0.4614339114394014 -1.0; -0.5090851680857472 0.9999999999999999; 0.9714927488616033 0.5443836134490531; -0.9999999999993643 -0.9940361908022628; 0.9999999999999971 1.0; -0.9999999999999967 -0.13749890323902883; 0.9999999999999984 -0.9999999999999996; -1.0 0.9949215662028661; 0.8737918894019479 -0.6562089969762956]
155,2122,300,-25.596391174701225,[-0.9989400126464603 -0.07649900768879014; -0.5189092501951046 0.9935784701947605; 0.9999999999870893 -0.48915330300594706; 0.9920082278666457 -0.9999999999993898; -0.4587024843076913 -0.9999999999829712; -0.9999999950257202 -0.9637605885467684; 0.7184911793673728 0.8354799259469559; 0.9999999999999456 0.9999999999925561; -0.9999999999919967 0.9928330702860051]
156,2812,300,-25.392592900971806,[-0.680280718538863 -0.8411451311890087; 0.2979351917290017 0.9999999999999988; -1.0 -1.0; 0.999999999999999 0.9999989606380664; 0.9999999999999997 0.3160419551125127; -0.9999999999999993 0.49922397246599787; 0.9999999999999981 -0.9477042574589896; 0.5407479926852 -0.9525984655416433; -0.9999989146217806 0.9999999999999998]
157,7053,300,-25.370965949286486,[0.4261562674791008 0.999999999999985; -0.6568699820116397 -0.8860193108472804; 0.9999999999999982 0.12668985821555886; -0.999516726675821 1.0; 1.0 -0.9999999986197841; 0.996986496121337 0.9798750315296427; -0.9999999999998724 0.47507807443916955; -0.9999999999999853 -0.9999999999999997; 0.5713739301310525 -0.9403412749518846]
158,264,300,-25.403114570125606,[0.5490113354409688 -0.9999984260766289; -0.9999357118245455 0.9999999999999435; -0.9994583120838133 -0.551471419710068; -0.5557791192995567 0.9984097826315503; -0.03019123601586953 0.030271592275273623; 0.9980630852558191 0.99999163074954; 0.9999276320950758 0.5533195606149917; 1.0 -0.9988718393634829; -0.9999999362014813 -0.9999979204828057]
159,2976,300,-25.433240115295142,[0.17891839030535944 0.9999999999999992; 0.47247649805310915 -0.9999999999999999; 1.0 0.3821480411794778; -0.9665532049953733 0.5202140391498676; -0.9938050622941291 1.0; -0.7994718182042472 -0.7222812197546191; 0.9999999999999999 -0.9999915207035971; 0.9998628707723286 0.9999999999924355; -1.0 -1.0]
160,1972,300,-25.418764595438294,[0.9999999999999815 0.9999999999999674; -0.9999999999999999 -1.0; 0.5510122715450038 0.9999736263980609; -0.026732087513650752 -0.02428037481626021; -0.5576557262830178 -0.9993434768852362; 0.9999999999998398 -1.0; 0.9999356209801641 -0.5543534492880479; -0.996312555419209 0.553652609336766; -0.9999999999998869 0.9999999999999976]
161,4632,300,-26.12618622051306,[-0.9338387565739299 0.5805586195128078; 0.9999999999999996 -0.9999851775086193; 0.4679910673356779 -0.9999999999999986; -0.9999999999999988 0.9999999999999848; 0.9999999999999925 0.953416652369281; -0.8769876252787371 -0.659831088368342; -0.9999999999999994 -0.9999999999999994; 0.5002369910508967 0.9999999999999999; 0.9999999999999971 -0.10620435332928907]
162,3955,300,-24.676554721242802,[0.9999999999999964 0.9999999999999994; -1.0 -0.9999999999999994; -0.9999999999999928 0.6308377065305082; -0.7390430841945892 1.0; 0.5657363565599544 -0.944224050072953; 0.9999999999999999 -0.9999975973716028; 0.2930328608213913 0.69872408211097; 1.0 0.58556765709083; -0.8122427152372782 -0.685165355513323]
163,1303,300,-25.50948118172321,[-1.0 -0.9999967298228588; -0.5007318899749623 -0.9869130835736675; 0.998737319049182 -0.5693681679183185; 0.9999995248251945 1.0; -1.0 1.0; 0.8972302099978845 0.6455348352704791; -0.9999804802484007 0.4349634785316248; -0.19543803395053969 0.9999843430852264; 0.9999957448605676 -0.9999998990560046]
164,2756,300,-25.9825930873864,[0.516737767723377 0.999999952386548; -0.8633552206470729 -0.6763089733507585; -0.9999999987534489 -0.9999999999599135; 0.4158876388680529 -0.9999999995061258; 0.9999999860280451 -0.2621400045763912; 0.9999999998043357 0.9985892357832094; -0.9999999986630542 0.9999999899815628; -0.999831855467988 0.5349990997459738; 0.9999999957980868 -0.9911907010815658]
165,3736,300,-25.611805168658087,[-0.28196363001379937 1.0; -0.9991883509894934 0.999999986024092; 0.9993101915130008 0.4894791749136597; -0.9999999999997521 -0.99430789226223; -0.9999999999985323 0.3259269112524943; 0.7620259254260463 -0.7639948402867153; 0.9999999999998241 -0.9999999999980754; -0.48422061998488175 -0.9999999896716828; 0.9998376015714305 1.0]
166,2536,300,-25.417744042894668,[-1.0 0.9999999999999999; 0.9999999999999992 -0.9999999999999896; -0.9995669624312616 -0.5504320374519452; 0.5550292554095286 -0.9999697187747404; -0.5518652413008971 0.999641735297338; 1.0 1.0; 0.998188366205172 0.5561201595340806; -0.9999999999999999 -0.9999999999999997; 0.03488486375264465 0.01990517551720861]
167,1620,300,-25.39398958808051,[0.5512453955951627 -0.9992337664931489; 0.9997664522983787 0.5649060183035434; -0.5630598273740562 0.9999982599520698; -0.9999999999982244 -0.9999999999991185; -0.9999999999998852 1.0; 0.9999999999997338 -0.9999999999953231; -0.9891673262581844 -0.5521664551314007; 0.004955971315544276 0.10868351352917714; 0.9999999999990127 0.9999999999981734]
168,4672,300,-25.399822419246668,[-0.5561436463607404 0.9999907737089376; 0.9999999999867349 0.999999999993229; 0.9929974704958199 0.5619952237550384; 0.01804955422777881 0.07923285411591198; -0.999999999999937 0.9999999999999447; -0.9999726682788338 -0.5499141296738587; -0.9999999999965986 -0.9999999998936336; 0.9999999999996915 -0.9999999999989523; 0.5540990364807293 -0.9999637370497556]
169,5688,300,-25.40692543334683,[-0.9999999999999992 -0.9999647214310222; 0.5509345923477587 1.0; 1.0 -0.5512184685461025; -0.9971593062982221 1.0; -0.5511354038940444 -1.0; -0.9999999999999998 0.5513039662071929; 0.9999999999999933 0.9991727092570901; 0.9998364163857352 -0.9999999999999997; -0.002281822130264391 -0.0005885727741613356]
170,239,300,-23.802964342931777,[-0.04738059014481611 0.03546219866628869; -0.9547777222353634 -0.5242486314180633; -0.9999818846552965 -0.9970339671428958; -0.9998044136636328 0.5348863238207241; 0.5492050565250886 -0.9858427946403018; 0.9999999926862606 0.8767029165641523; 0.9999552782071781 -0.5590514754819986; -0.999983146909084 0.9991668576593796; 0.48115232553882026 0.9992656436182364]
171,2741,300,-25.92586684993585,[0.9999999999828765 0.07037681889524706; -0.823725628392109 0.7147164155459784; 0.9969820614563454 -0.999160195785608; -0.9999999999999072 0.9999999999999799; -0.9999999999728013 -0.9999999999998288; 0.47692076961346336 0.9999999999868214; 0.49689661312220584 -0.9999999999990027; 0.9999999999999716 0.9243516570942962; -0.9551110901442221 -0.5736679956891026]
172,2920,300,-25.401692271525235,[0.9999999999999991 -0.9999999999999963; -0.9999999999999993 -1.0; -0.9999999999999604 0.9999999999999987; -0.5755100201195839 -0.985699870626067; 0.5697115348302865 0.9626444702180389; 0.9999995002805853 -0.5811112703675606; -0.999999994827125 0.5768212593230028; 0.004799419975735791 -0.09511014267751758; 0.9999999999999996 0.9999999999999963]
173,2634,300,-25.62158046695113,[0.9999977313315028 0.9999999912531424; -0.9991552256184117 0.49130017695210176; 0.48553604999809513 -0.9999999997402286; -0.9890891673243719 0.999999999987168; -0.7717636919086994 -0.7556369757222255; 0.999999998094277 -1.0; 0.9999999999965159 0.37106766572480865; -0.9999999994914166 -0.9999999959547728; 0.2263242415074608 0.9998763070752837]
174,5781,300,-25.530127761239665,[-0.7091126731301922 -0.7645685083383368; -0.9107974035409343 0.5838154260691644; 0.18609923504235887 0.04078166696134277; 0.5553448199510158 -0.999999999999999; -0.9999999999999989 0.9999999999999988; 0.9999999999999994 0.718717002608599; 0.5411651943709626 0.9999999999999928; -0.9999999999999976 -0.9999999999999997; 0.9999999999999887 -0.64798750422993]
175,3118,300,-25.624887862160943,[0.9999482648459795 0.49263795791681375; 0.9460659773321727 0.9999999999972352; 0.7698246414711177 -0.7732286482713323; -0.4015576091062471 0.9999999999999026; -0.5260490716155174 -0.9999833868176987; -0.999987032691132 0.9799515978240302; -0.9999999999999991 -0.9999999997176761; -0.9999999999852216 0.23287822974716527; 0.9999999999966855 -0.9999999999819366]
176,4248,300,-26.094368386680284,[0.9999999999999972 0.4951652736238133; -0.636396632099265 -0.88481701480938; -0.9999999999999993 -1.0; -0.9775548253581394 0.9999999999999992; -0.9999999999999888 0.4686916882341692; -0.07308123586820034 0.9999999999999991; 0.9999968407800247 0.9999999999999997; 0.5737144082836703 -0.9427835294363691; 0.9999999999999997 -0.9999999999999801]
177,1705,300,-25.646871295380958,[-0.9999961151300143 0.38774459263884176; 1.0 0.9999999999825894; 0.8895222444803247 0.649721897147177; -0.9963101982543967 0.9997792815041119; -0.2788276379300666 0.9999998854969153; 0.9974186366536512 -0.5593939349414636; 0.9999990346167413 -0.9999999977050603; -0.9999999936168064 -0.9997172097395165; -0.507913368513331 -0.9877590561004953]
178,3995,300,-25.385422414698002,[-0.9999999953895845 -0.9999991065423613; -1.0 0.9999999999999702; -0.607564370365676 -0.9999999997698202; -0.08768964960833696 -0.09137750558401454; 0.9999999951394541 0.999999999999713; -0.9455469035525856 0.5918192175039249; 0.57941053428693 0.9796531398064007; 0.9999999920183539 -0.999999978813401; 0.986764048139377 -0.5875583604018795]
179,3450,300,-25.224637586613483,[0.9999999162391856 0.5446480758867746; -0.5493869695593281 0.9999999999999954; 0.6047349142823819 -0.8397936019320703; -0.9999999999999984 0.9975783631567431; -0.6322379181298704 -1.0; 1.0 -0.9999999999999964; -1.0 -0.6200347512280577; 0.9999999999999891 1.0; -0.3432334159825059 0.029334922827877564]
180,2224,300,-25.55221805526596,[1.0 0.9999999999999957; 0.9999999999999996 -1.0; -0.49175398503002443 -1.0; -0.9999999999999956 -0.999815413871268; -0.9778808644792728 0.9995714321446323; -0.2521416911455754 0.9999999999999998; 0.9553358138379551 -0.5951095072416845; -0.9999999999999982 0.3877873229003353; 0.9208570527782158 0.6100383913732377]
181,2757,300,-25.834114664140845,[0.48775531287116486 0.9999999999999973; -0.9827240135476408 -0.9999999999999956; -0.9999918686447916 -0.4967498460596197; -0.999999999999996 0.9999999999999979; 0.9999999999999912 0.05834873358862437; 0.9999999999999327 0.999287303726733; 0.9999987443109233 -0.9993995574247311; -0.8122653773195829 0.7190896822480232; 0.4935693216161556 -0.9999999999999863]
182,3569,300,-25.39498536192202,[-1.0 0.9999999999999994; 0.9999999999999999 -0.9999999999999889; -0.5465858278251005 0.9999997813768259; 0.9999999978970122 0.5544973751054922; -1.0 -0.5485511359102075; 0.5600208387117953 -0.9999999999394428; -0.9999999999999948 -0.9999999999999997; 0.0954460337500185 -0.016972866200929183; 0.9999999999999992 0.9999999999999992]
183,3441,300,-25.408172931704645,[-0.9999999909879521 -0.999999400694892; 0.9999997348158386 -0.9999999996599919; 0.06996547075439155 0.006962474933445139; -0.5480154364324226 -0.9999999999997566; -0.9999999998703023 0.5492954006940075; 0.5574390045497412 0.9999999999995423; 0.9999999917924728 -0.5543286619319151; 0.9999999999999051 1.0; -0.9999830819400318 0.999999999975559]
184,859,300,-25.40778078102688,[-0.9999973659103342 -0.5587446734971453; 0.999999966229288 0.999983349005034; -0.5563729072871875 0.9783266670536097; 0.9995491003759002 0.5667198347779515; -0.999982366378834 1.0; 0.5684217875526609 -0.9996114878984119; -0.9998968290241682 -0.9999983464359092; 0.08105064177825407 -0.0442865122185063; 1.0 -0.9998627564634252]
185,1176,300,-26.150966104371523,[-0.9999999757050007 0.9998818444353624; -0.5142561714882696 0.9999991031133111; -0.999999963063338 -0.9994072239257242; -0.9999999933180707 -0.15740121518412814; 0.9999999992653985 -1.0; 0.8722049173784634 -0.6587124252224063; 0.9852394231146943 0.5314029214950815; -0.4591854488491339 -0.9999999987167391; 0.9999999924446354 0.9999999996738281]
186,2675,300,-25.393241161424772,[-0.9999589494153709 -0.5515024231540502; -0.08040235460777959 0.05951551546796037; 0.5455365401395421 -0.9999999946425803; 0.9999999999999991 -0.9999999999999976; 0.9999999999999898 0.9999999999999999; -0.9999999999999999 -0.9999999999999998; -0.5606452947390765 0.9999892070734011; 0.9999413946582277 0.5522512533034096; -0.9999999999999994 0.9999999999999999]
187,9631,300,-24.082073250706546,[0.8688786973008124 -0.5598423079467009; 0.9999999980253933 0.999999999999935; -0.5847728516740953 0.9532436885705693; 0.9999999996787107 -0.9999999999999806; -0.9999999999999963 0.999999999985398; -0.8438256746570124 -0.04469128612874254; -0.999999999999998 -0.9069563208723076; 0.5945150484664566 0.9995677255462355; -0.5132483553522661 -0.9999999993386226]
188,1297,300,-25.649947048269,[0.03656612943245995 0.9999999996786236; -0.9999999984339619 -0.9990541337770286; -0.9999993827628709 0.48511450859973804; 0.9994690190762437 0.9999999922718416; 0.8248736197396459 -0.7360710253154649; -0.5009705505356202 -0.9928409532567694; 1.0 -0.9999999567005566; 0.9935290366597779 0.5066404264905389; -0.9474983201012542 0.9983756807622789]
189,2864,300,-26.124631883250512,[0.9999999999948466 0.9828056749943642; -0.9660445527649446 -0.5532904934412645; 0.5082141782240177 -0.999999999915639; 0.9999995973357887 -0.9955676080270655; 0.46265459492607874 0.9999999999774354; -0.8712232567584747 0.659477126489325; 0.9999999999811221 0.1317016004833975; -0.999999999999921 0.9999999999681284; -0.9999999999966522 -0.9999999999995741]
190,3885,300,-25.95950839444317,[0.9991855894422513 -0.9992033007912269; 0.5036723795760231 -0.9999999999999781; -0.8308282048413846 0.7024784585791133; 1.0 0.9973131957418668; -0.9999999999999996 0.9999999999999994; 0.4705741185662209 0.9999999999999984; -0.999978291376911 -0.5065108805662328; 0.9999999999999994 0.11320732037175633; -0.9977885203151499 -0.9999999999999997]
191,2221,300,-25.718001920297215,[-0.9999999999986315 1.0; -0.9999999999973721 -0.4850495626744562; 0.9999999999977355 0.9999917215533516; 0.055393627575657314 -0.9999999999936742; 0.9999839883951178 -0.9999822095455407; -0.745138597085459 0.782686762907696; 0.99999999999801 -0.45098601812880323; -0.9999990070934806 -1.0; 0.48359629945239285 0.9999999991089362]
192,1960,300,-25.852655476814437,[0.9999999999999998 -0.4787990789973219; 0.7542946313612904 0.7933459143871875; -0.5093347346991728 0.9920133442028516; 0.9999999999999999 0.9999999999999999; -0.9660418356906949 -0.9999999634669536; 0.09339646018811715 -0.9999999999999987; -0.9999999999999996 0.9999999998776254; -0.9999999999999993 -0.4960802195963187; 0.9999656988783558 -0.9999999999999998]
193,5274,300,-25.587262535312504,[-0.7682277133178076 -0.7597261862714241; 0.9999999999999736 -0.9874281430365535; -0.9886811000672147 0.5068995147754405; -0.9999999999999919 -0.9999999999984363; 0.9999999999999949 0.42810838365473886; 0.9997807832985645 0.999999999999899; -0.992565386536803 0.9999999999971732; 0.48134928939734045 -0.9999999999984174; 0.11934752252731602 0.9999971778530743]
194,2710,300,-25.893297344223253,[-0.37673761237039405 -1.0; -1.0 0.9992448257935668; 0.9999999999999997 -1.0; 0.8773247620903771 -0.6601427326668936; -0.5098677020054999 0.9999944735982688; -1.0 -0.9980045943943953; -0.9999999996759321 -0.3057284182352628; 1.0 0.9999999999999992; 0.9942572836370759 0.543863640621894]
195,6325,300,-26.086761110172027,[0.9999999999999961 -0.9995501655763764; -0.9999999999995534 -0.9999999999552229; 0.9993925707016672 0.9999993194026725; -0.9999999999883508 0.46188050153334603; -0.1571192023521215 0.9999999999999731; -0.9988613112213497 0.9999999999981016; -0.6818197718762278 -0.8524852525468022; 0.5168486170149803 -0.9984641244285597; 0.9999999935118775 0.5141864746343343]
196,1584,300,-25.566965459434613,[0.9935414848682831 0.1144459232157996; -0.9999999988560108 -1.0; -0.9999999990113709 0.49853835491737125; -1.0 0.999999988838228; 0.4489687264339444 0.9999999997624642; 0.999999827721913 -0.9494696676148225; 0.9999999999999993 0.9999999770308932; 0.5112567583342207 -0.9948701388827365; -0.7229102676459692 -0.8164392646404595]
197,3139,300,-26.016463994795714,[-0.9999999999961612 0.9999999999998901; 0.8441166052786717 -0.6841549602635255; 0.9999999999995618 0.9999999999999544; -0.9999999999999961 -0.8792479811667346; -0.49133710099998135 -0.9999991253224918; 0.895297287978239 0.6489169184772535; -0.9999999207517938 0.062035036640106594; -0.4765805616704359 0.9990857854477447; 0.9999999999950274 -0.9999999999989057]
198,7216,300,-26.02176965329335,[0.9996247105973847 -0.9999950449996025; -0.9999999999982032 0.9999999999999524; 0.5110140979990937 0.9985592041139227; 0.9999999999998915 0.9999999994577927; -0.13196677596512382 -0.9999999999999974; -0.6906383137619126 0.8420052220002755; -0.999392724058518 -0.9999999999995532; -0.9999999999999915 -0.46489805442697085; 0.9999999989784562 -0.5073923188340285]
199,153,300,-24.733647893169323,[1.0 -0.5171293748856378; -0.9892365777782199 1.0; 0.997116528433616 -0.9995297076257261; -0.9995222994518673 -0.9310199072114205; 0.9947811314193257 0.9847108818632244; -0.9953016144498444 0.5298770130602091; 0.5380451812253566 1.0; -0.5380149493415143 -0.9994174325465934; -0.015614534980591139 0.0543894949132822]
200,4680,300,-26.141633842307876,[1.0 0.9996958995584301; 0.5192408373152263 0.9999999999992756; 0.9999999999999992 -0.9987974714270116; 0.4590249156888409 -0.9999999999999974; 0.9999997469130795 -0.17656993265556806; -0.9997793280780238 0.520179700262387; -0.9999999999999988 0.9999999999999992; -0.9999999999999988 -1.0; -0.8602059824599803 -0.6755765990892453]
201,3302,300,-26.150695295368834,[0.6600751152167849 -0.8716187780675624; 0.9995868926061917 0.9995804386691471; 0.16331340495500157 0.9999999999999999; -0.9999721611944149 0.9999999999999992; 0.9999999999999999 0.45838631372381794; -0.5300561350319803 -0.9875622482754002; -0.9999999999999997 -0.9999999999999993; 0.9999999999999998 -0.9999999999999992; -0.9999999999999958 0.5156315028993778]
202,3032,300,-26.141866342751936,[0.5204233327206134 -0.9998805182665774; -0.9981450947530421 0.9999999999996574; -0.6757758161807038 -0.8600836132397934; 0.9999977853685984 0.5193998163017102; -0.9999999999819009 0.4589871207961648; -0.1770716370275246 0.999986468955537; 0.9999808546400673 0.999999999997949; 0.999999999998618 -0.9999999999892625; -0.9999999999999956 -0.999999999999975]
