nPsoRun,n_iter,S,fgbest,optDes
414,576,300,-56.711828534988285,[1.0; 1.0; 0.5068719320258942; -1.0; 0.39185515300060136; -1.0; -0.4654115841735862]
415,497,300,-56.711828534988285,[-1.0; 1.0; -0.3918551530006018; -0.5068719320258938; 0.4654115841735862; 1.0; -1.0]
416,77,300,-56.68196545258879,[-1.0; 1.0; 0.4654784815779083; 1.0; -0.5071825362788215; -0.38912919721738165; -1.0]
417,515,300,-56.711828534988285,[-0.4654115841735867; -1.0; 0.5068719320258936; 1.0; 1.0; 0.39185515300060203; -1.0]
418,510,300,-56.71182853498828,[0.3918551530005991; -1.0; 0.5068719320258942; -0.4654115841735854; 1.0; -1.0; 1.0]
419,597,300,-56.71182853498828,[-0.5068719320258943; 0.4654115841735859; 1.0; -1.0; -1.0; -0.3918551530006003; 1.0]
420,633,300,-56.711828534988285,[-1.0; -0.4654115841735862; 1.0; 0.3918551530006006; -1.0; 1.0; 0.5068719320258942]
421,522,300,-56.7118285349883,[0.3918551530006013; -1.0; -1.0; 1.0; -0.46541158417358625; 0.5068719320258942; 1.0]
422,496,300,-56.71182853498827,[-1.0; 0.3918551530006014; 0.5068719320258924; 1.0; 1.0; -0.4654115841735852; -1.0]
423,74,300,-56.670016141225766,[-1.0; -1.0; -0.4642568986771509; 1.0; 0.5085201682746295; 1.0; 0.3795718907600779]
424,540,300,-56.71182853498831,[-1.0; -0.4654115841735862; 1.0; 1.0; -1.0; 0.5068719320258942; 0.39185515300060175]
425,576,300,-56.711828534988285,[0.5068719320258944; 0.3918551530006004; -1.0; 1.0; 1.0; -1.0; -0.4654115841735859]
426,436,300,-56.71182853498827,[-1.0; 0.39185515300060136; 0.5068719320258944; -1.0; 0.9999999999999999; -0.46541158417358497; 1.0]
427,611,300,-56.7118285349883,[-0.39185515300060136; 0.46541158417358613; 1.0; -1.0; 1.0; -0.5068719320258942; -1.0]
428,609,300,-56.71182853498831,[1.0; 0.39185515300060153; -1.0; -1.0; 0.5068719320258942; 1.0; -0.4654115841735865]
429,586,300,-56.71182853498831,[0.4654115841735863; -0.3918551530006012; -1.0; -1.0; -0.5068719320258942; 1.0; 1.0]
430,560,300,-56.71182853498828,[-1.0; -0.3918551530006013; -0.5068719320258939; 1.0; -1.0; 1.0; 0.4654115841735859]
431,555,300,-56.711828534988285,[1.0; 0.5068719320258941; 0.3918551530006014; -1.0; -1.0; 1.0; -0.46541158417358625]
432,597,300,-56.7118285349883,[1.0; 0.46541158417358613; -0.39185515300060136; -1.0; -1.0; 1.0; -0.5068719320258942]
433,81,300,-56.58323518779928,[0.3986333755559306; -0.46154417701474526; 1.0; 1.0; -1.0; -1.0; 0.4983852867651247]
434,106,300,-56.69056021378361,[-0.4656620807172082; 1.0; 1.0; 0.39342051654403665; -1.0; 0.5056053561801948; -1.0]
435,604,300,-56.711828534988285,[0.5068719320258936; -1.0; -0.4654115841735865; 1.0; 1.0; 0.391855153000602; -1.0]
436,474,300,-56.71182853498828,[-0.4654115841735854; 1.0; 1.0; 0.5068719320258944; -1.0; 0.3918551530006003; -1.0]
437,524,300,-56.71182853498827,[0.5068719320258936; -1.0; 1.0; 0.39185515300060186; -0.46541158417358514; 1.0; -1.0]
438,583,300,-56.711828534988285,[-1.0; -1.0; -0.391855153000602; -0.5068719320258938; 1.0; 0.4654115841735859; 1.0]
439,566,300,-56.711828534988285,[-1.0; -0.5068719320258942; -1.0; 1.0; 0.46541158417358675; -0.3918551530006018; 0.9999999999999999]
440,570,300,-56.7118285349883,[-1.0; -0.39185515300060125; 1.0; -0.5068719320258942; 0.46541158417358613; 1.0; -1.0]
441,586,300,-56.71182853498831,[0.5068719320258935; 0.39185515300060203; -1.0; -0.46541158417358663; -1.0; 1.0; 1.0]
442,660,300,-56.7118285349883,[1.0; 1.0; -0.5068719320258941; -1.0; -1.0; 0.4654115841735863; -0.3918551530006017]
443,517,300,-56.711828534988285,[1.0; -0.46541158417358625; 0.5068719320258934; 1.0; -0.9999999999999999; 0.3918551530006021; -0.9999999999999999]
444,489,300,-56.71182853498828,[-0.46541158417358613; -1.0; 0.5068719320258941; 1.0; -1.0; 0.3918551530006001; 1.0]
445,536,300,-56.7118285349883,[-0.39185515300060136; -1.0; -1.0; 1.0; 0.46541158417358613; -0.5068719320258942; 1.0]
446,545,300,-56.7118285349883,[-1.0; 0.46541158417358613; 1.0; -1.0; -0.5068719320258942; 1.0; -0.39185515300059987]
447,545,300,-56.71182853498827,[-1.0; 1.0; -0.46541158417358597; 0.5068719320258936; 0.39185515300060203; 1.0; -1.0]
448,550,300,-56.71182853498827,[-0.5068719320258943; -1.0; 1.0; -0.39185515300060153; 1.0; 0.465411584173585; -1.0]
449,554,300,-56.71182853498828,[0.46541158417358525; -0.3918551530005991; -1.0; -0.5068719320258942; 1.0; 1.0; -1.0]
450,515,300,-56.711828534988285,[-1.0; 1.0; 0.39185515300060114; 0.5068719320258942; 1.0; -0.4654115841735861; -1.0]
451,614,300,-56.71182853498828,[1.0; -0.46541158417358564; 0.3918551530006005; 1.0; -1.0; -1.0; 0.5068719320258951]
452,575,300,-56.71182853498831,[1.0; -1.0; -0.506871932025894; -1.0; 1.0; -0.3918551530006018; 0.4654115841735861]
453,516,300,-56.71182853498827,[-0.4654115841735864; -1.0; 1.0; -1.0; 0.5068719320258941; 0.3918551530006023; 1.0]
454,611,300,-56.71182853498828,[-0.465411584173586; 0.5068719320258939; 0.39185515300060153; -1.0; 1.0; -1.0; 1.0]
455,548,300,-56.711828534988285,[1.0; -1.0; 0.39185515300060125; -1.0; -0.46541158417358586; 0.5068719320258942; 1.0]
456,557,300,-56.711828534988285,[1.0; -1.0; -1.0; 0.39185515300060103; -0.465411584173586; 0.5068719320258941; 1.0]
457,638,300,-56.711828534988285,[1.0; -1.0; 1.0; -0.46541158417358586; 0.39185515300060136; 0.5068719320258942; -1.0]
458,52,300,-56.611208841305725,[-1.0; 1.0; 1.0; -0.4631038067002306; -1.0; 0.5098023327561649; 0.3636798856682253]
459,49,300,-56.26413779455594,[1.0; -1.0; -0.4936901352634383; -0.3880608101034706; 0.47943463236082406; -1.0; 1.0]
460,579,300,-56.71182853498831,[1.0; -0.3918551530006013; -1.0; 1.0; -1.0; -0.5068719320258942; 0.46541158417358647]
461,643,300,-56.711828534988285,[-0.391855153000601; 1.0; -0.5068719320258944; -1.0; -1.0; 1.0; 0.4654115841735863]
462,544,300,-56.7118285349883,[1.0; 1.0; -1.0; -1.0; 0.39185515300060025; -0.4654115841735863; 0.5068719320258942]
463,505,300,-56.71182853498827,[-1.0; 0.46541158417358514; -0.5068719320258938; 1.0; -0.3918551530006021; -1.0; 1.0]
464,598,300,-56.711828534988285,[-1.0; 0.5068719320258941; -0.4654115841735862; -1.0; 0.39185515300060103; 1.0; 1.0]
465,530,300,-56.71182853498831,[-1.0; 1.0; 0.4654115841735861; 1.0; -1.0; -0.5068719320258942; -0.39185515300060175]
466,603,300,-56.71182853498828,[1.0; 1.0; -1.0; -0.4654115841735873; -0.9999999999999997; 0.39185515300060253; 0.5068719320258934]
467,543,300,-56.71182853498831,[1.0; -0.5068719320258936; 1.0; -0.39185515300060186; 0.46541158417358675; -1.0; -1.0]
468,531,300,-56.71182853498827,[-0.5068719320258922; -1.0; 1.0; -1.0; -0.3918551530006049; 0.4654115841735852; 1.0]
469,508,300,-56.711828534988285,[-1.0; 1.0; 0.5068719320258944; -1.0; 1.0; -0.4654115841735859; 0.39185515300060053]
470,530,300,-56.71182853498828,[-1.0; 0.4654115841735853; -0.5068719320258948; 1.0; -1.0; 1.0; -0.39185515300059853]
471,564,300,-56.71182853498827,[1.0; 0.5068719320258938; -1.0; -0.46541158417358597; 0.39185515300060153; -1.0; 1.0]
472,624,300,-56.7118285349883,[-0.3918551530006013; -1.0; -1.0; -0.5068719320258942; 0.4654115841735859; 1.0; 1.0]
473,578,300,-56.711828534988285,[0.39185515300060125; -0.46541158417358625; 1.0; 0.5068719320258943; -1.0; -0.9999999999999999; 1.0]
474,522,300,-56.711828534988285,[-1.0; 1.0; -0.5068719320258942; -1.0; -0.3918551530006019; 0.9999999999999999; 0.46541158417358647]
475,546,300,-56.711828534988285,[0.5068719320258944; 0.39185515300060114; -0.4654115841735862; 1.0; 1.0; -0.9999999999999999; -1.0]
476,553,300,-56.71182853498831,[-0.506871932025894; 1.0; -1.0; -1.0; 1.0; -0.39185515300060175; 0.4654115841735862]
477,653,300,-56.71182853498828,[-1.0; 0.3918551530006015; -0.4654115841735862; 1.0; 0.5068719320258942; 1.0; -0.9999999999999999]
478,528,300,-56.711828534988285,[-0.46541158417358647; 1.0; -0.9999999999999999; 0.3918551530006003; 0.5068719320258942; -0.9999999999999999; 1.0]
479,607,300,-56.71182853498831,[-1.0; 1.0; -0.506871932025894; -1.0; 1.0; -0.39185515300060175; 0.4654115841735862]
480,589,300,-56.711828534988285,[-1.0; 1.0; -0.3918551530005989; 0.4654115841735858; -1.0; 1.0; -0.506871932025895]
481,605,300,-56.711828534988285,[0.46541158417358547; 1.0; -1.0; -1.0; 1.0; -0.5068719320258949; -0.3918551530005986]
482,557,300,-56.711828534988285,[-1.0; -1.0; 1.0; 0.46541158417358625; -0.5068719320258942; -0.39185515300060125; 1.0]
483,468,300,-56.711828534988285,[-0.4654115841735859; 1.0; -1.0; 0.39185515300060203; -1.0; 0.5068719320258938; 1.0]
484,561,300,-56.711828534988285,[1.0; -1.0; 0.46541158417358636; -0.39185515300060036; 0.9999999999999999; -0.5068719320258942; -1.0]
485,593,300,-56.71182853498831,[-0.5068719320258938; 1.0; -1.0; 1.0; -1.0; 0.4654115841735861; -0.39185515300060175]
486,35,300,-56.568828945738765,[-1.0; 1.0; 1.0; -1.0; -0.499647457242131; -0.4000491206374974; 0.47022946910199614]
487,486,300,-56.71182853498828,[-0.5068719320258945; 0.9999999999999999; -1.0; 1.0; 0.46541158417358586; -0.3918551530005982; -1.0]
488,625,300,-56.71182853498828,[1.0; -1.0; -0.3918551530006002; -1.0; 0.46541158417358575; 1.0; -0.5068719320258948]
489,468,300,-56.71182853498827,[0.3918551530006002; -1.0; -0.4654115841735854; -1.0; 0.5068719320258951; 0.9999999999999999; 1.0]
490,603,300,-56.71182853498827,[-0.9999999999999998; -0.3918551530006022; -1.0; -0.506871932025895; 1.0; 1.0; 0.46541158417358497]
491,564,300,-56.71182853498828,[-1.0; 1.0; -0.465411584173586; 0.39185515300060175; 1.0; 0.5068719320258941; -0.9999999999999999]
492,501,300,-56.71182853498828,[-0.465411584173586; 0.5068719320258942; 1.0; -1.0; 0.3918551530006013; 1.0; -1.0]
493,471,300,-56.71182853498827,[1.0; 0.5068719320258943; -0.9999999999999999; -0.4654115841735858; 1.0; 0.39185515300060225; -1.0]
494,594,300,-56.711828534988285,[-0.46541158417358597; -1.0; 0.391855153000602; -1.0; 1.0; 0.5068719320258938; 1.0]
495,468,300,-56.711828534988285,[1.0; -1.0; -0.4654115841735861; -1.0; 0.5068719320258942; 0.3918551530006015; 1.0]
496,596,300,-56.7118285349883,[-1.0; -0.5068719320258943; -0.3918551530006014; -1.0; 1.0; 0.9999999999999999; 0.46541158417358636]
497,61,300,-56.55796979588173,[-0.4948395966101345; 1.0; -1.0; 1.0; 0.4612532875039661; -0.4047971986221317; -1.0]
498,525,300,-56.711828534988285,[-0.46541158417358586; 1.0; -1.0; -1.0; 0.5068719320258933; 0.3918551530006027; 1.0]
499,611,300,-56.711828534988285,[-0.4654115841735863; -1.0; 1.0; 0.39185515300060014; -1.0; 1.0; 0.5068719320258942]
500,497,300,-56.711828534988285,[1.0; 0.46541158417358586; 1.0; -1.0; -0.39185515300060053; -0.5068719320258942; -1.0]
