nPsoRun,n_iter,S,fgbest,optDes
386,5017,300,-37.229781766788136,[0.7734017342052468 -0.9999999999999998; -0.7563218223568491 0.9999999999978693; -0.9999973549920232 -0.9999999999999998; -1.0 0.727400249765262; 1.0 -0.7730952474677555; 0.49256521813782445 0.10131331477565893; -1.0 -0.7139502214423002; 0.7099219546104407 0.9999999999999996; 0.9996833987805367 0.7622137022911178; -0.09672315515510217 -0.6382152475654772]
387,3250,300,-31.155804904547292,[-0.03644462343324507 -0.9132286600469204; -0.9999999983442927 0.9999999999988685; 0.9978912520453695 -0.9999999999999498; 0.999999999998064 -0.5622332628104315; 0.0009988490775955218 0.5563146634721179; -0.9999999999924502 -0.5463166143602244; 0.999999999975332 0.9999999999981833; -0.9999993529529924 -0.9999999999990784; 0.9995639728915454 0.7018706926722607; -0.9998528235206394 0.7039530552416181]
388,5777,300,-32.479301172750816,[0.9999999966028 -0.9999999999967129; 0.7246461100775856 -0.8779568809478151; 0.903751797002408 0.9999999796080633; -0.9999999997171198 0.9999999982311495; -0.9985114810587957 0.3588511008356355; -0.9999999995943887 -0.9999999999795295; 0.003061345749641247 -0.13004573658375532; -0.704277675508998 -0.8959648142538149; 0.9999895848777656 0.5737275471460613; -0.30094005933178625 0.9850816025739673]
389,1834,300,-32.604024257070435,[0.9999999996753338 -0.9999999999738622; 0.9999999999858072 0.9999999990619558; 0.5968812141769047 0.9999991526127995; -0.07070710194322055 0.17164012436375692; -0.9906028768000262 -0.5875900347646722; 0.3702188727356792 -0.9999999984096388; -0.9999999998808887 -0.9999999998112808; -0.6843732172943895 0.9610107928377054; 0.979637228028014 -0.27595480138193124; -1.0 1.0]
390,4368,300,-32.40092047879497,[0.6002415227598584 -0.9999996158222169; -0.9999999999999997 -1.0; -0.6750906722922287 -0.9999683932746037; 0.918321131124809 0.2166926951396887; 0.9999999999999996 -0.9824305372935477; -0.13891544310746134 -0.01738010239908883; 0.9999999999999998 0.9998304422322637; -0.9999940122597434 0.9999999999999999; -0.9998431007977956 0.6116737327985752; 0.4781586867073842 0.9999999999999915]
391,2522,300,-32.17780362043193,[1.0 0.9986679203268013; -0.9999999999998721 -0.9999999999999889; 0.9999999999999862 -0.9996074194320539; 0.49774873982374257 0.9999999997894035; -0.967611680706275 -0.6361186366361454; -0.19840915825512775 -0.01310627502798585; -0.9999999999999909 0.999999999999999; -0.9999930787010772 0.6115464563439176; 0.48238747353536504 -0.9999999998293435; 0.9999451449775564 -0.025965331159821952]
392,4311,300,-32.18077011565221,[-0.6140656341866165 0.9999999929809411; 0.07363075753961246 -0.9998194096527236; -0.9999999998813842 -0.517200288413811; 0.6314118515860992 0.9647959427226218; -0.008869592368474346 0.14531200492278026; 0.9999999999999808 0.9999999999999548; 0.9990322220055528 -0.4669344698430324; -1.0 -1.0; 0.9999999999999941 -0.9999999999999989; -0.9999999999999994 0.9999999999999961]
393,3512,300,-37.475579228965,[-0.7356192646098644 -0.9999783383644663; 0.7725974994811117 0.9999999999999997; 0.9999999999999999 0.7779652166858984; 0.9999999999999999 -0.9683451626463839; -0.7761312008449889 0.9983656051896143; 0.6228576160916552 -0.06439026981543614; -0.999999999999976 -0.7699766802881989; 0.7212472638622095 -0.9999999999999998; -0.9999999999999999 0.7158865055412758; -0.15806916590788897 0.4846985490519934]
394,5277,300,-32.77507436519731,[1.0 -0.33648666620834505; -0.9999999999999997 0.9999999999999998; -0.8665023358513776 0.7432196909704432; -0.9999964193303393 -0.9999999999999991; 0.5788633971852039 0.9999999999999993; 0.3172009574423026 -0.9911294738498693; -0.11360660674387951 0.021031160118540615; -0.9998093790374115 -0.5993716282084188; 1.0 0.9774610123773232; 0.9998666211610017 -1.0]
395,1483,300,-31.907158846456,[-0.5836843187608516 -0.9999991997962113; 0.9999861524485844 0.9999999930234642; 0.9999998131368328 -0.9999991486018383; -0.25039304890652525 -0.012413418254719952; 0.9358956711242317 0.624486338918244; -0.9972984334087474 0.1091065307820979; -0.999999791604118 -0.9999924852154144; 0.6982379079283525 -0.9353321005403957; -0.5093210988930111 0.9999997159715778; -0.9999999993597558 0.9838767601373691]
396,4756,300,-32.49182299582629,[0.9999999996616674 -0.9999999790662881; 0.9533642351790874 -0.6046796039794696; -0.24116351891830298 -0.9999998634845548; -0.5977881348351118 0.9999999984910778; -0.9999999996455591 -0.9999999980492568; -0.9938287736494194 -0.3767419087448385; 0.9843618767075987 0.6735917401510596; 0.9999999565817047 0.9999999999907679; -0.9999999999983242 0.9999999999928071; 0.06686644861713895 0.2330459719205621]
397,1135,300,-38.177857956065694,[0.9999999999998763 0.7397239792241961; 0.7635816073877287 0.9999999919414742; -0.7678082345513549 0.9999999999806919; -0.9999999993900454 0.7687062571012822; -1.0 -0.7571040581654461; -0.7332062134537716 -0.9999999989708979; 0.15395913706816533 0.3825724049521138; 0.9999999997870518 -0.755963620850504; 0.7545490363211845 -0.9999899333528696; -0.5313719874247373 -0.19840730604120455]
398,3557,300,-32.49067899373351,[-0.6527891619795403 -0.9055178608674024; -0.9999999922372405 0.9999999998892207; -0.9999999999940057 -0.9999999999994114; -0.3870788607733255 0.9999999979062429; 0.9999998845579684 0.9999999998995144; 0.9999999999549184 -0.9999999999999747; 0.6608921820767998 -0.9949811785249327; -0.9999999999498036 0.2426144025190548; 0.9960995421566573 0.5989319887025033; 0.15248490943259715 -0.005427904997191179]
399,6945,300,-32.80909884361437,[0.9822294958477156 1.0; 0.8401707315236026 -0.7686780551694891; -0.9999999999999999 -0.9946083174328487; -0.5895338256645934 -0.9999999976360675; 0.05834713427730582 -0.10525896361226497; -0.3135659539199933 0.9999999999991079; 0.9999954117934132 0.5817432258174667; 0.9999999999996221 -0.9999999999999997; -0.9999999999999999 0.323988866959863; -0.9999999999999996 0.9999999999999958]
400,4311,300,-32.526620326212445,[0.9999999992829958 -0.999999999939622; 0.6360757071745435 0.9350528114489369; -0.0978534869206792 0.02489482859768332; 0.9999999999664053 0.999999999933439; -0.9985135083840082 -0.9999999999964279; 0.3266615787316467 -0.999947586704847; -0.6587638203002192 0.9784974760933753; 0.9999999972112393 -0.3141820350334393; -0.9999999256623182 -0.5852987692394428; -1.0 0.9999999988520646]
401,1578,300,-32.42315339725881,[-0.9928590613717239 0.999999971527625; 1.0 0.9999999995926637; 0.999999999995915 -0.9999999999999779; 0.0025428302672083234 -0.20573112984595665; -0.9999999999999809 -0.9999999980760712; 0.6029897832239917 -0.9997373243442365; 0.2642072700045256 0.9999999999970379; -0.9775575319778372 0.5736114520680405; 0.9999999980815389 0.35790442722281357; -0.6722433164419032 -0.956711091928694]
402,3975,300,-31.093661550752945,[-0.999999998973296 -0.5534954181322684; 0.9999999864777038 -0.5564855649557238; -0.00899673669358907 -0.9095834972195506; 0.9999999777253092 0.9999999977902467; -0.97570415913356 0.7145602969425638; -0.9642694927203258 -0.999999995666205; -0.9999999999848731 0.9999999997806368; 1.0 -0.9999999920500685; -0.003732751129728267 0.5569711411435458; 0.9742346404223993 0.7165555837207978]
403,3478,300,-32.14501391087438,[-0.9999999988923252 0.9999999244421878; -0.5964930867370112 -0.9999981023389006; -0.4071881839757122 0.9999999999685034; -0.9999521358665483 0.24710211320078712; -0.1442831093893549 -0.10103945204213788; 0.907863943440394 0.6431017682785826; 0.999999996688094 -0.9999999992762387; -0.9999999991434353 -0.9999999937060352; 0.9999999985399364 0.9999999999712047; 0.6664041782116554 -0.9994598566758116]
404,5809,300,-32.294545702642424,[-0.9999999999999993 -0.9999999999999913; 0.6804846006065147 -0.979771444003187; -0.9999997381786316 0.14372282341437825; 0.14132136518354635 -0.15036264297327284; 1.0 1.0; 0.9999999999999993 -1.0; 0.9915453266045418 0.5918763369276844; -1.0 0.999999999996518; -0.4224146137239662 0.9999999999999993; -0.5574448245527719 -1.0]
405,9898,300,-32.75859401711782,[0.9999999999999958 0.37961400747033186; -0.9995749401555947 0.9999999999999998; 0.9999999999998894 -0.9858460049328094; 0.29292027628357886 0.9967555723039311; -0.8274472318822478 -0.7686058531774396; 0.9998524546995715 0.9999999999999999; -0.9999998697733699 0.5999807265454593; 0.5812828416024415 -0.9999999727169928; -0.06119698787496824 0.09230368327377629; -0.9999999999998398 -0.9999999999999886]
406,4179,300,-29.31662452612798,[1.0 -1.0; 0.5212786357915152 -0.999999724600469; 0.8559679278801088 0.7673307138477568; 0.9715126330194576 -0.2465783237497467; 0.9999999999999994 1.0; -0.6917142910804912 -0.8705202208214697; -0.9994885959164077 0.5306440907869503; -0.24917400183512645 0.9281240797320053; -1.0 0.9999999999999997; -1.0 -1.0]
407,4715,300,-32.341483502741234,[0.9999999999999993 0.9996863110214286; -0.9999999975256484 0.9999999999999957; -0.9811968784129251 0.6113667789519538; -0.6764629748466648 -0.9941308920855702; -0.05473335286887859 -0.09441429590114275; 0.9400513292570407 0.20121290170906142; 0.4651971829660554 0.9999999998828986; 0.6122899842148956 -0.9827746071793485; 0.9999999418586324 -0.973205400072558; -0.9999999991557061 -0.9999999999997974]
408,4701,300,-31.191175155169695,[0.6530455331641843 -0.9218020248797595; 0.55092316909632 0.9999999999999981; -0.7043161500028257 -0.9999999999974826; 1.0 -0.9999431787829519; -0.9999999999999992 -0.9999999999999923; 0.9033528842691408 0.15647878986922747; -0.9999999999999993 0.9999999999999996; -0.6118039344968587 0.0002958337657672527; 1.0 0.999998109528778; -0.7174617289744376 0.9999999999993895]
409,10000,300,-32.391258819028515,[0.999999999998946 0.9999999978764607; -0.9967266389118102 0.2853277395812676; -0.010241760241382753 -0.11080531731723894; -0.3581756074281057 1.0; 0.9999999974257499 -0.9999999999998828; 0.6631102002701355 -0.9995702369804342; -0.9999999999999988 -0.9999999999999644; -0.6038216600202454 -0.9843017171087797; 0.9341914302163905 0.6260281822387169; -0.9999999999999999 0.9999999999999882]
410,5472,300,-32.55857944938563,[0.9999999999885293 0.9999999999971915; 0.969446083023505 -0.6103165241222296; -0.9999999997866036 -0.3854103906001038; -0.2508679226656989 -0.9856273609831135; -0.5940381855537391 0.9897590223349787; -1.0 0.9999999999170291; 0.9750819593595756 0.6762927952602668; 0.11257391869988115 0.097025386291055; 0.9999063467564633 -0.999999999996542; -0.9967561982882921 -0.9999999999963847]
411,7988,300,-32.22886200594155,[0.013162658755455392 0.2384619157324159; 0.6419879252256344 0.9750161384849843; -0.9999998537711325 -0.9999999999999999; -0.9999999999937206 0.999999999999802; 0.9999999999999976 0.9999999999999979; -0.999995658960417 -0.44180976527855814; -0.6087176293649422 0.9973978930693158; -0.12066493154174077 -0.9969410709808804; 0.9999931749939293 -0.9999999999999926; 0.9999618322111259 -0.5261790812175388]
412,696,300,-31.553102834307655,[0.9827310415447091 0.5122012983295827; -0.9991209338301901 0.4615278547051739; 0.9999424792165563 0.9999832016345446; -0.9998615030291962 -0.999950739167878; -0.9852166711041815 0.9999935976029122; -0.9953969736970004 -0.6905859713738114; 1.0 -0.9999811713742138; 0.6243975206854931 -0.9876708251074332; -0.054533395211569115 -0.3217929351624978; -0.08551553346338073 0.9999358976267513]
413,2307,300,-32.81724548694473,[-0.5916904971230023 -0.999860074045642; -0.9990390523888597 0.328183540407321; 0.9999999993966505 -0.9999999993284527; 0.9971910442834028 0.9999999999750409; -0.028752175509347423 0.002650581679157073; 0.9998357740446684 0.5875410998485687; -0.9999999999961684 0.9999999998947059; -0.9999999989136682 -0.9947759840640386; 0.750298245323528 -0.8478948249447695; -0.34613401082520767 0.9989811510164373]
414,432,300,-32.16419433791205,[0.9999984437372521 0.9999999713880245; 0.21795398693121507 0.8766732288699426; -0.9999999059249448 -0.989372273058837; 0.7950526581366241 -0.7935343896476411; -0.2141267203473507 -0.01759171920099476; 0.9999564265029411 -0.9999999999490282; -0.6378846029816457 -0.9999998059455338; -0.9999892243207332 0.6379570807360915; 1.0 0.5103253687867478; -0.8671497193671921 0.9999267713325001]
415,675,300,-32.55222924140373,[0.7739437565097592 -0.83447315819255; -0.999981939121996 0.3913441435627537; -0.9999998824899784 -0.9999999445443949; 0.9999999734860947 0.5680907715093243; 0.9999519016918823 0.9999997149534369; -0.5862061838943614 -0.9999964141133639; 1.0 -0.9999999678965488; 0.1063943741677713 -0.0730064919179049; -0.9712205268327241 1.0; -0.21937987605352688 0.9999999803142697]
416,1465,300,-32.389506694896085,[0.20744555830022593 0.10774693799305837; 0.9999999266421655 0.9999999936111786; -0.9999999994925011 0.9999999998409661; 0.9580152507709861 -0.6195252960287455; 0.6762196574346064 0.9864959122300465; -0.999989745594171 -0.2675529678341936; -0.9999999766795794 -0.999999243961838; -0.5690211149010568 0.9999963519931552; -0.3410136606282003 -0.9999999990358837; 0.9999999959976785 -0.9999999977928044]
417,5301,300,-32.44714594297907,[0.9999999999999937 0.9997932685822917; -0.9999999999999813 0.9999999999997954; -0.9832800359460053 0.6593907470702285; 0.5724920260173811 0.9906281356871162; 0.32024395194626093 -0.9999999999457608; 0.999765606667665 -0.3015072708177402; -0.999999999999996 -1.0; -0.9641903093968213 -0.6264813452576542; 0.9999999999999981 -0.9974251449107057; -0.20188824469007008 0.04536737141940446]
418,4735,300,-32.30845731510907,[0.608010501147705 0.9993336476940772; -0.9889296862484654 -1.0; -0.9996263101254456 0.6715639120200407; 1.0 0.9999999957332348; -0.015804238894342865 -0.010575658312344974; 0.9999999999999989 -0.5100448112031994; -0.999999999999994 0.9999999999999987; 0.997960857598996 -1.0; -0.9980236077841768 -0.6169398634101866; 0.2022615685982226 -0.9101717819018632]
419,4056,300,-31.77255751495504,[-0.999999997057252 0.9999999999968329; 0.9998917181413491 1.0; -0.17666794749116796 0.999999996424911; 0.9831048365607109 -0.6829364372300512; -0.6658966130119146 -0.8790708332380699; -0.9999999999353653 -0.9999999999445279; -0.9999999989802626 0.4918474633704008; 1.0 0.6093907904457337; 0.9999999960648013 -0.9999999999981423; 0.07023085143048234 0.330268785832532]
420,3503,300,-32.44114106101756,[0.999999999544899 -0.9999999999158787; 0.9999536099045052 0.6001703892309876; -0.9999999898895948 0.9999999987387178; -0.38998590680711465 0.9967436868788955; 0.1695814773925042 -0.027029811683649395; 0.9999999999999988 1.0; 0.6688678076777267 -0.9864972421021322; -0.5932104954656746 -0.9927027875346812; -0.9999999998740942 -0.9999998815936126; -0.9598217285225402 0.28861311130883816]
421,1477,300,-32.58591993167194,[0.9999918177272784 -0.9999997327410954; -0.9999964094972921 -0.9999859520283909; -0.9999999999998685 0.3300832375679401; 0.19053755674235504 -0.0852323000212314; -0.5852461644178235 -0.9850567362689336; 0.9999999797243573 0.9999999478202506; 0.9676815539716032 -0.6775974991235657; 0.979566501002542 0.6074646027546473; -0.2900551137044499 0.9999965298065722; -0.9999996772198941 0.9999990676717133]
422,2491,300,-32.65460756792556,[0.9999999999880604 0.9999999999981231; -0.3570220693177887 0.9999999999152642; 0.9999999998607174 -0.9999999969722062; 0.9889003050856419 0.5900987805229035; -0.9979187933998341 0.2774280862021326; 0.06164676788840324 -0.10736213061222959; -0.9999999999741227 0.9999999627068946; 0.6825234462315577 -0.9560218722049949; -1.0 -0.999999965283591; -0.6088207803841401 -0.9733470371108978]
423,8661,300,-32.79581823521245,[-0.5831491677053359 -0.9997909648822397; 0.059378023030193815 0.003890523062374965; 0.9885502008694401 0.6004176666741586; -0.999999999788469 -0.9999999993717277; -0.9999999993795262 0.3515557480882467; 0.9999999998040972 -0.9999999999226477; -0.30286599902775124 0.9999992217212038; 0.9974768393535121 0.9999999999860893; 0.8952426025233465 -0.7172447373028464; -0.9999999999291589 0.9999999971083919]
424,2207,300,-32.70982069429901,[0.9999999786702705 0.35641300275191834; -0.9880296452989987 0.6057603061652169; -0.9999999999923442 0.9999999999997568; -0.15922048991519708 -0.019417415782978724; -0.929155549516745 -0.699017466699349; 1.0 0.9999999999999614; 0.5776478003963296 -0.9994583696147007; 0.9999999999996823 -0.9999999999748417; 0.28252198876874046 0.9955035201830228; -0.9999999999986665 -0.9999999999981444]
425,5616,300,-32.35716656379446,[-0.9945707584388981 -0.9999999999864188; -0.9999999998866469 0.9999999937506164; -0.9431397270394439 0.7063942007658294; -0.07820695826217634 0.24470072976736382; 0.9999998938473074 -0.4215846567123125; -0.9999999813252497 -0.5602314385380777; 0.5988029845285626 0.9999980010850127; 0.9865203032539029 -0.9999999710958232; 0.18158615083998214 -0.980006452245693; 0.9999999896597549 0.9999999998252523]
426,3160,300,-35.056106964308086,[-0.7126235708221496 0.9999999999999999; 1.0 0.7080012216361796; 0.050836022205506516 0.07733455074278817; -0.7025218414857635 -0.9999999999999988; 0.9999999999999998 -0.7194660907109122; -1.0 0.9995685021940631; -0.7370088511901001 -0.013848590795142545; -1.0 -0.9999901280845073; 0.7196428500094028 -0.9999999999999998; 0.7247211994153636 0.9999999999999996]
427,3248,300,-32.59905156049113,[-0.9999992676738606 -0.9999999990885203; 0.9999999983002343 -0.39229738797914254; -0.9999999700852066 0.9999999942125569; 0.9999999799391897 0.9999999999995175; -0.10243932419526373 0.07780257831964106; 0.2527305756044365 -0.9804768434342522; 0.588101931934905 0.9990413468037863; 0.9999947398659819 -0.9999999884844891; -0.9999992849885128 -0.5880083751624909; -0.9513965050878295 0.6883272099944084]
428,5849,300,-32.519282708347276,[-0.9747062074682018 0.6778478194411387; 0.29224165457632667 -0.9999687052190683; 0.999999999996067 -0.9999999999999818; -0.9967534241815411 -0.5872759726499247; -0.9999999999994234 0.9999999999996934; 0.9999999999970933 -0.3237980600045784; -0.9999999999990213 -0.9999999999953576; 0.999999999981271 0.999999999998633; -0.1738979838567008 0.12219593152899273; 0.6031025140602797 0.9648557827170868]
429,1968,300,-31.98293878046986,[-0.5394485270217926 -0.9783239211340214; 1.0 -1.0; 0.999966869117733 1.0; -0.9999996162527692 -0.9341029140656558; 0.9998435869141553 -0.6209910320091528; -1.0 0.9949247495987963; -0.9999999749065226 0.11776662423456553; -0.4460947022463838 0.9986661446525313; 0.8384696903440045 0.7636881559395928; 0.18944420610170726 -0.007868017374581654]
430,1328,300,-32.4474747275326,[-0.9999997386934857 1.0; 0.999999645069155 -0.36081704748875054; 0.2489065732373728 -0.9999896272023824; -0.9993750666654166 -0.9999999978625406; -0.9992186081120504 -0.5566574383184257; 0.9999999797341089 0.9999981252279657; -0.0542772651857796 0.23267732731014704; 0.6050395347646071 0.9934968094613702; 0.9999990921924896 -0.9999999968897155; -0.669299460134712 0.960465989256452]
431,8907,300,-32.604709335924994,[-0.06958379444678253 0.046790839405533455; -0.9225699646996066 -0.6955033867870342; 0.9999978990537978 0.9999999999999998; 1.0 -0.9918759922341597; -0.995407739067759 1.0; 0.5821890394234784 -0.9999999999999977; -0.9472475642642417 0.6388448897754389; -0.9999999999999997 -0.9999999999999934; 0.26530308321855944 0.9999999541351694; 0.9999999999999997 0.38754634916903524]
432,5286,300,-32.61290165068518,[0.9999999999635847 0.9999999999858309; -0.6008449695536535 -0.9825994346740855; -0.9999999999991358 0.9999999999934416; 0.9991598753690902 0.5837038191509646; 0.6847243522418632 -0.9607419269695812; 1.0 -0.9999999999998385; -0.35582997070306843 0.9983037491853731; 0.13258005360810124 -0.16488410450093147; -0.9999999999814594 -0.9999999996113671; -0.9913875916273578 0.27264178257937616]
433,3920,300,-32.81541738905687,[0.8871535206823243 -0.7253983723818282; 0.9999999999999994 0.9999999999999999; -1.0 0.3383203260326442; 0.9999999999999998 -0.9999999999999992; -1.0 0.9989894555129086; 0.99997160845475 0.5932945771026673; -0.9999999999999996 -0.9994723985656907; -0.3102577617311388 0.9999999999999989; 0.09265974692677209 -0.004084011965494727; -0.5793077913889583 -0.9999974557849991]
434,5848,300,-32.655274139846654,[0.9999635837308513 -0.3083869258651302; 0.31801597963802997 -0.999999999999987; 0.5715054621496757 0.9969605235055575; -0.9282299220407921 0.6987709621239232; -0.19491053673418082 0.04550095143174059; 0.9999999999999732 -0.9999355873253204; -0.9985100350985926 -0.5979159650209862; -0.9999999999996835 -0.999999999999984; -0.9999999999999309 0.9999999999999858; 0.9999999999999792 0.9977633226944653]
435,3013,300,-32.66989468854657,[0.9297501097881405 -0.6960210854399228; -0.9999999839814018 0.3543207194590692; 0.980495637745921 0.60562312299771; 0.9999999993377118 -0.9999999383368542; -0.5929315366756039 -0.984867661846322; -1.0 -0.9999999908383634; 0.08366515027457797 -0.014431459625465668; -0.2912375940443442 0.9987160439658869; -0.9999582269940682 0.9999999999994982; 0.9921548600507787 0.9999999999719393]
436,1949,300,-32.26639386345336,[-0.9660768272177213 -0.9999999998571988; 0.9999999999383008 0.9999848270747004; 0.8880447262834114 -0.21278106886209017; 0.6355764067403824 0.9997862310089829; -0.9999999999960705 0.9999280716461968; 0.5276200293003784 -0.9999996368117511; 0.9999985318591219 -0.9973610060510028; 0.034455617363123234 0.03659589994840407; -0.9999889313134479 -0.6094870943587272; -0.6728814692633678 0.9999969113463361]
437,4815,300,-32.28349286452216,[0.9837474508989902 0.6108340341289594; 0.6816892274201439 -0.992862256265836; -0.9999999999999987 -0.9974991907393568; 0.9999999999999991 -0.9999999999999999; 0.27027817161948325 -0.08171193282652514; -0.9999999999999999 0.9998251126333014; -0.5530417032162462 -0.9999988735904436; 0.9999999999999895 0.9999999999999992; -0.9870951129535586 0.1646068207724979; -0.4220454809767982 0.9999999999999993]
438,3301,300,-32.36333028797965,[-0.9999999999999962 0.9999999999999994; 0.9748563417589665 -0.5786176831313568; 0.9999999999999967 -0.9999999999999973; 0.9999999999999968 0.9999999999999982; -0.1723435324559311 -0.9999999997816946; -0.9999773019069924 -0.41030744958206; 0.9902424781192897 0.6741065359532165; -1.0 -1.0; 0.10096550705651453 0.18532585616773525; -0.5973120217909084 0.9917544544479291]
439,3628,300,-32.640721340436954,[-0.9999999999999992 -0.9999999999999998; -0.9999999999999992 1.0; -0.26191156681150407 -0.9999220191326297; 0.004676449805151218 0.133258809765545; 0.9999999999999994 0.9999999999999954; 0.9717821103797987 -0.9999999999999916; 0.9999931769218827 -0.5634745417983275; -0.9999999287787694 -0.36922008652085697; 0.7321657472344161 0.8730217962930239; -0.6034294348152384 0.9979694274944818]
440,9929,300,-38.35945679913735,[-1.0 -0.7515902377334422; 0.7520644288241789 0.9999999999999999; -0.7517017354122634 -1.0; -0.2946610685497147 -0.29497460725414615; 1.0 0.7521084888306702; 1.0 -0.7587555237440617; -0.75869260995176 1.0; -0.9999999999999981 0.7592310406058658; 0.28098545516465784 0.279487470969862; 0.7590533348460026 -1.0]
441,4940,300,-32.310202682414086,[0.6538468274171234 -0.9689650215879818; 0.9999999999967604 0.5388244656149872; -0.18637475709163895 0.9999999991773343; -0.9999999887682692 0.40429223917799656; 0.009602445116165578 -0.2600436500983054; -0.9999999999916505 -0.9999999999994253; -0.6091289648000252 -0.9967438602789759; -0.9999999998417963 0.9999999999964351; 1.0 0.9999999994179147; 0.9999999999914435 -0.999999997347913]
442,2383,300,-32.427064994720624,[1.0 1.0; 0.12036287513231916 0.134725818334621; -0.5658930895992206 0.9999999757182162; -0.4064198745369868 -0.9999999902503053; 0.9999999999995376 -0.5852202634981212; 0.6885024610533272 0.9577805122713396; -1.0 0.9999999936321219; 1.0 -1.0; -0.9999999603907683 -0.1818263627314698; -0.9999999997990936 -0.9999999999980976]
443,824,300,-35.081220488580364,[0.709147117452964 0.9999976016257969; -0.7274965532243923 0.999992923965056; 0.9999999761730591 -0.994608124988359; -0.9999879777128139 -0.7145923794858339; 0.7003808731367828 -0.9999996225527532; -0.13224024058517822 0.08433349779884061; -0.9999999999303678 0.6996289097954095; 0.7348140537104886 -0.008876198523580462; 0.9999995531785847 0.9995151425180139; -0.7215615254608203 -1.0]
444,2420,300,-32.32272726750781,[-0.21158093024332525 0.9962395114636917; -0.6172545388050968 -0.9666467908310692; -0.999965458505892 0.9999999999891445; -0.999999999322911 -0.9999999999889889; 0.08247667257043079 -0.20603478122944538; 0.9998548626798925 0.5602687714512833; 0.9999999999928817 -0.9999999999844819; -0.9999999999663689 0.38745478540777434; 0.9925531322399397 -0.6759648762069494; 0.9969640147608839 0.9999999999527959]
445,4259,300,-37.37756591705219,[0.999999999999992 0.7729365268037354; 0.139819676465588 -0.4365851123441361; -0.7724195961686171 -1.0; -0.9999999999999998 -0.7756333890328949; -0.9999999999999999 0.9950631602235022; -0.63071453684213 0.1252753334043307; 0.7741983730345567 -0.9889403061753366; 0.9999999999999997 -0.7159188050406295; -0.7163052838586662 0.9999999999999997; 0.7380530405669585 0.9990834640091477]
446,777,300,-32.39670333963633,[0.999998625680049 0.5407945598219807; -0.197380008556457 0.9972338520208925; 0.7217278140389384 -0.8768991797523685; -0.9999998572459741 -0.9999985443307393; 1.0 -0.9999994221962769; -0.0746904395811807 -0.20715533102932027; -0.999999986719207 0.9999999999989558; -0.6162338020212059 -0.9990837041697812; 0.9568626390687643 0.9999999819659866; -0.9999999826307768 0.4149493232410273]
447,2892,300,-32.45845973398803,[-0.9995420782500893 0.6037891926990154; 0.26522622946199453 0.9390481343744664; -0.9655232121072553 -0.6848344971827045; -0.07242428154525477 -0.1186932812684154; -0.9905023423520402 0.9999999999999998; 0.999999999999996 0.42654212491643007; 1.0 -0.979189860697809; 0.6022934714360421 -0.995382123477406; 0.9997291221598212 0.9999999999999981; -1.0 -0.9999999999999953]
448,7281,300,-32.45798389408369,[-0.9999874756255408 -0.9999999999744434; 0.9999999906570533 -0.35854184363710656; -0.9970082888891918 -0.5583215813641615; 0.6069227344920279 0.9944693569666914; 0.9999988158717215 -0.9999999999116157; -0.6690712347166657 0.9574563121932624; 0.9999999999815661 0.999999999986586; -0.006988008996741751 0.2161551335631383; -0.9999999999638959 0.9999999999979335; 0.2608976042398983 -0.9999999968250396]
449,2720,300,-32.70129426261015,[0.14137934672467758 0.07350746649834015; -0.5813008166316797 0.9986996283083418; -0.9999999989745887 0.9999999987995905; -0.9999999999949136 -0.999998958514211; -0.9999874511494175 -0.3501240284076911; -0.28270808114738616 -0.9957621930165099; 0.9867432016546213 -0.6003693567268832; 0.999999945201938 -0.9999999625609154; 0.9999999743679778 0.99999962320319; 0.9377007980866904 0.6952223911533337]
450,5069,300,-32.830165872896885,[0.3314521214157475 -0.9999999999999715; 0.9999999999999966 -0.3262353522584342; 0.9999999999999839 0.9941854915438664; 0.5860441433291015 0.9999999999983903; -0.9996569324523906 -0.9999999999999944; -0.9999999999999994 0.9999999999999917; -0.8599763511248281 0.7440046495906849; -0.9996068857256261 -0.5884479817991796; -0.013616219577332826 0.029170390304091746; 0.9983776425479044 -0.999999999999999]
451,363,300,-32.722636800705146,[0.7081326405327251 0.9167806179684095; -1.0 0.9999927698746072; 0.9999999380194955 -1.0; -0.3430871775024977 -0.9996346712320967; -0.999995414204022 -0.28929126727199195; -0.5985192962770091 0.9959208401986254; 0.02435223816886133 0.17622076538307704; 0.9999074799867091 0.9999997983397017; -0.9999987503277976 -0.9999816122047982; 0.9999981641043983 -0.5747686175381186]
452,2269,300,-32.59842068661335,[-0.9999999996882367 0.35547842084887843; 0.9998327502213928 0.566013003582836; 0.999999999740897 -0.9999999788979855; -0.5972461278828802 -0.9989073301032151; -0.9997655834304682 1.0; 0.03701777006317616 -0.14356522715223796; -0.9999999792648787 -0.9999999860802651; 0.693907031008819 -0.9240866415259585; 0.994590936899667 0.9999999998072843; -0.2723212333824702 0.9993300716642076]
453,4688,300,-32.330643884963614,[0.14726592491398074 0.8982076695660107; 0.9999999999999997 0.5212165829688913; -0.0017795456715822874 -0.18810769776141084; 0.9999976195906563 1.0; -0.9999987288878921 -0.6856837679273998; -0.9999999999999967 -1.0; 1.0 -0.9999999999999775; -0.9588092615457946 0.9999999999999991; -0.9997994728401594 0.5964997327883912; 0.6216633434704987 -0.999993187296178]
