nPsoRun,n_iter,S,fgbest,optDes
469,269,300,-25.718948593018087,[-1.0; -0.013518434270455175; 0.7274961611298238; -0.7300947151610275; 1.0]
470,1123,300,-25.710728760447154,[0.7257791385549722; -0.0317388104474946; 0.9999999999915268; -0.7319175642553697; -0.9999999998151972]
471,665,300,-25.720358110823156,[1.0; 0.0005846636445186743; -0.728729681271204; -1.0; 0.7288421344235863]
472,95,300,-25.70019013524438,[0.03548085503177888; -0.7253642318685288; 1.0; 0.7323915900268743; -1.0]
473,891,300,-25.714682066398595,[0.027589426117678575; 0.9999999999530913; -0.9999999998730646; -0.726173506633108; 0.7314756811104659]
474,663,300,-25.718326657984342,[0.7272119128971682; -0.016515787236737512; -0.9999999999976147; 0.999999999998324; -0.7303876026944957]
475,813,300,-25.720160080317438,[0.7292860736998826; -0.7282884426412495; 0.9999999999999941; 0.005187006245859572; -1.0]
476,669,300,-25.720273033011534,[-0.7284567841247581; -1.0; 0.729116191831; 0.0034284180972521524; 1.0]
477,279,300,-25.720321552552637,[-0.002289200429351396; -1.0; -0.7290063067276434; 0.7285660074105152; 1.0]
478,996,300,-25.717771320935203,[1.0; 0.7305948797998983; 0.018633869661436372; -1.0; -0.727012206573901]
479,398,300,-25.720357296906325,[0.0005631453045106792; -0.999999999962439; 0.7288400555724196; 0.99999996908573; -0.7287317454816294]
480,717,300,-25.719753535171275,[1.0; -1.0; -0.727922270217803; 0.729657790125685; 0.009024055822122748]
481,195,300,-25.709764356395922,[-0.7252952017738585; 0.9999975673685494; -1.0; 0.7324172338481455; 0.037055002826285086]
482,87,300,-25.696731936857102,[-0.7313570136829151; 1.0; -0.0278375970952079; -1.0; 0.7259895209753815]
483,703,300,-25.720253268116693,[1.0; -1.0; 0.7284216253270507; -0.7291516201736441; -0.003795428286606222]
484,277,300,-25.718201899766044,[1.0; -0.009777175036445743; -0.7297289566062909; -1.0; 0.7278676425407243]
485,118,300,-25.71865907917108,[-0.005064082085484673; 0.7282919930713361; -1.0; -0.7292610396466437; 1.0]
486,165,300,-25.71831356775232,[0.9999413882647659; -0.7288936230120652; -0.0011673779225041428; 0.7286565234454201; -1.0]
487,539,300,-25.720360518594074,[0.7287733304004635; -0.9999999995794672; -0.7287984521089891; -0.00013061244532124193; 1.0]
488,158,300,-25.712098343883337,[1.0; 0.7320267362720975; -0.9999998430041647; 0.03314773146731382; -0.7256573478853584]
489,312,300,-25.716660587701238,[-1.0; -0.7309280307216721; -0.022029793692076343; 1.0; 0.7266939372171518]
490,121,300,-25.705351627467827,[-0.7255484488276595; 0.7320760792392759; 0.9999541084318387; -1.0; 0.034181656074633804]
491,542,300,-25.719450196267577,[-1.0; 0.9999999999671619; 0.010516455487824726; -0.7277798938000849; 0.7298020127191276]
492,122,300,-25.716467027568005,[0.9999832517521805; -0.7299330311869717; -1.0; 0.7276705417062173; -0.011880233168768677]
493,279,300,-25.718676243209707,[0.9999999901536764; 0.7301709871202374; -0.9999999431916589; -0.727423201692938; 0.014286550952880998]
494,248,300,-25.71241504584453,[-0.7258946409402995; 0.7317754422218895; 0.9999999368187348; 0.030510511242659053; -1.0]
495,427,300,-25.71780671593356,[1.0; -1.0; 0.7273549312712939; -0.7302489392171353; -0.015131588448105799]
496,420,300,-25.711565674456327,[0.7255495959377354; -0.034319102740592036; -0.7321420273734863; 1.0; -1.0]
497,227,300,-25.719387294291856,[1.0; 0.7282989909649037; -0.7292806080776421; -0.005186013011874272; -1.0]
498,498,300,-25.71521179211052,[0.7312667462595951; 0.025488489933691696; -0.7263681283982544; -1.0; 0.9999915918964137]
499,255,300,-25.720310609269614,[0.7285857021730795; 1.0; -0.7289863084239239; -0.002083300005796525; -0.9999995357127717]
500,683,300,-25.716371810550992,[0.9999999999928912; -1.0; 0.023116124092526828; -0.726591244557717; 0.7310348142838589]
