nPsoRun,n_iter,S,fgbest,optDes
465,149,300,0.9452145048066415,[0.9999982059131521; -1.0; 0.6196334057192203; -0.6206210063890174; -0.00424740308612344]
466,448,300,0.9452040676537126,[-0.9999999999989637; 1.0; 0.0008962136481358697; -0.6200202588336684; 0.6202288399217074]
467,487,300,0.945401824493147,[0.6177853832297121; -0.6225857971747759; 0.9999999998295572; -1.0; -0.020627383845249214]
468,673,300,0.9452054464048121,[-1.0; 0.0019408871799665912; 0.6203508318829527; -0.619899118192993; 0.9999999992907623]
469,401,300,0.9452057994505251,[-0.620372552154938; 0.9999999993968632; 0.6198776160380293; -1.0; -0.002126602264416504]
470,109,300,0.9460222141728871,[-1.0; 0.040411109100338787; -0.6156463917949054; 1.0; 0.625106314655625]
471,312,300,0.9452503974282291,[-0.6212916619075656; -0.009909758478161584; 0.9999983974975857; 0.6189850729900321; -1.0]
472,434,300,0.9452080075008072,[-0.6204801343130184; -1.0; 0.9999999990236856; -0.003045244381794732; 0.6197713975936261]
473,310,300,0.9452044122512229,[1.0; -1.0; 0.6199801512458969; -0.6202691586779784; -0.0012417829753047533]
474,640,300,0.9452527274145438,[0.010267289593229475; -1.0; 0.9999999999998653; -0.618944820067063; 0.6213343373867073]
475,94,300,0.9456987221003036,[-0.014821763036990135; 1.0; -1.0; -0.6220704813072689; 0.618473717838223]
476,205,300,0.9452408874366,[0.9999998622272057; 0.008898668773338263; -1.0; 0.6211713088899802; -0.6191004432916685]
477,447,300,0.9452062447224147,[-0.002341895389082406; -1.0; -0.6203977431428354; 0.6198527005417681; 1.0]
478,119,300,0.9457458886596174,[-0.013194627897725957; -1.0; -0.6214372994653727; 0.6183639637101179; 1.0]
479,475,300,0.9452037863135572,[-0.0004345076626318324; -1.0; 0.6200738965197766; -0.6201750238065428; 0.9999999924280826]
480,427,300,0.9452039194893153,[-0.6202055005529994; 0.9999999999613959; -1.0; 0.6200435066465333; -0.0006960417839174362]
481,488,300,0.945210452970453,[-0.6196828996199949; 0.6205701437748744; 0.00381224631372449; 1.0; -1.0]
482,510,300,0.9452081967702985,[-0.9999999983543024; 0.9999999955584613; 0.0031102490390966437; -0.6197638905931653; 0.620487755038426]
483,546,300,0.9452039430399484,[0.0007316030308766766; -1.0; 0.6202096460350598; -0.6200393757379885; 1.0]
484,427,300,0.9452103146600512,[1.0; -1.0; 0.6196983728711386; -0.6205542361140752; -0.0036768059113912012]
485,462,300,0.9452051770889025,[-0.6203326753447241; 1.0; -1.0; -0.001785573392640641; 0.619917108781993]
486,186,300,0.945449739442587,[0.6221051049879605; -1.0; -0.6182924675289249; 0.01646714430631227; 1.0]
487,212,300,0.9452594091481535,[1.0; -0.6188695859169207; 0.6214135577478805; -1.0; 0.01093121952556434]
488,379,300,0.9452204215709139,[0.9999993470764293; 0.6194683681176183; -0.9999976608463532; -0.005676046964149321; -0.6207889728195038]
489,918,300,0.9452765068885305,[-0.6186910792529987; 0.6216027661194895; 0.012511076975627488; -1.0; 0.9999999999999454]
490,410,300,0.9452171674808363,[-0.9999999983058717; -0.62044057453855; 0.6197996431258477; 0.9999999993626764; -0.0027539080627470257]
491,645,300,0.945205234987852,[-1.0; 1.0; -0.0018202496102460684; 0.6199130913427062; -0.6203367285590252]
492,139,300,0.9452037830046115,[-2.004372394788189e-5; 1.0; -0.6201268295171377; 0.6201220910131239; -1.0]
493,624,300,0.9452039421511443,[-1.0; 1.0; 0.6200395276588633; -0.0007302951494785823; -0.6202094935650954]
494,121,300,0.945480233646413,[1.0; -0.9999978473374401; -0.012587945936459101; -0.6216958323358273; 0.6187171663728546]
495,524,300,0.9452101254720807,[-0.6196937191529746; -1.0; 0.6205591218941288; 1.0; 0.003718403412608598]
496,1033,300,0.9453374661722619,[0.6181927672106735; -1.0; -0.01695558381479233; -0.6221387178180128; 0.9999999940342392]
497,532,300,0.9452265515396915,[-1.0; -0.0070104376743375186; 0.6193157116911281; 1.0; -0.6209472765710671]
498,591,300,0.9452120253761422,[-0.6206185228520504; -1.0; 0.6196354556623734; -0.00422391555708663; 0.9999999409627455]
499,221,300,0.9452143530631946,[-0.6197420878426062; 0.003318633621520642; -0.9999994158224927; 0.9999990140657813; 0.620512281201616]
500,201,300,0.9452444109935575,[1.0; -0.008832795541375315; 0.6191058065112989; -0.621162963678549; -1.0]
