nPsoRun,n_iter,S,fgbest,optDes
186,1091,300,1.6375462916970362,[-0.796086192079422 0.9284840871756503; -0.01344302432449736 0.36773778707583993; 0.8635300122700601 0.24761509101656104; -0.4647730338845394 -0.8221026961788163; 0.8932414825545074 -0.9999998643611695; 0.9909326512548328 0.9999999851150096; -1.0 -0.2205233771751795]
187,1636,300,1.6101112527757606,[-0.9999999983545877 -0.3178186639270922; 0.8958386038650056 0.23533585179506042; 0.9999999964734333 -0.9999999998543684; -0.03512433129559081 0.08735674175056085; 0.5495070050811196 0.9999999999290642; -0.3323335184564878 -0.8604390725031076; -0.6565947423758146 0.6986632533955802]
188,1788,300,1.6186733807672289,[-0.18424351046195273 0.9999999553247937; 0.7643661311436764 -0.40649241153520554; -0.8532459552056676 -0.6680208068954963; -0.9999999633717961 0.9910178943669075; -0.2679390741451455 0.02174009164000898; 0.14385118675109984 -0.9999999998901653; 0.9999999993831066 0.9557389379572677]
189,387,300,1.6141001819105298,[1.0 -0.030276850703473173; -0.7817950256518702 -1.0; -0.9884396541092149 0.999993240938228; -0.9812157139914949 0.19163104268050551; -0.08627078097755055 0.26278596178823493; 0.39844059333490317 -0.7294238455929157; 0.599845319805001 0.8812471986943968]
190,554,300,1.5920852024153893,[-0.38748328881616495 -0.830176584258112; 0.9884990596030997 -0.9994786873960411; 0.07103735770770353 0.05012019050937062; -0.537407821030261 0.7086816729797688; -1.0 -0.16198202369411535; 0.9986205898003616 0.12415549881058731; 0.6959665706289729 0.9998491443049312]
191,1490,300,1.592056647499625,[-0.7177342745621274 -0.999999999998934; -0.053481124295904445 0.1017722860984698; 0.9999999999896204 0.05811752530268494; -0.9981523109702648 0.016129229724567307; 0.46770251255091033 0.8242732190614689; 0.4936736982456768 -0.724411266041293; -0.9977069598099964 1.0]
192,1731,300,1.6114477273578238,[-0.9999999890186487 -0.14448735609501573; 0.019385585708512405 0.27675328788591697; -0.6218494777764947 0.8510150937297585; -0.4353921636731079 -0.7606256903672167; 0.9953447958636363 0.18180152855890422; 0.9987116196794196 0.9999993191867752; 0.9021863793408196 -0.9999999999464547]
193,1750,300,1.6162346025262098,[-0.9999996799056774 0.9999998354408135; 0.25311838698031014 0.9292047088203405; -0.9882447439323606 -0.20803136655260313; 0.565439875319735 -0.599866160255544; 0.999999999473828 0.3141569086743063; -0.09213646270406664 0.025494866374680666; -0.51766225022242 -0.9999982662293351]
194,683,300,1.6194856965642865,[-0.9282452699385457 0.9999986578270519; 0.4093444384581271 0.7406741921237279; -0.9790464287112741 -0.2323697793464277; 0.9999877992251911 0.15784111909125234; -0.9930737023083285 -0.9999986144332301; 0.6805617094087623 -0.9109873972783045; -0.03766601082590242 -0.3211134357546094]
195,4427,300,1.611940317328839,[-0.9999999999998173 0.1093889820425207; 0.9228160107707083 0.9999999999998755; -0.3826441072173592 0.7334393818027621; 0.8737585012422832 -0.9999999999995263; 0.02892310423412121 -0.22421013115144034; 0.9768778224300133 -0.21204687161840816; -0.6442921750137655 -0.8398862317519952]
196,1641,300,1.6236662706845393,[-0.9999999230634334 -0.5260801873993103; -0.08366546783665055 0.913391334629857; -0.9999989458367965 0.99262993992329; 0.9999999996594192 0.6771765751976169; -0.030248128015052424 -0.9999999961643667; -0.2435379062156566 0.08373728399436937; 0.6830267122598268 -0.5000286429041405]
197,1696,300,1.5939535898585009,[0.9481299657184016 0.999999999969947; -0.5244225086863298 -0.7569302241202956; 0.04545030043023831 0.013120460439704025; -0.9999999999729514 0.050337336817825304; 0.9986962486824581 -0.04509586526514571; -0.4295035639307608 0.7766315874033298; 0.7474127307778025 -0.9999999999989824]
198,398,300,1.6109602941890053,[0.2205702380680867 0.984206135072194; 0.24288682886992533 0.00934238206641337; -0.9999569315235904 0.9781986136427154; 0.8044067491328145 -0.6430005819052671; 0.9999999564031986 0.8720466087098998; -0.19075909379765024 -1.0; -0.7782712741097821 -0.39386415153113785]
199,1053,300,1.6089674735758646,[0.999999982763008 -0.9712533573263108; -0.7798595197406067 0.6504563428585926; -0.9999996672212127 -0.7975327915419907; -0.2327854357856082 -0.9404162895072737; -0.22646427669451533 0.010768472131283388; 0.8056321900390555 0.3973957344996873; 0.22160516914988093 0.9999997723258831]
200,1668,300,1.5909214832698317,[-0.3658543948463662 -0.8399495136444469; -0.999999999997879 -0.1388410320649812; 0.9999999998934364 -0.9999999999878417; 0.09602522427836445 0.002347130041955851; 0.9993329046228118 0.10998065865790885; 0.6656970903531716 0.9999999999984313; -0.5419583833977356 0.6987927862741544]
201,2777,300,1.6000856647502741,[0.6270064565789903 0.7029939831417805; 0.9999999999807914 -0.18027473397284177; -0.9447650494812597 0.19169508168709226; -0.01437478407292008 0.10125146925973413; -0.9971669161414471 -1.0; -0.7041863540912222 1.0; 0.3671777603061473 -0.8429113021126277]
202,862,300,1.6005281870489856,[-0.669199359167313 0.5833000234667914; 0.17820333911737885 0.9999999970363506; -0.12611451077067726 -0.937319207266693; 0.8986833249524635 0.4136980207451285; -0.9999999179619561 -0.6829972954520932; -0.02220894712878041 -0.0161053927080345; 0.999992875895572 -0.9971614154315553]
203,2296,300,1.6111212448004981,[-0.04104236581544363 0.05370910841733221; -0.6535654357810673 0.6675560411462941; -0.31526986529350853 -0.8717745621559295; -0.9999999999873319 -0.3242807518954471; 0.9077710374960286 0.23916629570490752; 0.9999999999970334 -1.0; 0.5372782065383589 0.9999999999887427]
204,1263,300,1.6044085677456987,[0.999999995164464 -0.09344005580888184; 0.5429481023675902 0.7950797374360268; 0.45969026125380935 -0.7391892293128816; -0.7814821325368853 0.9999997085447514; -0.9674747159829427 -0.9999999942510597; -0.0008255800703649544 0.06687924310444769; -0.9930478221535386 0.07291831995415606]
205,937,300,1.6270849832404173,[-0.8439104890966127 -0.7367637483659011; 0.9999999477334568 0.963480569955447; -0.26270808704681786 0.9590106152825814; -1.0 0.9988488034367736; -0.3344720758753431 0.006956056796569762; 0.8082059489020796 -0.3953867587997227; 0.20898190698016753 -0.9999999350685207]
206,1068,300,1.6157742928887515,[0.09495921516442309 -0.13213804060098752; 0.9999843562468398 -0.9999999491050469; -0.999999258843463 -0.2157523901330807; -0.5375297559618325 0.6470364943108523; -0.36151657147545596 -0.9519046632903144; 0.528647692836058 0.9999998641247659; 0.9427151971297434 0.06331775007803403]
207,1397,300,1.6048097247918192,[0.9999999988586838 0.1400811955686122; -0.8458316382210682 -0.9999999962818492; -0.913507658003566 0.9999999999843318; 0.41683117999494557 0.8109510496911081; -0.9935564112190161 -0.1590345284547676; 0.5705309232793636 -0.7264037799122962; -0.006070795969854222 -0.14169869270421498]
208,659,300,1.5954281312693304,[0.6750209349814864 -0.5606900244130985; 0.05019308094332854 0.07354689541818939; -0.857504571699601 -0.3543692810424385; 0.15729709906605377 0.9987310400222216; -0.9999868676552914 0.9993131773873157; -0.17249999038444963 -0.9999970631147358; 0.9999982724069414 0.6952561633698812]
209,2876,300,1.6002271297556148,[-0.07777865303513394 -0.12235270872807875; -0.9996819656899316 -0.16227333832877233; 0.5437459874770151 -0.7548337980172576; -0.6942821580710795 -1.0; 0.9999999999999928 0.18828733495223388; 0.38046197237061785 0.7914551536886832; -0.9969379775963024 0.999999999806634]
210,152,300,1.6735862100054024,[0.9721362829948567 0.9941506247465657; -0.9986291343046516 0.2859205727227615; 0.869737291998718 -0.2130266066491569; -0.4861785236560066 0.9089682005722874; 0.9969299259003629 -0.9990653606463353; -0.808624828637482 -0.8426366239507709; -0.050482289722687125 -0.340840778653772]
211,1715,300,1.6145908484543723,[0.9222317339126295 1.0; -0.9999999999929365 -0.20612829421177115; 0.9545974190262191 0.23161374301916207; -0.6724252098936495 0.8264607345842168; -0.4211728227218538 -0.7907423302153017; -0.012519246515601833 0.2845906257280659; 0.9454228480684626 -0.9999999999975969]
212,842,300,1.6538560564950266,[0.20505433811038795 1.0; 0.9999999999996014 -0.9687067987554019; -0.9867908705435421 0.8348284893875119; -0.2901619116993987 -0.9171694647280051; -0.3858954103077329 0.003666460225894753; 0.7477479788446851 0.4058280585067006; -1.0 -0.9991176596530034]
213,515,300,1.6277261608522684,[-0.4283866132685152 0.7489885382947552; -0.7271366235578081 -0.9289230629722246; -0.9999321539662598 0.20943194223072387; 0.9532934388405999 -0.2634250020693803; 0.9992592483778866 -0.9998119810600773; 0.007293014957379284 -0.35321506894151783; 0.9510741478371825 1.0]
214,1100,300,1.611167306494884,[0.6089509640460103 -0.8689536629624047; -0.9999260994473462 -0.9999999979628299; -0.8979210547222236 0.9999999999963112; 1.0 0.1299805134891494; -0.01384251730227372 -0.26805064474886886; 0.448543001318539 0.7333525965613447; -0.9999900602285323 -0.17027021736790018]
215,688,300,1.611170188085581,[0.1329967516291982 1.0; -0.9015102981404713 0.6150735516027522; 0.7632245823804643 0.48942167773791634; -0.9999969007114534 -0.9512465811335744; -0.2808527838046124 -0.00588111359776238; -0.15833249927592002 -0.9093142900548373; 0.9999980288449941 -0.8093986920694162]
216,337,300,1.6224990972524713,[0.8976060815297013 0.03210311992104511; 0.6230293301420926 0.9999748064955881; -0.5490723351529084 0.6484018048363223; 0.03497577176485787 -0.11703916948129463; -0.9998958868207066 -0.15662143703198153; 0.9986731986317351 -0.9987314977207633; -0.47017930763967036 -0.988071661843039]
217,1562,300,1.6003370487279893,[-0.9999992561224916 -0.9999928347296203; -0.905912108175561 0.37673443982437743; -0.15208583257766986 0.9999999554888486; 0.6514813136857525 0.5200622289902522; -0.0896777141714589 -0.09350649000639165; 0.9999999853072015 -0.645352096695279; 0.06306741244159864 -0.9988692037357854]
218,3593,300,1.6088750760213812,[0.9999999999994118 0.7977974289193038; -0.9999999998226806 0.8395527354791733; 0.11500361641681218 0.8946360081012026; 0.7849677374347565 -0.5691126188205551; 0.15540728304106052 -0.01053500225046165; -0.830579405466184 -0.4859412649818459; -0.1470068006521023 -0.9999999993323891]
219,321,300,1.5973440193253416,[-0.84331366261715 -0.3554207748565266; 0.09235301968452721 0.9956225734731466; -0.03756346996835005 0.1120282330307736; -0.1113786739761339 -1.0; 0.7002681002589545 -0.5466738542875887; 0.9996497836398789 0.6504693674039603; -0.9992393085665113 1.0]
220,703,300,1.595596783120165,[-0.005197469607947402 0.08445339563177168; 0.48860178944581084 -0.7562807132149305; 0.9999994237814027 -0.008090098623742168; 0.5179287710911765 0.7945621108509581; -0.9063851331013543 0.9999965775366456; -0.8011665509779882 -0.9999943081587658; -0.9696946398699015 0.044120892409023185]
221,492,300,1.6018878248749722,[-0.6081359763568628 -0.835254972418111; 0.9425455345792878 -0.17642723619129536; 0.8679800244812305 0.9999995033966147; 0.8703348639369529 -0.9999963888849391; 0.014903006812077011 -0.22782202218949302; -0.9999932212411385 0.13149379097763736; -0.43171597103104 0.76934345594539]
222,478,300,1.5960088385591056,[-0.8788479834757563 0.43732574649244244; 0.6965521808404551 0.5371690590834444; 1.0 -0.6375991001028454; 0.05123574958438646 -0.9469452320177035; -0.9999960699520842 -0.9998752849881585; -0.06341782877418264 -0.04333833516191698; -0.14676333818364923 0.9999999737370989]
223,877,300,1.6037825114552233,[-0.01832827981781748 0.25474547114104906; 0.47117681036681963 -0.7348738790751477; -0.9790113238303467 0.9999979677544858; -0.8304400087514273 -0.9999869180008294; 0.5747539480830337 0.8717213704346588; 0.9999983319821658 -0.104142782263134; -0.9718166420076728 0.14832954414183372]
224,1709,300,1.6241449784463897,[-0.9999994542439543 -0.9999999999840784; -0.10617319420603134 -0.17418943175315216; -0.7206734101203882 0.9999999889990316; -0.9852268279186326 0.0018099933982964169; 0.5217655735344245 0.6166732264925695; 0.9999999415020807 -0.06391059728714893; 0.41313837253243096 -0.9999993419937759]
225,1171,300,1.5993122384528553,[-0.9999999954884565 0.19598097817811486; 0.6231039669098704 -0.9999999945048064; -0.5363296342933652 -0.6629430192126898; 0.9999999565375467 0.9999999934179746; 0.9658891589675365 -0.11132873518213983; 0.10313817609202602 0.007168482853805237; -0.3746211206666286 0.9126971851796544]
226,701,300,1.6198134594177418,[-0.21144359771948046 0.11489207178200211; -0.9993916933854294 -0.4929707151530941; -0.9999987857569563 0.9993724625823254; 0.9999881658707143 0.7273403843095998; 0.6457094769075592 -0.47558691923739715; -0.07126739312285188 0.9745624057691197; -0.04933503302125863 -0.9999994050800932]
227,982,300,1.591787941976027,[-0.7741396905654621 0.4594193738915041; 0.0043341320970792 -0.05251343489332953; -0.9999999999953004 -0.8197273665849452; 1.0 -0.8490615408982177; 0.013666008520900531 1.0; 0.01127763084453546 -0.9955622912240143; 0.7670911065840418 0.4838182098354707]
228,1477,300,1.5983330712805741,[0.5333565978760169 0.6548283252875883; 0.35216603970552834 -0.8904733599856104; 0.9999997719810683 -0.18414058148096707; -0.9998981752225325 0.11316326797837821; -0.0961832989938364 -0.02807188939761567; -0.6374378535806087 0.9999999999208317; -0.9999999543725988 -0.9999999997449536]
229,831,300,1.5944299159435933,[0.9802989109553213 -0.05931740256324482; -0.9999999956147974 0.04025634636428977; -0.5347827095416249 -0.7483613382243248; 0.8806858980349966 0.9999999924284282; 0.016077549191361184 -0.028810902405886282; 0.8167988827765025 -0.9999998965004226; -0.44838696519664956 0.7908309933694535]
230,1405,300,1.611658434166093,[0.0012344783585618011 0.23679656803922242; 0.9999999945683555 -0.12579316060497725; -0.8503610024638045 -0.9999999724761922; -0.9130878689464653 0.20477963161622123; -0.8782210719054668 0.9999999960443346; 0.6612543794908616 0.8053215178993547; 0.4099225209396231 -0.8050048399575438]
231,1381,300,1.6095261057560795,[-0.8760375965811442 -0.14682888139733088; -0.6236433454062575 -0.9999999730386059; -0.9996850539547333 0.9999999942681884; 0.008838930435386312 -0.0450789019236506; 0.999999609452122 0.19278884688561373; 0.41201734426350406 0.882911102974635; 0.6391424693536796 -0.7096052768364768]
232,941,300,1.609886104807386,[-0.7795627700339068 -0.48781895434108763; 0.25846409943390874 0.0021771128987124115; -0.10186194081428207 -0.9999999868561884; 0.8756884207537796 -0.6141744763444931; 0.9999999644048867 0.9500400879055914; 0.14560297789 0.8969260348203815; -0.9999999788977181 0.7742657596958568]
233,1363,300,1.6119700590711292,[0.8223027771030336 -0.9999946119397317; -0.46154334516434875 -0.7422113713382118; 0.011872710644276014 0.27747541185332597; 0.973098771904261 0.9997967378418076; -0.6543736841024724 0.9209403108761612; 0.9184318397553987 0.16749591874193748; -0.9999998231715455 -0.09791815855749687]
234,518,300,1.6288435000515267,[0.8046173233804279 0.42005124508386177; 0.9999995057276164 -0.9586793427803507; -0.8774593203602804 0.7356706849527416; -0.35986109538241395 -0.0052781042398135905; -0.272995949653134 -0.9434174153088685; 0.23809756312603245 0.9999873919968323; -0.9997918110428372 -0.9957826640857567]
235,1146,300,1.5944249604914669,[0.9415509731914915 -0.05413008661515313; -0.5188329347913873 -0.8067980442660405; -0.9999999999994278 0.0543153483384904; -0.45893771534547156 0.7704838993015984; 0.7618026688691772 -0.9999999999758584; 0.04164121786845806 -0.05705871074569106; 0.8511438839804611 0.9999999997262563]
236,573,300,1.6191157297002636,[-0.09956299051692387 0.05995421884146669; -0.999934518503978 -0.5479480533586597; 0.37185950124488737 0.9998810328549094; -0.6605005196291934 0.6693370703903602; -0.2633426832505458 -0.8794752858240688; 0.9999175530781179 -0.999403681586932; 0.9050586175691185 0.32463164033731057]
237,193,300,1.6294307859577217,[-0.4350184597601707 -0.7519100626111384; -0.6777706476902994 0.8835533419120261; 0.999998990935405 -0.9989185260851228; 0.00035639219396728524 0.2895525721426952; -0.9990261637405573 -0.19595480687205535; 0.9929227412840833 0.9994204547865209; 0.9994940549308766 0.18947977008386682]
238,1272,300,1.5945572418547793,[0.9999999999997905 0.7375649324562722; 0.7847491594857381 -0.5372594513352593; -0.999999999999789 0.863563553043694; 0.07044496830555076 0.9378080846152971; -0.060487610498468534 -1.0; -0.7920329754612174 -0.4347783127400731; 0.044929893431210885 0.04913610333850025]
239,1700,300,1.6270309156320737,[-0.9999999750995217 -0.21971390030172802; 0.9696999718118793 0.9999999758281781; 0.9316234864628719 0.25963084866901365; -0.42930327502731164 -0.7596029364312081; -0.015835262505317752 0.33740680456897637; 0.9674461098424791 -0.9999999952160876; -0.7575922139264366 0.917192502027149]
240,1597,300,1.5996044934789668,[-0.9999999995487224 -0.113559406485328; 0.05019786407569819 0.1535920203043375; 0.8119384543839028 1.0; -0.3862290244636648 -0.7651763274717596; 0.918996671914277 -1.0; -0.5704139739285811 0.7779174298772312; 0.9995775024960396 0.16713774422991504]
241,1125,300,1.6112548068743362,[-0.358871193634206 -0.7962794907560191; 0.8196575878522324 0.9999999596889276; 0.9929386529458507 0.23730691961609615; -0.9999996398128016 -0.1909289826228211; 0.9989790975679145 -0.9999995668082208; -0.6378125098349574 0.7487811636299849; 0.017508407256008593 0.20285281068126415]
242,1416,300,1.6308191589729846,[-0.00738586437424376 0.3437282117913308; -0.9999999999978608 -0.24752741920195712; 0.9919207851503591 0.9999999999920679; -0.4142150003844908 -0.8122706355662532; -0.7567210778769894 0.8626560766496225; 0.9486926188568762 0.26324506406719184; 0.9980017407485208 -0.9999999999970312]
243,1376,300,1.6047233308046682,[-0.14212915575847215 -0.04166062525826733; -0.7306656714356716 0.5826474277499926; -0.9999999683626764 -0.8158439291369585; 0.8134577515544799 0.37400072129171213; 0.999999981525756 -0.8860540692820171; -0.178399511748312 -0.9811425615101994; 0.11409328607279628 0.9999999992885031]
244,1105,300,1.6228805273591282,[0.22610843937751746 -0.8575127125159806; 0.9999779618505529 -0.54454978048041; -0.8590683688561104 0.38137393219283566; -0.3649999998510324 0.9999995935994355; -0.9999787607826419 -0.9999915996821638; 0.12533416671257858 0.0739990628980086; 0.7485352910508795 0.6735986971812272]
245,391,300,1.6254696523726988,[0.8564405452938765 0.22710392663419823; 0.5346801900848798 0.9993970982539307; -0.671698249165264 0.7300991277968123; -0.0797144156814608 0.11192961424289267; -0.9999146217931603 -0.3740170061776569; 0.980262162531177 -0.9997934780685022; -0.36810751750052134 -0.8739380577837559]
246,730,300,1.644147702574129,[0.8428048358592446 0.43784863260754314; -0.9999495094767592 -0.9883422087897072; -0.28531528293990654 -0.8798289326627116; -0.8909598296377947 0.813287849422933; 0.999808622715727 -0.9438224859344135; 0.2537619821312683 0.9998832499136382; -0.38439991529586953 0.015861499254533968]
247,1036,300,1.6112573626945654,[0.8906927194312617 0.12994861514351788; -0.6062254460014871 0.8619969010549506; -0.9999999596021798 -0.08002348370605723; -0.0018212663552160096 0.23908625717854212; 0.9513616417308304 0.999997986495106; 0.7513172924948194 -0.9999998637166734; -0.4939063975238326 -0.7859931146724731]
248,3078,300,1.6010470038191316,[-0.22486119870292798 0.06399125342639614; -0.1051094965670601 0.9495976189805012; 0.7162382458432012 -0.4736253194637895; -0.9093804146805972 -0.5432648167536478; 1.0 0.7240089738983979; 0.0003913041871133488 -0.9999999840353545; -1.0 0.9971429430817951]
249,620,300,1.647904804275216,[-0.34120431905165743 0.01717339862547261; -1.0 -0.9633364488029871; 0.21236171717517993 0.9999918641728888; 0.9989046562262351 -0.9810153035305216; 0.7448074861718439 0.4244456519155897; -0.2588415179374272 -0.9019009997566648; -0.9800608127785025 0.8370010629997224]
250,1435,300,1.5930978366311985,[-0.07939372438887375 0.015403337951743383; -1.0 0.9999991756746678; -0.99739096809374 -0.09376115280244486; 0.38983865178219185 0.8735477719581128; 0.9999999429715087 0.16281910653608733; 0.5266385549921154 -0.6736550191929243; -0.6727043038315152 -0.99999114817587]
251,1317,300,1.610793812095855,[0.8861102354782874 -0.999996643635938; -0.4283264503605789 -0.714777956299324; -0.6220652761561988 0.890588839653333; -0.9999998151423437 -0.11398179145932598; 0.9997001027588449 0.2010105523377455; 1.0 0.9999769383419683; 0.029729990834801184 0.2843086705919827]
252,1322,300,1.6202498379516341,[0.14631380477132105 0.9999996507399069; 0.055432005093115376 0.017046647120074216; -0.6788089210060491 0.596896182763454; -0.06749658586868189 -0.876022992601821; 1.0 -0.9999850197202278; 0.9338517335170952 0.4796968177769329; -0.9999999429265154 -0.6458768807516208]
253,2236,300,1.5937403696600965,[-0.9598853221181933 0.09988906219987938; 0.9999999999999477 -0.11898189324078974; 0.5786098771126428 0.7258656571023716; -0.016076949888477094 0.013652722993003573; -0.9948393161792308 -0.9999999999999711; -0.7013218253841335 0.9999999999996029; 0.41843683074235766 -0.8186896214539148]
254,530,300,1.607806097689057,[0.3073084479587379 -0.9013900299647916; 0.5989103426165814 0.637413904073903; -0.026901725842774653 0.0386141788149372; -0.9999786272068987 -0.9999935294140917; 0.9999998524431241 -0.293059213126698; -0.9493996581018102 0.21605800198767136; -0.5713271743176918 0.9999981430899086]
255,313,300,1.690174885748499,[1.0 -0.9853800449052834; 0.8225890902676687 0.4556512281773002; -1.0 -0.9998573961898103; -0.4174773328538382 0.08465963373537151; -0.2784819995450419 -0.8195816977368983; -0.9996526691326291 0.998083771518508; 0.24921097750775636 0.9997923799311245]
256,1349,300,1.6263917209705168,[-0.9992254660279615 -0.38792648480579306; 0.017887544495367474 0.9809119392964847; -0.17110790600110512 0.11397284952876159; 0.611648624885508 -0.5042489343836958; 0.9999959665856285 0.6238851012573408; -0.9999953046204341 0.9999994661863152; -0.16718261955633854 -0.9999993561573193]
257,598,300,1.6282367318380848,[-0.9999777212502398 -0.9884748006527586; 0.9173958607989025 0.7357362134594456; 0.24569415800757835 -0.9284992114645412; -0.23004937347696397 0.9999500753542546; -0.7470017380889337 0.43495696721246463; 0.9999957589317862 -0.9090147363670699; 0.31027349040902064 0.02674679223554072]
258,1967,300,1.6193347067516402,[-0.07642027987724928 0.023040544939391273; 0.23575767046155374 0.9220144142229019; 0.565349815527191 -0.5960246921130065; -0.4761914245874509 -0.9999999999999973; 0.9999999999994302 0.3680146704683443; -0.9963100835885448 -0.23430374270863485; -0.9999999999995544 0.9999999999997331]
259,1501,300,1.5942447412690184,[-0.3655865375089983 -0.8725121086533236; -0.5285337306650915 0.6738640958828688; 0.9999999994706791 -1.0; 0.6463608402432636 0.9999999999999538; 0.9999206111217414 0.10022318113304811; 0.10053220690903963 -0.023527492215782653; -0.9999999999999937 -0.16447348402680667]
260,1162,300,1.6108187880492533,[0.2082070069478685 -0.009517729274521405; -0.7942907165634885 -0.42104282075685856; 0.19174146454206148 0.986210406049822; 0.7588715055259851 -0.6056587994507225; -0.14443156853102265 -0.9999999442448186; -0.999998383096009 0.8953908817359677; 0.9999998652402096 0.9149666091086299]
261,454,300,1.6602781660961032,[0.7028462954491542 0.40821958225358174; -0.20031079257916537 -0.9995304359639937; -0.9997730304693251 -0.9996087103337271; 0.19180177132226814 0.9989217829191407; -1.0 0.7301689762585233; 0.999951983785546 -0.9999623456531495; -0.3109840883257806 -0.01570450010381245]
262,421,300,1.5953520657606441,[-0.738176281210446 -0.9999566271339521; 0.5243104558756287 -0.7576667703370303; 0.9999908921481294 0.06299035425080583; 0.4722937567808457 0.8304947678231578; -0.029225060944024304 -0.005469941643828246; -0.9189284832041925 -0.03723655189084981; -0.8559242470719879 0.9999980652941441]
263,775,300,1.593305584362821,[-0.11006808891814229 -0.04672184918556935; -0.05793326891711565 -0.9990012014999742; 0.0281228827179444 0.9999999924237889; -1.0 -0.888745180245276; 0.9999995359018609 -0.8167687582345939; 0.7368056114570734 0.46581130583564717; -0.8112188896127246 0.49142289802689365]
264,1401,300,1.5987927904546622,[-0.19537430396661323 -0.999999999999619; 1.0 0.6159072504777017; -0.8713972474645987 -0.3262639704303796; 0.14825837979184667 0.9922757436374279; -0.9999999999999433 1.0; 0.6670632264169509 -0.5528690263802628; 0.0051746888576303645 0.10122141181985751]
265,1118,300,1.6256828619750978,[0.9999999625264276 0.20467135521029542; 0.7309781517469661 -0.9000786677681764; -0.8817686402048703 -0.21449717197348953; -0.8727096641617222 1.0; -0.984646292664366 -1.0; 0.030658692574033128 -0.3322780134800947; 0.4837978664622668 0.805857596824774]
266,1800,300,1.5939711268139376,[0.9313841956357307 0.9999999999913716; 0.10209877463775653 0.10172501536544969; -0.9999999999994792 0.0422927091296092; 0.9947443212252731 0.012260279915239567; -0.4336449126249119 0.8463334370983905; 0.715898920535623 -0.9999999999992729; -0.4815088262866989 -0.7174790906733525]
267,1654,300,1.6174748028010433,[-0.9999999995612624 0.9999996809067498; 0.18980561054776818 0.9084416491942563; -0.9728638234787771 -0.3064428200176093; 0.6088643847995713 -0.5896661645753748; -0.375892527475999 -0.999999999829515; -0.029930793792050443 0.024688276061218047; 0.9999999999780803 0.460981291637441]
268,1089,300,1.6021247367485885,[0.01059982331588796 0.1874372410907814; -0.40385230521485643 -0.790931960758403; -1.0 -0.18625466365450882; 0.9569968111616001 -0.9999999587654163; -0.6221402230911826 0.7938554235247216; 0.936517277801324 0.19466121033827166; 0.756560735621211 1.0]
269,316,300,1.6444621662242904,[-0.3662898808421134 -0.7429969160650978; -0.999864954520613 -0.21487191235756947; -0.74964017756822 0.8838060203013093; 0.999107371308523 0.27114366151719255; 0.9811823491863259 0.9991247282114192; -0.009177597956270094 0.31118723096429896; 0.9999975290289039 -0.9998289146501281]
270,339,300,1.5963173776221107,[0.8083155805149788 0.9999886956179379; -0.452839813194287 0.7099195526207366; 0.9997371523436711 -0.04535385836979553; 0.06495706456602972 -0.09237984515916813; -0.4909547800259112 -0.8439785498334135; -1.0 -0.014789367214609465; 0.880940148153669 -0.9999788303247934]
271,788,300,1.6062139228103613,[-0.999999648727143 -0.19430118871271862; -0.41930380324127364 -0.9004837543197658; 0.9245067996217228 0.06148469769467633; 0.0692232892791051 -0.06416511192415765; -0.5358749262656018 0.6985228078491671; 0.9999991135368659 -0.9999883882391915; 0.5648769546633419 0.9999993047408522]
272,433,300,1.6241897146167548,[-0.999997659034657 -0.9706834255814588; -0.21883225667495196 0.9999988505794543; 0.3054657552363284 0.02629026703245205; 0.9999007441729956 -0.9456613048210519; 0.23408050528209748 -0.9257419499072279; 0.8614760913262538 0.7464702295211036; -0.7986955445460895 0.4264885394036256]
273,1619,300,1.5948000296180915,[-1.0 -0.11182703619343966; 0.9879002741542985 0.11257805285955774; 0.7476800500026184 0.9999999999999376; 0.020882379358083437 0.055673342423733674; -0.41276584467975436 -0.7862953070438148; -0.5676658818344928 0.7445804739631511; 0.9762623763342058 -0.9999999999999992]
274,2208,300,1.5963931850807407,[0.07572931894702871 -0.9999999999962903; -0.668442460488757 -0.5227736205116709; -0.9999999999507273 0.7395823948649459; 0.08416200641885013 0.056799663491914926; 0.9999999997946618 0.9781387575106167; 0.8831669362547938 -0.42707252819691166; -0.03440983463123685 0.9977060839048899]
275,1350,300,1.6182353542410977,[0.9999992307018348 0.9999999814289036; -0.4126814974837577 -0.7535237407095036; -0.9999999954323282 -0.13450490155514555; 0.8965521381951257 -0.999999982342578; 0.9591187717628193 0.21531509282505903; -0.6914631199518289 0.9102884648768372; 0.037861382739869255 0.3137875339704562]
276,1967,300,1.5984885417019878,[-0.48300279038076904 0.6899039573519075; 0.7342328690547998 0.9999999999999556; 0.9999977880981323 -0.9999999999958102; -1.0 -0.008843169318068448; 1.0 -0.06756147328548041; -0.4662907447190298 -0.9002892708252116; 0.09481737646146945 -0.20061741292586743]
277,228,300,1.6654012163572185,[-0.9966395010847167 0.9066808678074278; 0.25401040129896474 0.9998987331489358; 0.9996983635030847 -0.9774916487821494; 0.7900017385929947 0.4454185724852993; -0.2875023072168935 -0.8626289629162541; -0.4030153178760789 0.0408762596647863; -0.9994215590784332 -0.9944227402314434]
278,1075,300,1.6448082175761094,[-0.9994294008095083 -0.9997858028992701; 0.38113297474223945 -0.7783160642701641; -0.8482802835903208 0.9992837609040354; 0.9999548681064321 -0.3029098695806553; -0.9042303004799261 0.30936670138761396; 0.06285371167265723 0.31627638570123323; 0.7985941129591385 0.8790781483963506]
